#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00263491 0 0 0.0698662 0 0 8.625 8.875
9.00 0.00433777 0 0 0.120804 0 0 8.875 9.125
9.25 0.0187254 0 0 0.139819 0 0 9.125 9.375
9.50 0.0609004 0 0 0.0941596 0 0 9.375 9.625
9.75 0.16186 8.04946e-08 5.63462e-07 0.106934 4.47035e-07 3.10689e-06 9.625 9.875
10.00 0.253792 1.12692e-06 5.71512e-06 0.160368 3.74019e-06 1.89096e-05 9.875 10.125
10.25 0.194082 1.465e-05 6.58446e-05 0.211795 5.94854e-05 0.000267506 10.125 10.375
10.50 0.123921 6.37517e-05 0.000296784 0.256391 0.000382334 0.00178519 10.375 10.625
10.75 0.0771108 0.000140141 0.000732179 0.287661 0.00129226 0.00682861 10.625 10.875
11.00 0.0477339 0.000164531 0.000917477 0.316219 0.00234881 0.0134003 10.875 11.125
11.25 0.0285918 0.000103033 0.000580044 0.316296 0.00245494 0.0141575 11.125 11.375
11.50 0.0169368 5.32069e-05 0.000323749 0.304298 0.0021787 0.0135576 11.375 11.625
11.75 0.0100116 3.29223e-05 0.000176927 0.290964 0.00232399 0.0127556 11.625 11.875
12.00 0.00586226 1.76283e-05 0.000104482 0.284767 0.00214431 0.0129788 11.875 12.125
12.25 0.00340565 9.01539e-06 5.48168e-05 0.261339 0.00195023 0.0120839 12.125 12.375
12.50 0.00197912 6.35907e-06 3.13124e-05 0.247651 0.00240962 0.0120945 12.375 12.625
12.75 0.00115204 2.57583e-06 1.69039e-05 0.23344 0.00171012 0.0114152 12.625 12.875
13.00 0.000641622 1.4489e-06 8.77391e-06 0.216786 0.00176466 0.0108586 12.875 13.125
13.25 0.000363031 8.85441e-07 5.87611e-06 0.197561 0.00195239 0.0132022 13.125 13.375
13.50 0.000193187 4.82968e-07 2.17335e-06 0.177083 0.00205217 0.00936314 13.375 13.625
13.75 0.000101182 8.04946e-08 6.43957e-07 0.159905 0.000667796 0.00538091 13.625 13.875
14.00 4.99871e-05 0 2.41484e-07 0.130435 0 0.00422119 13.875 14.125
14.25 2.37459e-05 8.04946e-08 0 0.0881356 0.00308062 0 14.125 14.375
14.50 8.61292e-06 0 0 0.0280374 0 0 14.375 14.625
14.75 3.30028e-06 0 0 0 0 0 14.625 14.875
15.00 3.21978e-07 0 0 0 0 0 14.875 15.125
15.25 8.04946e-08 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
