#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00249879 0 0 0.070193 0 0 8.625 8.875
9.00 0.0041755 0 0 0.120005 0 0 8.875 9.125
9.25 0.018281 0 0 0.141337 0 0 9.125 9.375
9.50 0.0607931 0 0 0.0955015 0 0 9.375 9.625
9.75 0.163019 8.04946e-08 5.63462e-07 0.10871 4.39584e-07 3.08454e-06 9.625 9.875
10.00 0.255755 1.28791e-06 5.71512e-06 0.160901 4.23193e-06 1.87457e-05 9.875 10.125
10.25 0.195062 1.465e-05 6.85009e-05 0.212148 5.91725e-05 0.000276774 10.125 10.375
10.50 0.124444 6.45567e-05 0.000310468 0.257063 0.000385225 0.00185812 10.375 10.625
10.75 0.0774296 0.000142797 0.000764457 0.288368 0.00130999 0.00709596 10.625 10.875
11.00 0.047913 0.000167429 0.000930678 0.316496 0.00238013 0.0135396 10.875 11.125
11.25 0.0286752 0.000102953 0.000587691 0.316544 0.00244504 0.0143003 11.125 11.375
11.50 0.0169575 5.61852e-05 0.00031892 0.303566 0.00229988 0.0133489 11.375 11.625
11.75 0.010023 3.40492e-05 0.000176766 0.290552 0.00240189 0.0127364 11.625 11.875
12.00 0.00585928 1.84333e-05 0.000103758 0.284197 0.00224486 0.0129041 11.875 12.125
12.25 0.00340138 9.90083e-06 5.36899e-05 0.261099 0.00214458 0.0118504 12.125 12.375
12.50 0.00197815 5.23215e-06 3.13124e-05 0.24822 0.0019832 0.0120914 12.375 12.625
12.75 0.00114673 3.13929e-06 1.71453e-05 0.231784 0.00209734 0.0116604 12.625 12.875
13.00 0.000638644 1.77088e-06 8.04946e-06 0.216915 0.00216539 0.00999598 12.875 13.125
13.25 0.000360455 7.24451e-07 5.39314e-06 0.196293 0.00161208 0.0122077 13.125 13.375
13.50 0.000193509 6.43957e-07 2.01236e-06 0.174293 0.00273865 0.00867704 13.375 13.625
13.75 9.93303e-05 1.60989e-07 5.63462e-07 0.157212 0.00136374 0.00480808 13.625 13.875
14.00 4.86992e-05 0 1.60989e-07 0.130579 0 0.00288366 13.875 14.125
14.25 2.31019e-05 1.60989e-07 0 0.087108 0.00631759 0 14.125 14.375
14.50 8.12995e-06 0 0 0.029703 0 0 14.375 14.625
14.75 3.13929e-06 0 0 0 0 0 14.625 14.875
15.00 2.41484e-07 0 0 0 0 0 14.875 15.125
15.25 8.04946e-08 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
