#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00272136 0 0 0.061376 0 0 8.625 8.875
9.00 0.00492361 0 0 0.104386 0 0 8.875 9.125
9.25 0.0237441 0 0 0.151116 0 0 9.125 9.375
9.50 0.0982277 0 0 0.135659 0 0 9.375 9.625
9.75 0.260198 2.41484e-07 2.89781e-06 0.137885 8.04663e-07 9.59635e-06 9.625 9.875
10.00 0.321223 5.87611e-06 2.65632e-05 0.163027 1.53184e-05 6.92159e-05 9.875 10.125
10.25 0.223692 5.90025e-05 0.000275372 0.213361 0.000207439 0.000969559 10.125 10.375
10.50 0.139655 0.000217174 0.00113167 0.268819 0.00113526 0.0059734 10.375 10.625
10.75 0.0866331 0.000355142 0.00194161 0.312877 0.00280529 0.0157528 10.625 10.875
11.00 0.0514594 0.000220877 0.00126312 0.322805 0.00289428 0.0170407 10.875 11.125
11.25 0.0294671 0.000108909 0.000621096 0.304013 0.00256285 0.0149856 11.125 11.375
11.50 0.0168306 5.2402e-05 0.000303304 0.283658 0.0022234 0.0131461 11.375 11.625
11.75 0.00959133 2.76901e-05 0.000163082 0.267626 0.00210828 0.012668 11.625 11.875
12.00 0.00539926 1.37646e-05 7.84822e-05 0.247212 0.00191425 0.0111037 11.875 12.125
12.25 0.00300188 6.68105e-06 3.55786e-05 0.225485 0.00171995 0.00928973 12.125 12.375
12.50 0.00165449 2.49533e-06 1.88357e-05 0.207502 0.00119346 0.0091262 12.375 12.625
12.75 0.000871112 7.24451e-07 7.56649e-06 0.189059 0.00067386 0.00710554 12.625 12.875
13.00 0.00045085 3.21978e-07 3.21978e-06 0.158365 0.000600636 0.00605385 12.875 13.125
13.25 0.000221763 2.41484e-07 7.24451e-07 0.130309 0.000946015 0.0028504 13.125 13.375
13.50 0.000101343 0 5.63462e-07 0.112788 0 0.00496045 13.375 13.625
13.75 4.41915e-05 8.04946e-08 8.04946e-08 0.0947177 0.00164597 0.00165197 13.625 13.875
14.00 1.5616e-05 0 0 0.0618557 0 0 13.875 14.125
14.25 4.02473e-06 0 0 0 0 0 14.125 14.375
14.50 7.24451e-07 0 0 0.111111 0 0 14.375 14.625
14.75 1.60989e-07 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
