#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0024484 0 0 0.0700595 0 0 8.625 8.875
9.00 0.00411199 0 0 0.119842 0 0 8.875 9.125
9.25 0.0180988 0 0 0.14216 0 0 9.125 9.375
9.50 0.0607919 0 0 0.0959827 0 0 9.375 9.625
9.75 0.163656 1.60989e-07 5.63462e-07 0.109808 8.79169e-07 3.06219e-06 9.625 9.875
10.00 0.256816 1.28791e-06 5.9566e-06 0.161204 4.20213e-06 1.94609e-05 9.875 10.125
10.25 0.195555 1.45695e-05 7.04328e-05 0.212453 5.86659e-05 0.000283763 10.125 10.375
10.50 0.124727 6.61666e-05 0.000316505 0.257369 0.000393748 0.00188929 10.375 10.625
10.75 0.0775995 0.000144166 0.000779268 0.288661 0.00131911 0.00721586 10.625 10.875
11.00 0.0479989 0.000171212 0.000936877 0.316351 0.00242993 0.0136096 10.875 11.125
11.25 0.0287014 0.000106494 0.000587691 0.316589 0.00252637 0.0142861 11.125 11.375
11.50 0.0169785 5.69902e-05 0.000318195 0.303413 0.00233033 0.0133041 11.375 11.625
11.75 0.0100276 3.29223e-05 0.00017902 0.290339 0.00232232 0.0128996 11.625 11.875
12.00 0.00586274 1.90772e-05 0.000103355 0.283769 0.00232303 0.0128531 11.875 12.125
12.25 0.00340122 9.82034e-06 5.37704e-05 0.260875 0.00212792 0.0118726 12.125 12.375
12.50 0.00197324 5.47363e-06 3.08294e-05 0.247777 0.00208084 0.0119391 12.375 12.625
12.75 0.00114351 3.38077e-06 1.73868e-05 0.23117 0.00226635 0.0118704 12.625 12.875
13.00 0.000638966 1.28791e-06 8.77391e-06 0.218317 0.0015724 0.0108831 12.875 13.125
13.25 0.000358845 4.82968e-07 5.31264e-06 0.196276 0.00108027 0.0120778 13.125 13.375
13.50 0.000193026 5.63462e-07 2.17335e-06 0.172227 0.00240931 0.00942636 13.375 13.625
13.75 9.84449e-05 8.04946e-08 5.63462e-07 0.157809 0.000688076 0.00484814 13.625 13.875
14.00 4.82968e-05 0 8.04946e-08 0.13 0 0.00145242 13.875 14.125
14.25 2.28605e-05 8.04946e-08 8.04946e-08 0.0880282 0.0031999 0.00322252 14.125 14.375
14.50 7.96896e-06 0 0 0.030303 0 0 14.375 14.625
14.75 3.13929e-06 0 0 0 0 0 14.625 14.875
15.00 2.41484e-07 0 0 0 0 0 14.875 15.125
15.25 8.04946e-08 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
