#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00293137 0 0 0.0653815 0 0 8.625 8.875
9.00 0.00468189 0 0 0.117581 0 0 8.875 9.125
9.25 0.0195838 0 0 0.138015 0 0 9.125 9.375
9.50 0.0613436 0 0 0.0927983 0 0 9.375 9.625
9.75 0.160388 8.04946e-08 5.63462e-07 0.10485 4.47035e-07 3.14415e-06 9.625 9.875
10.00 0.251147 1.12692e-06 5.23215e-06 0.159417 3.76999e-06 1.75089e-05 9.875 10.125
10.25 0.192672 1.28791e-05 6.35907e-05 0.210975 5.27352e-05 0.000260502 10.125 10.375
10.50 0.123185 5.72317e-05 0.000281812 0.255755 0.000345618 0.00170654 10.375 10.625
10.75 0.0766403 0.000132172 0.00069338 0.286758 0.00122792 0.00651178 10.625 10.875
11.00 0.0474677 0.000160023 0.00089518 0.315315 0.00230047 0.0131605 10.875 11.125
11.25 0.0284824 0.000101262 0.000575939 0.316725 0.0024206 0.0141015 11.125 11.375
11.50 0.016893 5.58632e-05 0.000321093 0.304467 0.00229245 0.0134765 11.375 11.625
11.75 0.00999614 3.03465e-05 0.000176847 0.291825 0.00214338 0.0127543 11.625 11.875
12.00 0.00584874 1.92382e-05 0.000101745 0.285824 0.00234142 0.0126438 11.875 12.125
12.25 0.00340742 1.00618e-05 5.50583e-05 0.262975 0.00216997 0.0121047 12.125 12.375
12.50 0.00198797 4.58819e-06 3.15539e-05 0.247641 0.00173242 0.0121343 12.375 12.625
12.75 0.00115848 2.65632e-06 1.69844e-05 0.234644 0.0017509 0.0113878 12.625 12.875
13.00 0.000644037 1.4489e-06 9.17638e-06 0.218598 0.00175399 0.0112945 12.875 13.125
13.25 0.000368102 6.43957e-07 6.19808e-06 0.196807 0.00140265 0.0137558 13.125 13.375
13.50 0.000192785 6.43957e-07 2.89781e-06 0.181211 0.00272588 0.0124953 13.375 13.625
13.75 0.000103436 1.60989e-07 8.85441e-07 0.160311 0.00130488 0.00725006 13.625 13.875
14.00 5.08726e-05 0 2.41484e-07 0.134494 0 0.00412801 13.875 14.125
14.25 2.47118e-05 8.04946e-08 0 0.0977199 0.00292948 0 14.125 14.375
14.50 9.17638e-06 0 0 0.0263158 0 0 14.375 14.625
14.75 3.38077e-06 0 0 0.0238095 0 0 14.625 14.875
15.00 4.02473e-07 0 0 0 0 0 14.875 15.125
15.25 1.60989e-07 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
