#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0022949 0 0 0.0876885 0 0 8.625 8.875
9.00 0.00401354 0 0 0.15108 0 0 8.875 9.125
9.25 0.0193004 0 0 0.190872 0 0 9.125 9.375
9.50 0.0739312 0 0 0.143831 0 0 9.375 9.625
9.75 0.210363 4.02473e-07 1.93187e-06 0.137988 1.65403e-06 7.91252e-06 9.625 9.875
10.00 0.297767 3.13929e-06 1.32011e-05 0.164853 8.80659e-06 3.70294e-05 9.875 10.125
10.25 0.214077 3.41297e-05 0.000159621 0.215767 0.000125006 0.000585184 10.125 10.375
10.50 0.134402 0.000135553 0.00068187 0.265417 0.000740141 0.00374579 10.375 10.625
10.75 0.0834656 0.000271589 0.00141542 0.303021 0.00226054 0.0120233 10.625 10.875
11.00 0.0509666 0.000220555 0.00123157 0.323919 0.00291312 0.0167415 10.875 11.125
11.25 0.0295806 0.000115027 0.000644118 0.313398 0.00265959 0.0152836 11.125 11.375
11.50 0.0172296 6.12564e-05 0.000335582 0.295776 0.00249484 0.0139886 11.375 11.625
11.75 0.00995952 3.11514e-05 0.000188599 0.281195 0.00224128 0.0138744 11.625 11.875
12.00 0.00574144 1.85138e-05 9.07979e-05 0.265692 0.00236022 0.0117993 11.875 12.125
12.25 0.00328112 8.29094e-06 4.76528e-05 0.246676 0.00189875 0.011102 12.125 12.375
12.50 0.00182771 4.18572e-06 2.45509e-05 0.227605 0.00176485 0.0105165 12.375 12.625
12.75 0.00102188 2.73682e-06 1.22352e-05 0.215282 0.00209604 0.00950946 12.625 12.875
13.00 0.00055501 1.4489e-06 5.31264e-06 0.189703 0.00210984 0.00783126 12.875 13.125
13.25 0.000286963 2.41484e-07 1.85138e-06 0.171669 0.000696465 0.00537877 13.125 13.375
13.50 0.000145615 8.04946e-08 1.04643e-06 0.143173 0.00047338 0.00620198 13.375 13.625
13.75 6.97083e-05 8.04946e-08 4.82968e-07 0.121247 0.00101355 0.00613084 13.625 13.875
14.00 2.90585e-05 0 1.60989e-07 0.0747922 0 0.00515436 13.875 14.125
14.25 1.09473e-05 0 0 0.0735294 0 0 14.125 14.375
14.50 2.73682e-06 0 0 0.0294118 0 0 14.375 14.625
14.75 4.02473e-07 0 0 0 0 0 14.625 14.875
15.00 1.60989e-07 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
