#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00308632 0 0 0.0510928 0 0 8.625 8.875
9.00 0.00551734 0 0 0.088222 0 0 8.875 9.125
9.25 0.0263907 0 0 0.133229 0 0 9.125 9.375
9.50 0.107201 0 0 0.130271 0 0 9.375 9.625
9.75 0.272808 2.41484e-07 2.89781e-06 0.137979 7.59959e-07 9.14931e-06 9.625 9.875
10.00 0.325727 7.32501e-06 3.06684e-05 0.161907 1.885e-05 7.89165e-05 9.875 10.125
10.25 0.225498 6.49591e-05 0.000322542 0.212858 0.000226676 0.00112751 10.125 10.375
10.50 0.140576 0.00024406 0.00128469 0.26975 0.00126562 0.00673515 10.375 10.625
10.75 0.0871876 0.000366975 0.00205149 0.314365 0.00287375 0.0165215 10.625 10.875
11.00 0.05137 0.000223131 0.00126537 0.320707 0.00293782 0.0171553 10.875 11.125
11.25 0.0292261 0.000104562 0.000607332 0.300308 0.00249439 0.0148485 11.125 11.375
11.50 0.016634 5.16775e-05 0.000286722 0.27964 0.00223103 0.0126347 11.375 11.625
11.75 0.00940579 2.52753e-05 0.000158011 0.262567 0.00197631 0.0126 11.625 11.875
12.00 0.00527481 1.11887e-05 7.26061e-05 0.241187 0.00160615 0.0105906 11.875 12.125
12.25 0.00290666 5.23215e-06 3.44517e-05 0.216976 0.00140695 0.00939226 12.125 12.375
12.50 0.00158574 2.41484e-06 1.56964e-05 0.201421 0.00121427 0.00798374 12.375 12.625
12.75 0.000819435 9.65935e-07 6.43957e-06 0.181631 0.000963554 0.00648212 12.625 12.875
13.00 0.000419377 4.02473e-07 2.49533e-06 0.150864 0.000814125 0.00508268 12.875 13.125
13.25 0.000200512 2.41484e-07 9.65935e-07 0.119229 0.00105947 0.00426351 13.125 13.375
13.50 9.11199e-05 0 2.41484e-07 0.0962898 0 0.00240136 13.375 13.625
13.75 3.56591e-05 0 8.04946e-08 0.0857788 0 0.00206837 13.625 13.875
14.00 1.39256e-05 0 0 0.0520231 0 0 13.875 14.125
14.25 2.57583e-06 0 0 0 0 0 14.125 14.375
14.50 4.02473e-07 0 0 0.2 0 0 14.375 14.625
14.75 1.60989e-07 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
