#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00360245 0 0 0.0415605 0 0 8.625 8.875
9.00 0.0064481 0 0 0.0710808 0 0 8.875 9.125
9.25 0.0301715 0 0 0.113012 0 0 9.125 9.375
9.50 0.119189 8.04946e-08 8.04946e-08 0.12334 5.96046e-07 5.88596e-07 9.375 9.625
9.75 0.28901 4.82968e-07 3.13929e-06 0.137231 1.43051e-06 9.37283e-06 9.625 9.875
10.00 0.330664 7.4055e-06 3.75105e-05 0.160881 1.87904e-05 9.52035e-05 9.875 10.125
10.25 0.227019 7.72748e-05 0.000393377 0.211746 0.000268221 0.00136825 10.125 10.375
10.50 0.141364 0.000276821 0.00150324 0.270816 0.00142512 0.00783738 10.375 10.625
10.75 0.087544 0.00039217 0.00215766 0.316129 0.00304988 0.017281 10.625 10.875
11.00 0.0510114 0.000210413 0.00122432 0.316876 0.00280619 0.0167988 10.875 11.125
11.25 0.0288043 9.6513e-05 0.000577951 0.294949 0.00235447 0.0144364 11.125 11.375
11.50 0.016319 4.4916e-05 0.000273601 0.272692 0.00199634 0.0124018 11.375 11.625
11.75 0.00913211 2.51948e-05 0.000143361 0.255293 0.00204894 0.0118773 11.625 11.875
12.00 0.00508871 1.05448e-05 6.66495e-05 0.233937 0.00158416 0.0101667 11.875 12.125
12.25 0.00275348 4.58819e-06 2.89781e-05 0.209431 0.00131516 0.00840856 12.125 12.375
12.50 0.00147925 1.77088e-06 1.40866e-05 0.189966 0.000968561 0.00778794 12.375 12.625
12.75 0.000759144 6.43957e-07 5.63462e-06 0.168593 0.000704646 0.00621714 12.625 12.875
13.00 0.000376473 8.04946e-08 2.09286e-06 0.137267 0.000184417 0.00482285 12.875 13.125
13.25 0.000176444 2.41484e-07 4.82968e-07 0.104471 0.00122396 0.002458 13.125 13.375
13.50 7.4216e-05 8.04946e-08 0 0.0845987 0.000991769 0 13.375 13.625
13.75 2.90585e-05 0 8.04946e-08 0.0775623 0 0.00256232 13.625 13.875
14.00 1.00618e-05 0 0 0.064 0 0 13.875 14.125
14.25 1.60989e-06 0 0 0 0 0 14.125 14.375
14.50 1.60989e-07 0 0 0 0 0 14.375 14.625
14.75 8.04946e-08 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
