#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0048663 0 0 0.029278 0 0 8.625 8.875
9.00 0.00864987 0 0 0.0469761 0 0 8.875 9.125
9.25 0.0384412 0 0 0.0827243 0 0 9.125 9.375
9.50 0.1435 8.04946e-08 8.04946e-08 0.111409 4.91738e-07 4.99189e-07 9.375 9.625
9.75 0.319168 7.24451e-07 3.38077e-06 0.134824 1.95205e-06 9.16421e-06 9.625 9.875
10.00 0.336143 1.13497e-05 5.00676e-05 0.15911 2.83867e-05 0.000125274 9.875 10.125
10.25 0.227237 0.000107299 0.000544465 0.210063 0.000372827 0.00189725 10.125 10.375
10.50 0.14165 0.000342826 0.00190466 0.27261 0.00175619 0.00991395 10.375 10.625
10.75 0.0870711 0.000382027 0.00223888 0.315739 0.00298911 0.0180589 10.625 10.875
11.00 0.0496175 0.00018884 0.00110181 0.30711 0.0026271 0.0157358 10.875 11.125
11.25 0.0277084 8.04946e-05 0.000500274 0.283197 0.00207633 0.0131798 11.125 11.375
11.50 0.0154059 3.96838e-05 0.000239471 0.25845 0.00190523 0.0117087 11.375 11.625
11.75 0.00850369 1.93187e-05 0.000113658 0.238 0.00172719 0.0103227 11.625 11.875
12.00 0.00461516 9.82034e-06 5.03091e-05 0.217982 0.00166048 0.00861861 11.875 12.125
12.25 0.00244116 3.94424e-06 2.07676e-05 0.188413 0.00130919 0.00696363 12.125 12.375
12.50 0.00126908 8.04946e-07 8.37144e-06 0.169669 0.000526324 0.00551364 12.375 12.625
12.75 0.000627133 6.43957e-07 3.46127e-06 0.140162 0.000882 0.00477195 12.625 12.875
13.00 0.000292437 1.60989e-07 9.65935e-07 0.113405 0.000487812 0.00293818 12.875 13.125
13.25 0.000127503 0 1.60989e-07 0.0984849 0 0.00113972 13.125 13.375
13.50 4.98262e-05 0 1.60989e-07 0.0694669 0 0.00301632 13.375 13.625
13.75 1.86747e-05 8.04946e-08 0 0.0560345 0.00405135 0 13.625 13.875
14.00 4.10522e-06 0 0 0.0392157 0 0 13.875 14.125
14.25 6.43957e-07 0 0 0 0 0 14.125 14.375
14.50 8.04946e-08 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
