#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00790328 0 0 0.0175589 0 0 8.625 8.875
9.00 0.0134455 0 0 0.0244199 0 0 8.875 9.125
9.25 0.0544691 0 0 0.049799 0 0 9.125 9.375
9.50 0.183847 8.04946e-08 0 0.0942871 3.94881e-07 0 9.375 9.625
9.75 0.361152 8.85441e-07 6.03709e-06 0.126758 2.14577e-06 1.45882e-05 9.625 9.875
10.00 0.332795 1.73063e-05 8.35534e-05 0.156045 4.38839e-05 0.000211939 9.875 10.125
10.25 0.220155 0.000152215 0.000842456 0.206892 0.000547975 0.00304662 10.125 10.375
10.50 0.137489 0.000411166 0.00240502 0.27599 0.00215873 0.0128902 10.375 10.625
10.75 0.0824582 0.000317149 0.00192116 0.305933 0.00265929 0.0165566 10.625 10.875
11.00 0.045565 0.000134506 0.000834246 0.286094 0.00210124 0.0133146 10.875 11.125
11.25 0.0248295 5.79561e-05 0.000372448 0.259637 0.00172409 0.0112747 11.125 11.375
11.50 0.0134294 2.66437e-05 0.000162921 0.229573 0.00152549 0.00946136 11.375 11.625
11.75 0.00715782 1.05448e-05 6.673e-05 0.20403 0.00117089 0.0074904 11.625 11.875
12.00 0.00370436 5.55413e-06 2.68852e-05 0.183225 0.0012228 0.00597125 11.875 12.125
12.25 0.00186675 1.69039e-06 9.90083e-06 0.153896 0.000765473 0.00451149 12.125 12.375
12.50 0.00090001 1.04643e-06 3.05879e-06 0.130847 0.00100937 0.002964 12.375 12.625
12.75 0.00041334 0 8.04946e-07 0.106524 0 0.00174337 12.625 12.875
13.00 0.00017089 0 8.04946e-08 0.0885539 0 0.000429526 12.875 13.125
13.25 6.55226e-05 0 8.04946e-08 0.0479115 0 0.00117108 13.125 13.375
13.50 2.18945e-05 8.04946e-08 8.04946e-08 0.0477941 0.00348793 0.00351368 13.375 13.625
13.75 5.79561e-06 0 0 0.0138889 0 0 13.625 13.875
14.00 5.63462e-07 0 0 0 0 0 13.875 14.125
14.25 8.04946e-08 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
