#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00274301 0 0 0.0684039 0 0 8.625 8.875
9.00 0.0044499 0 0 0.119677 0 0 8.875 9.125
9.25 0.0190303 0 0 0.139161 0 0 9.125 9.375
9.50 0.0610238 0 0 0.0937872 0 0 9.375 9.625
9.75 0.161337 8.04946e-08 5.63462e-07 0.106318 4.47035e-07 3.12179e-06 9.625 9.875
10.00 0.252858 1.12692e-06 5.55413e-06 0.159971 3.74019e-06 1.84476e-05 9.875 10.125
10.25 0.193603 1.32816e-05 6.47981e-05 0.211561 5.40763e-05 0.000263974 10.125 10.375
10.50 0.123669 6.31078e-05 0.0002897 0.256107 0.000379413 0.00174668 10.375 10.625
10.75 0.0769485 0.000135553 0.000720507 0.287437 0.00125307 0.00673515 10.625 10.875
11.00 0.0476497 0.000163565 0.000909589 0.315753 0.00234076 0.0133158 10.875 11.125
11.25 0.028553 0.000102872 0.000574892 0.316396 0.00245407 0.0140466 11.125 11.375
11.50 0.0169189 5.47363e-05 0.000321173 0.304272 0.00224358 0.0134626 11.375 11.625
11.75 0.0100072 3.38882e-05 0.000175076 0.291284 0.00239187 0.0126197 11.625 11.875
12.00 0.00585357 1.97212e-05 0.000103033 0.284653 0.00240198 0.0128169 11.875 12.125
12.25 0.00340935 9.90083e-06 5.39314e-05 0.262307 0.00213608 0.0118569 12.125 12.375
12.50 0.00198049 5.79561e-06 3.11514e-05 0.247887 0.00219454 0.0120192 12.375 12.625
12.75 0.00115542 2.65632e-06 1.65819e-05 0.234151 0.00175667 0.011151 12.625 12.875
13.00 0.000642025 1.69039e-06 8.77391e-06 0.216901 0.0020564 0.0108501 12.875 13.125
13.25 0.000364962 6.43957e-07 6.11759e-06 0.195412 0.00141715 0.0137166 13.125 13.375
13.50 0.000193026 5.63462e-07 2.33434e-06 0.179733 0.00238746 0.0100413 13.375 13.625
13.75 0.000101987 1.60989e-07 7.24451e-07 0.159432 0.00132477 0.0060136 13.625 13.875
14.00 5.01481e-05 0 2.41484e-07 0.131621 0 0.00420183 13.875 14.125
14.25 2.43094e-05 8.04946e-08 0 0.089404 0.00300527 0 14.125 14.375
14.50 8.69342e-06 0 0 0.0277778 0 0 14.375 14.625
14.75 3.38077e-06 0 0 0 0 0 14.625 14.875
15.00 4.02473e-07 0 0 0 0 0 14.875 15.125
15.25 8.04946e-08 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
