#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0159758 0 0 0.0124301 0 0 8.625 8.875
9.00 0.0255429 0 0 0.0104625 0 0 8.875 9.125
9.25 0.0893453 0 0 0.0202522 0 0 9.125 9.375
9.50 0.257514 1.60989e-07 1.60989e-07 0.0616381 5.84871e-07 5.88596e-07 9.375 9.625
9.75 0.38456 1.85138e-06 1.03033e-05 0.100702 4.32879e-06 2.40952e-05 9.625 9.875
10.00 0.292252 3.56591e-05 0.000209849 0.140755 0.00010483 0.000617415 9.875 10.125
10.25 0.177612 0.000226109 0.00137919 0.195053 0.00102343 0.00629951 10.125 10.375
10.50 0.104474 0.000270462 0.00181185 0.253502 0.00192752 0.0131747 10.375 10.625
10.75 0.0562887 0.000105287 0.000685975 0.236024 0.00142634 0.00942522 10.625 10.875
11.00 0.0291345 3.87179e-05 0.000245267 0.210726 0.00104751 0.00670086 10.875 11.125
11.25 0.0146378 1.31206e-05 9.42592e-05 0.180618 0.000733793 0.00531057 11.125 11.375
11.50 0.00705583 4.26621e-06 3.24393e-05 0.149756 0.000513777 0.00392707 11.375 11.625
11.75 0.00329142 1.20742e-06 9.98133e-06 0.122964 0.000321612 0.00266773 11.625 11.875
12.00 0.00146074 2.41484e-07 4.34671e-06 0.106905 0.000147618 0.00266551 11.875 12.125
12.25 0.000602261 8.04946e-08 8.85441e-07 0.0832665 0.00012251 0.00134976 12.125 12.375
12.50 0.000227558 0 2.41484e-07 0.0643792 0 0.00099393 12.375 12.625
12.75 7.14792e-05 0 0 0.0529279 0 0 12.625 12.875
13.00 2.2458e-05 0 0 0.0250896 0 0 12.875 13.125
13.25 4.26621e-06 0 0 0.0377358 0 0 13.125 13.375
13.50 6.43957e-07 0 0 0.125 0 0 13.375 13.625
13.75 0 0 0 0 0 0 13.625 13.875
14.00 0 0 0 0 0 0 13.875 14.125
14.25 0 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
