#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0131316 0 0 0.0123455 0 0 8.625 8.875
9.00 0.0214062 0 0 0.0129205 0 0 8.875 9.125
9.25 0.0782226 0 0 0.0265823 0 0 9.125 9.375
9.50 0.233983 0 0 0.0731034 0 0 9.375 9.625
9.75 0.389857 1.04643e-06 8.37144e-06 0.111568 2.38419e-06 1.90735e-05 9.625 9.875
10.00 0.312319 2.93805e-05 0.00015954 0.149027 8.0049e-05 0.00043492 9.875 10.125
10.25 0.196987 0.000219831 0.00127528 0.201655 0.000889927 0.0052021 10.125 10.375
10.50 0.120804 0.000380498 0.00235849 0.269491 0.00229368 0.014546 10.375 10.625
10.75 0.0682884 0.000189082 0.00114383 0.268662 0.00201941 0.0124586 10.625 10.875
11.00 0.0363657 6.99498e-05 0.000443928 0.242435 0.00145438 0.00936212 10.875 11.125
11.25 0.0189797 2.65632e-05 0.000183045 0.214392 0.00109798 0.00765039 11.125 11.375
11.50 0.00964913 1.15912e-05 6.60861e-05 0.179582 0.000984371 0.00565772 11.375 11.625
11.75 0.0047883 3.78325e-06 2.39874e-05 0.152775 0.000668868 0.00426561 11.625 11.875
12.00 0.00229595 1.04643e-06 7.96896e-06 0.13 0.000396341 0.00303018 11.875 12.125
12.25 0.0010247 4.02473e-07 3.30028e-06 0.110605 0.000349194 0.00287376 12.125 12.375
12.50 0.000437569 2.41484e-07 5.63462e-07 0.0816777 0.00050652 0.00118406 12.375 12.625
12.75 0.000165416 0 1.60989e-07 0.0632603 0 0.000912555 12.625 12.875
13.00 5.61852e-05 0 8.04946e-08 0.0401146 0 0.00137717 12.875 13.125
13.25 1.61794e-05 0 0 0.0447761 0 0 13.125 13.375
13.50 3.46127e-06 0 0 0.0697674 0 0 13.375 13.625
13.75 2.41484e-07 0 0 0 0 0 13.625 13.875
14.00 0 0 0 0 0 0 13.875 14.125
14.25 0 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
