#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00208368 0 0 0.0688017 0 0 8.625 8.875
9.00 0.00373326 0 0 0.119903 0 0 8.875 9.125
9.25 0.0175825 0 0 0.151906 0 0 9.125 9.375
9.50 0.0641375 0 0 0.113618 0 0 9.375 9.625
9.75 0.178703 2.41484e-07 8.85441e-07 0.126364 1.17719e-06 4.32134e-06 9.625 9.875
10.00 0.276373 1.60989e-06 8.9349e-06 0.164658 4.87268e-06 2.70009e-05 9.875 10.125
10.25 0.204412 2.01236e-05 0.000105448 0.216172 7.71582e-05 0.000404552 10.125 10.375
10.50 0.129254 9.39372e-05 0.000453346 0.261638 0.000536233 0.00259882 10.375 10.625
10.75 0.0802941 0.00019367 0.00103444 0.29478 0.00169691 0.00920397 10.625 10.875
11.00 0.0495315 0.000201639 0.00110519 0.321329 0.00275162 0.0154887 10.875 11.125
11.25 0.0292235 0.00011237 0.00063148 0.316489 0.00261819 0.0150959 11.125 11.375
11.50 0.0171666 6.23028e-05 0.000339446 0.300946 0.00252792 0.0141017 11.375 11.625
11.75 0.0100479 3.25198e-05 0.000188518 0.287205 0.00229952 0.0136291 11.625 11.875
12.00 0.0058526 1.87552e-05 0.000102953 0.277246 0.00230873 0.0129416 11.875 12.125
12.25 0.0033749 1.01423e-05 5.80366e-05 0.255945 0.00222936 0.0130191 12.125 12.375
12.50 0.00192197 5.79561e-06 2.9139e-05 0.23864 0.00228894 0.0117207 12.375 12.625
12.75 0.0010973 3.05879e-06 1.465e-05 0.223371 0.00215888 0.010509 12.625 12.875
13.00 0.000612322 6.43957e-07 7.96896e-06 0.212173 0.000827655 0.0103882 12.875 13.125
13.25 0.000333006 4.82968e-07 4.4272e-06 0.186367 0.00117832 0.0109627 13.125 13.375
13.50 0.000174512 1.60989e-07 1.5294e-06 0.166052 0.000768617 0.0073732 13.375 13.625
13.75 8.66927e-05 1.60989e-07 8.04946e-07 0.149489 0.00157647 0.00797105 13.625 13.875
14.00 4.12132e-05 0 2.41484e-07 0.0859375 0 0.0053874 13.875 14.125
14.25 1.75478e-05 0 8.04946e-08 0.0688073 0 0.00429121 14.125 14.375
14.50 4.34671e-06 0 0 0.0185185 0 0 14.375 14.625
14.75 1.77088e-06 0 0 0 0 0 14.625 14.875
15.00 8.04946e-08 0 0 0 0 0 14.875 15.125
15.25 8.04946e-08 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
