#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0147716 0 0 0.0129421 0 0 8.625 8.875
9.00 0.0238624 0 0 0.0114017 0 0 8.875 9.125
9.25 0.0849933 0 0 0.022492 0 0 9.125 9.375
9.50 0.247649 0 0 0.0666471 0 0 9.375 9.625
9.75 0.389394 2.01236e-06 8.69342e-06 0.105559 4.62681e-06 1.99676e-05 9.625 9.875
10.00 0.302148 3.43712e-05 0.00018715 0.145142 9.7245e-05 0.000529826 9.875 10.125
10.25 0.186653 0.000221441 0.00135408 0.198575 0.000949666 0.00585644 10.125 10.375
10.50 0.11227 0.000327291 0.0021034 0.26214 0.00214475 0.014088 10.375 10.625
10.75 0.061851 0.000139336 0.000875057 0.251176 0.00168312 0.0107463 10.625 10.875
11.00 0.0324932 5.26435e-05 0.000330672 0.225321 0.00125307 0.0079647 10.875 11.125
11.25 0.0166229 1.99627e-05 0.000127825 0.195438 0.000965044 0.00623478 11.125 11.375
11.50 0.00821327 5.9566e-06 4.82968e-05 0.163179 0.000606447 0.0049499 11.375 11.625
11.75 0.00394842 2.81731e-06 1.465e-05 0.135591 0.000616342 0.0032192 11.625 11.875
12.00 0.00181805 8.85441e-07 5.31264e-06 0.115248 0.000430688 0.00259297 11.875 12.125
12.25 0.000774036 2.41484e-07 2.41484e-06 0.0950499 0.000282235 0.0028321 12.125 12.375
12.50 0.000317551 1.60989e-07 3.21978e-07 0.0704689 0.000471011 0.000943445 12.375 12.625
12.75 0.000105126 0 0 0.0589587 0 0 12.625 12.875
13.00 3.48542e-05 0 0 0.0277136 0 0 12.875 13.125
13.25 7.88847e-06 0 0 0.0408163 0 0 13.125 13.375
13.50 1.69039e-06 0 0 0.142857 0 0 13.375 13.625
13.75 0 0 0 0 0 0 13.625 13.875
14.00 0 0 0 0 0 0 13.875 14.125
14.25 0 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
