#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00227607 0 0 0.0849837 0 0 8.625 8.875
9.00 0.00401732 0 0 0.150437 0 0 8.875 9.125
9.25 0.0190985 0 0 0.190872 0 0 9.125 9.375
9.50 0.0727343 0 0 0.141709 0 0 9.375 9.625
9.75 0.206632 4.02473e-07 1.85138e-06 0.13732 1.68383e-06 7.7188e-06 9.625 9.875
10.00 0.295718 2.73682e-06 1.27986e-05 0.164675 7.7337e-06 3.61502e-05 9.875 10.125
10.25 0.213114 3.15539e-05 0.000153503 0.215757 0.000116095 0.00056529 10.125 10.375
10.50 0.133945 0.000131287 0.000653294 0.26507 0.000719637 0.00360209 10.375 10.625
10.75 0.0831534 0.000257985 0.00137284 0.302095 0.00215858 0.0117156 10.625 10.875
11.00 0.0508558 0.000216128 0.00122473 0.323887 0.0028612 0.0166841 10.875 11.125
11.25 0.0295455 0.0001172 0.000641461 0.313609 0.00271198 0.015233 11.125 11.375
11.50 0.0172424 6.11759e-05 0.000335662 0.296397 0.00248754 0.0139692 11.375 11.625
11.75 0.00997392 3.03465e-05 0.000190772 0.28179 0.00217858 0.0140052 11.625 11.875
12.00 0.00575214 1.68234e-05 9.07979e-05 0.267604 0.00213578 0.0117463 11.875 12.125
12.25 0.00329923 8.77391e-06 4.88602e-05 0.246542 0.00199841 0.0113261 12.125 12.375
12.50 0.00183689 3.13929e-06 2.55973e-05 0.229974 0.00131376 0.0108821 12.375 12.625
12.75 0.00103186 2.25385e-06 1.20742e-05 0.214915 0.00171109 0.00929534 12.625 12.875
13.00 0.000560967 1.28791e-06 5.31264e-06 0.192137 0.00185052 0.00772403 12.875 13.125
13.25 0.000292759 2.41484e-07 2.49533e-06 0.171845 0.000682548 0.00711948 13.125 13.375
13.50 0.000147305 8.04946e-08 1.20742e-06 0.145902 0.000466466 0.00705867 13.375 13.625
13.75 7.22841e-05 0 4.02473e-07 0.122494 0 0.00491324 13.625 13.875
14.00 3.01855e-05 0 2.41484e-07 0.0746667 0 0.00746236 13.875 14.125
14.25 1.15912e-05 0 0 0.0694444 0 0 14.125 14.375
14.50 2.57583e-06 0 0 0.03125 0 0 14.375 14.625
14.75 5.63462e-07 0 0 0 0 0 14.625 14.875
15.00 1.60989e-07 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
