#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0024575 0 0 0.0725516 0 0 8.625 8.875
9.00 0.00439195 0 0 0.126223 0 0 8.875 9.125
9.25 0.0210964 0 0 0.174691 0 0 9.125 9.375
9.50 0.0865121 0 1.60989e-07 0.142559 0 1.59442e-06 9.375 9.625
9.75 0.240585 4.02473e-07 1.93187e-06 0.138648 1.43051e-06 6.92904e-06 9.625 9.875
10.00 0.312934 4.74918e-06 2.05261e-05 0.163736 1.26958e-05 5.48512e-05 9.875 10.125
10.25 0.220363 4.93432e-05 0.000220475 0.214635 0.000175819 0.000786543 10.125 10.375
10.50 0.137806 0.000185943 0.000938245 0.267614 0.000986874 0.00502059 10.375 10.625
10.75 0.0855625 0.000331074 0.00175857 0.309509 0.00266147 0.0144895 10.625 10.875
11.00 0.0515061 0.00021967 0.00127705 0.32423 0.00286987 0.0171811 10.875 11.125
11.25 0.0296347 0.000115993 0.000626087 0.308503 0.00269601 0.0149244 11.125 11.375
11.50 0.0170346 5.28849e-05 0.000329706 0.289183 0.00219995 0.0140295 11.375 11.625
11.75 0.00979949 2.74487e-05 0.000175076 0.27354 0.00202915 0.0132149 11.625 11.875
12.00 0.00555783 1.47305e-05 8.66122e-05 0.256278 0.00196594 0.0117735 11.875 12.125
12.25 0.00313575 6.35907e-06 4.20987e-05 0.236241 0.00154571 0.0103933 12.125 12.375
12.50 0.00173088 4.4272e-06 1.85943e-05 0.216156 0.00199978 0.00851204 12.375 12.625
12.75 0.000943316 7.24451e-07 1.09473e-05 0.19831 0.000615209 0.00941291 12.625 12.875
13.00 0.000491258 2.41484e-07 4.10522e-06 0.169753 0.000407919 0.00699647 12.875 13.125
13.25 0.000248648 1.60989e-07 1.28791e-06 0.145354 0.000552997 0.00444983 13.125 13.375
13.50 0.000120259 1.60989e-07 5.63462e-07 0.120482 0.00117582 0.0041403 13.375 13.625
13.75 5.36899e-05 0 3.21978e-07 0.113943 0 0.00534574 13.625 13.875
14.00 2.02041e-05 0 0 0.0677291 0 0 13.875 14.125
14.25 7.00303e-06 0 0 0.0344828 0 0 14.125 14.375
14.50 1.04643e-06 0 0 0.0769231 0 0 14.375 14.625
14.75 1.60989e-07 0 0 0 0 0 14.625 14.875
15.00 8.04946e-08 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
