#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0223454 0 0 0.0135914 0 0 8.625 8.875
9.00 0.0358002 0 0 0.0102731 0 0 8.875 9.125
9.25 0.110321 0 0 0.0132532 0 0 9.125 9.375
9.50 0.256095 8.04946e-08 8.04946e-08 0.0391454 3.01749e-07 3.01749e-07 9.375 9.625
9.75 0.292016 3.13929e-06 1.59379e-05 0.0751186 9.93907e-06 5.04851e-05 9.625 9.875
10.00 0.203386 3.93619e-05 0.000246474 0.109365 0.000172332 0.00108063 9.875 10.125
10.25 0.113292 0.000119293 0.000841007 0.166859 0.000876352 0.00623098 10.125 10.375
10.50 0.0577512 6.37517e-05 0.000461797 0.184246 0.000899523 0.00657561 10.375 10.625
10.75 0.0279521 1.93187e-05 0.00013024 0.156153 0.000582799 0.00395022 10.625 10.875
11.00 0.013059 4.91017e-06 3.78325e-05 0.135378 0.000324979 0.00251211 10.875 11.125
11.25 0.00569105 1.4489e-06 1.19132e-05 0.114369 0.000225417 0.00185779 11.125 11.375
11.50 0.00232323 3.21978e-07 2.57583e-06 0.0907768 0.000125989 0.0010092 11.375 11.625
11.75 0.000892283 1.60989e-07 6.43957e-07 0.0710871 0.000167571 0.00067088 11.625 11.875
12.00 0.000306121 0 1.60989e-07 0.0638969 0 0.000492558 11.875 12.125
12.25 8.951e-05 0 0 0.0377698 0 0 12.125 12.375
12.50 2.2297e-05 0 0 0.0541516 0 0 12.375 12.625
12.75 4.74918e-06 0 0 0 0 0 12.625 12.875
13.00 4.02473e-07 0 0 0 0 0 12.875 13.125
13.25 8.04946e-08 0 0 0 0 0 13.125 13.375
13.50 0 0 0 0 0 0 13.375 13.625
13.75 0 0 0 0 0 0 13.625 13.875
14.00 0 0 0 0 0 0 13.875 14.125
14.25 0 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
