#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0166318 0 0 0.0122544 0 0 8.625 8.875
9.00 0.0267801 0 0 0.0104841 0 0 8.875 9.125
9.25 0.092237 0 0 0.0189767 0 0 9.125 9.375
9.50 0.263922 8.04946e-08 1.60989e-07 0.0578446 2.86847e-07 5.73695e-07 9.375 9.625
9.75 0.377727 2.33434e-06 1.18327e-05 0.0971383 5.58048e-06 2.82824e-05 9.625 9.875
10.00 0.284248 3.83959e-05 0.000217979 0.136903 0.000116572 0.000662386 9.875 10.125
10.25 0.170603 0.000211701 0.00139296 0.192215 0.00100113 0.00664979 10.125 10.375
10.50 0.0984106 0.000231261 0.00160546 0.246295 0.00176702 0.0124998 10.375 10.625
10.75 0.0522392 8.44388e-05 0.000573846 0.22441 0.00125164 0.00861445 10.625 10.875
11.00 0.0267407 3.08294e-05 0.000201075 0.200277 0.000920936 0.00605905 10.875 11.125
11.25 0.0132077 9.09589e-06 7.21232e-05 0.170659 0.000570759 0.00455363 11.125 11.375
11.50 0.00625548 3.13929e-06 2.51143e-05 0.140182 0.000431284 0.00346589 11.375 11.625
11.75 0.00286907 4.82968e-07 7.24451e-06 0.11444 0.000149041 0.00224174 11.625 11.875
12.00 0.00122279 4.02473e-07 2.09286e-06 0.0981502 0.000296734 0.0015462 11.875 12.125
12.25 0.000494961 8.04946e-08 3.21978e-07 0.0749715 0.000150412 0.000602134 12.125 12.375
12.50 0.000173305 0 0 0.0603809 0 0 12.375 12.625
12.75 5.29654e-05 0 0 0.0486322 0 0 12.625 12.875
13.00 1.55355e-05 0 0 0.0310881 0 0 12.875 13.125
13.25 2.81731e-06 0 0 0.0285714 0 0 13.125 13.375
13.50 3.21978e-07 0 0 0 0 0 13.375 13.625
13.75 0 0 0 0 0 0 13.625 13.875
14.00 0 0 0 0 0 0 13.875 14.125
14.25 0 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
