#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00228838 0 0 0.0887122 0 0 8.625 8.875
9.00 0.00403503 0 0 0.149537 0 0 8.875 9.125
9.25 0.0193919 0 0 0.191446 0 0 9.125 9.375
9.50 0.0745621 0 0 0.144313 0 0 9.375 9.625
9.75 0.212275 4.02473e-07 1.93187e-06 0.138261 1.63913e-06 7.83801e-06 9.625 9.875
10.00 0.298805 3.38077e-06 1.28791e-05 0.164759 9.44734e-06 3.60012e-05 9.875 10.125
10.25 0.21453 3.42907e-05 0.000162197 0.215746 0.000125349 0.000593379 10.125 10.375
10.50 0.134664 0.000138531 0.000696359 0.265584 0.000754714 0.00381747 10.375 10.625
10.75 0.0836113 0.000274889 0.00143401 0.303419 0.00228265 0.0121555 10.625 10.875
11.00 0.0510133 0.000216208 0.00123229 0.323834 0.00285369 0.016738 10.875 11.125
11.25 0.029592 0.000112612 0.000646452 0.313027 0.00260437 0.0153424 11.125 11.375
11.50 0.0172281 6.0049e-05 0.000333167 0.29541 0.00244734 0.0138945 11.375 11.625
11.75 0.00995356 3.25198e-05 0.000188116 0.280409 0.00234336 0.0138618 11.625 11.875
12.00 0.00572904 1.82723e-05 9.24883e-05 0.265634 0.00233474 0.01205 11.875 12.125
12.25 0.00327211 7.56649e-06 4.69283e-05 0.245904 0.00173977 0.0109726 12.125 12.375
12.50 0.00182071 4.02473e-06 2.39069e-05 0.227552 0.00170375 0.0102776 12.375 12.625
12.75 0.00101995 2.33434e-06 1.24767e-05 0.214269 0.00179419 0.00973061 12.625 12.875
13.00 0.000550985 1.5294e-06 5.47363e-06 0.188459 0.00224641 0.00814295 12.875 13.125
13.25 0.000285836 3.21978e-07 1.85138e-06 0.168403 0.000935689 0.00542141 13.125 13.375
13.50 0.000143522 1.60989e-07 9.65935e-07 0.140774 0.000962719 0.00582197 13.375 13.625
13.75 6.84204e-05 8.04946e-08 3.21978e-07 0.12 0.00103408 0.00416075 13.625 13.875
14.00 2.87366e-05 0 1.60989e-07 0.0728291 0 0.0052235 13.875 14.125
14.25 1.03838e-05 0 0 0.0775194 0 0 14.125 14.375
14.50 2.65632e-06 0 0 0.030303 0 0 14.375 14.625
14.75 3.21978e-07 0 0 0 0 0 14.625 14.875
15.00 1.60989e-07 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
