#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00255232 0 0 0.066324 0 0 8.625 8.875
9.00 0.00461596 0 0 0.115128 0 0 8.875 9.125
9.25 0.0222465 0 0 0.164387 0 0 9.125 9.375
9.50 0.0919553 0 8.04946e-08 0.13945 0 7.59959e-07 9.375 9.625
9.75 0.250287 5.63462e-07 2.09286e-06 0.138317 1.93715e-06 7.21216e-06 9.625 9.875
10.00 0.31715 5.07116e-06 2.35849e-05 0.163398 1.33812e-05 6.22123e-05 9.875 10.125
10.25 0.222118 5.31264e-05 0.000243577 0.214235 0.000187904 0.000862613 10.125 10.375
10.50 0.138744 0.000202041 0.0010379 0.268527 0.00106362 0.00551316 10.375 10.625
10.75 0.0861141 0.000334938 0.00185234 0.310955 0.00266963 0.0151474 10.625 10.875
11.00 0.0515331 0.000218301 0.00127085 0.324058 0.00285128 0.0170908 10.875 11.125
11.25 0.0295806 0.000113256 0.000624397 0.306266 0.002646 0.0149594 11.125 11.375
11.50 0.0169439 5.44948e-05 0.00031731 0.28666 0.00228691 0.0136137 11.375 11.625
11.75 0.00970306 2.74487e-05 0.000168073 0.270493 0.00205788 0.012859 11.625 11.875
12.00 0.00549094 1.39256e-05 8.29094e-05 0.253258 0.00188902 0.0114481 11.875 12.125
12.25 0.00307175 6.76155e-06 3.86374e-05 0.23089 0.00168926 0.0097973 12.125 12.375
12.50 0.0016932 4.18572e-06 1.92382e-05 0.212028 0.00194311 0.00905585 12.375 12.625
12.75 0.000910635 1.04643e-06 8.85441e-06 0.194732 0.000924289 0.00790676 12.625 12.875
13.00 0.000472262 4.02473e-07 3.13929e-06 0.163798 0.000712022 0.00559573 12.875 13.125
13.25 0.000234561 8.04946e-08 8.85441e-07 0.139327 0.000295252 0.00326125 13.125 13.375
13.50 0.000110358 2.41484e-07 6.43957e-07 0.118891 0.00192381 0.00517158 13.375 13.625
13.75 4.95042e-05 0 2.41484e-07 0.108943 0 0.00436793 13.625 13.875
14.00 1.89162e-05 0 0 0.0468085 0 0 13.875 14.125
14.25 5.31264e-06 0 0 0.030303 0 0 14.125 14.375
14.50 8.85441e-07 0 0 0.0909091 0 0 14.375 14.625
14.75 1.60989e-07 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
