#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0191927 0 0 0.0132489 0 0 8.625 8.875
9.00 0.0310802 0 0 0.0100229 0 0 8.875 9.125
9.25 0.103039 0 0 0.0154006 0 0 9.125 9.375
9.50 0.270753 8.04946e-08 3.21978e-07 0.0484434 2.79397e-07 1.13249e-06 9.375 9.625
9.75 0.34665 2.81731e-06 1.5616e-05 0.0873312 7.41333e-06 4.11198e-05 9.625 9.875
10.00 0.252608 4.34671e-05 0.000251546 0.124586 0.000150613 0.000872597 9.875 10.125
10.25 0.146542 0.000181596 0.00122014 0.182181 0.00101219 0.00686648 10.125 10.375
10.50 0.0802093 0.000133541 0.00099934 0.220954 0.00129488 0.00982872 10.375 10.625
10.75 0.0407311 4.36281e-05 0.00029952 0.192785 0.000863701 0.00597993 10.625 10.875
11.00 0.020142 1.465e-05 0.000103436 0.16931 0.00060375 0.00428787 10.875 11.125
11.25 0.00945304 4.58819e-06 3.41297e-05 0.143975 0.00041528 0.00310183 11.125 11.375
11.50 0.0042353 1.04643e-06 1.03838e-05 0.115022 0.0002186 0.00217506 11.375 11.625
11.75 0.00178384 3.21978e-07 2.41484e-06 0.0938586 0.000163533 0.00122833 11.625 11.875
12.00 0.000709882 1.60989e-07 4.82968e-07 0.0837964 0.00020773 0.000623763 11.875 12.125
12.25 0.000250177 0 0 0.0569498 0 0 12.125 12.375
12.50 7.71943e-05 0 0 0.0531804 0 0 12.375 12.625
12.75 1.94797e-05 0 0 0.0247934 0 0 12.625 12.875
13.00 4.4272e-06 0 0 0.0181818 0 0 12.875 13.125
13.25 5.63462e-07 0 0 0 0 0 13.125 13.375
13.50 0 0 0 0 0 0 13.375 13.625
13.75 0 0 0 0 0 0 13.625 13.875
14.00 0 0 0 0 0 0 13.875 14.125
14.25 0 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
