#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0024253 0 0 0.0754398 0 0 8.625 8.875
9.00 0.0043744 0 0 0.127687 0 0 8.875 9.125
9.25 0.0208781 0 0 0.17715 0 0 9.125 9.375
9.50 0.0853479 8.04946e-08 8.04946e-08 0.143333 8.04663e-07 8.04663e-07 9.375 9.625
9.75 0.238186 3.21978e-07 1.93187e-06 0.138755 1.16229e-06 6.98864e-06 9.625 9.875
10.00 0.311863 4.74918e-06 1.92382e-05 0.163857 1.27256e-05 5.15878e-05 9.875 10.125
10.25 0.219915 4.65259e-05 0.000215001 0.214777 0.000166088 0.000768423 10.125 10.375
10.50 0.137573 0.00017902 0.000916833 0.267372 0.000952125 0.00491524 10.375 10.625
10.75 0.0854379 0.00033035 0.00173136 0.308939 0.00266171 0.0142937 10.625 10.875
11.00 0.0514788 0.000222004 0.00127407 0.324525 0.00290048 0.0171418 10.875 11.125
11.25 0.0296371 0.000114624 0.000626489 0.309418 0.0026606 0.0149132 11.125 11.375
11.50 0.0170744 4.95042e-05 0.00033357 0.29021 0.00205195 0.0141429 11.375 11.625
11.75 0.00981253 2.80121e-05 0.000177571 0.274275 0.00206584 0.013375 11.625 11.875
12.00 0.0055728 1.40061e-05 8.70951e-05 0.256384 0.00186422 0.0118062 11.875 12.125
12.25 0.0031471 7.72748e-06 4.15352e-05 0.237512 0.00186765 0.0101979 12.125 12.375
12.50 0.0017419 4.5077e-06 1.90772e-05 0.217421 0.00201993 0.00866567 12.375 12.625
12.75 0.000949112 1.20742e-06 1.05448e-05 0.198287 0.00101861 0.00900725 12.625 12.875
13.00 0.000497054 6.43957e-07 4.10522e-06 0.17247 0.00107072 0.00689158 12.875 13.125
13.25 0.000251707 1.60989e-07 1.28791e-06 0.148385 0.000544339 0.00437988 13.125 13.375
13.50 0.000122432 8.04946e-08 4.82968e-07 0.119001 0.000578843 0.00348911 13.375 13.625
13.75 5.53803e-05 0 3.21978e-07 0.114826 0 0.00517646 13.625 13.875
14.00 2.06066e-05 0 0 0.0703125 0 0 13.875 14.125
14.25 7.16402e-06 0 0 0.0449438 0 0 14.125 14.375
14.50 1.28791e-06 0 0 0.0625 0 0 14.375 14.625
14.75 1.60989e-07 0 0 0 0 0 14.625 14.875
15.00 8.04946e-08 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
