#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0218114 0 0 0.0131898 0 0 8.625 8.875
9.00 0.0349552 0 0 0.0100655 0 0 8.875 9.125
9.25 0.108887 0 0 0.0137832 0 0 9.125 9.375
9.50 0.261252 8.04946e-08 8.04946e-08 0.0410481 2.94298e-07 2.94298e-07 9.375 9.625
9.75 0.305988 2.33434e-06 1.66624e-05 0.0776163 7.0408e-06 5.02318e-05 9.625 9.875
10.00 0.214186 3.68665e-05 0.000252753 0.113123 0.000152625 0.0010478 9.875 10.125
10.25 0.120713 0.000132253 0.000925768 0.170221 0.000908107 0.00641292 10.125 10.375
10.50 0.0623852 7.71138e-05 0.000550181 0.192662 0.000996709 0.00718333 10.375 10.625
10.75 0.0306006 2.1975e-05 0.000161472 0.162912 0.000600696 0.00444055 10.625 10.875
11.00 0.0144735 6.84204e-06 4.69283e-05 0.142759 0.000405058 0.00278853 10.875 11.125
11.25 0.00642878 2.73682e-06 1.465e-05 0.119913 0.000374503 0.00201014 11.125 11.375
11.50 0.00267484 5.63462e-07 3.21978e-06 0.0963286 0.000190325 0.00108909 11.375 11.625
11.75 0.00105472 8.04946e-08 7.24451e-07 0.0765474 7.0475e-05 0.000634722 11.625 11.875
12.00 0.000372287 0 1.60989e-07 0.0683243 0 0.000403062 11.875 12.125
12.25 0.000113819 0 0 0.0417256 0 0 12.125 12.375
12.50 2.88976e-05 0 0 0.0668524 0 0 12.375 12.625
12.75 7.16402e-06 0 0 0.011236 0 0 12.625 12.875
13.00 8.04946e-07 0 0 0 0 0 12.875 13.125
13.25 8.04946e-08 0 0 0 0 0 13.125 13.375
13.50 0 0 0 0 0 0 13.375 13.625
13.75 0 0 0 0 0 0 13.625 13.875
14.00 0 0 0 0 0 0 13.875 14.125
14.25 0 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
