#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0024711 0 0 0.0703932 0 0 8.625 8.875
9.00 0.00443026 0 0 0.124405 0 0 8.875 9.125
9.25 0.0213446 0 0 0.172457 0 0 9.125 9.375
9.50 0.0877824 0 1.60989e-07 0.141784 0 1.57952e-06 9.375 9.625
9.75 0.242998 4.02473e-07 2.01236e-06 0.138486 1.41561e-06 7.13766e-06 9.625 9.875
10.00 0.313987 5.07116e-06 2.12506e-05 0.163669 1.35005e-05 5.66095e-05 9.875 10.125
10.25 0.220803 5.15165e-05 0.000226029 0.214696 0.00018318 0.000804707 10.125 10.375
10.50 0.13805 0.000189001 0.000964406 0.267863 0.00100097 0.00515065 10.375 10.625
10.75 0.0857109 0.000328901 0.00178223 0.309953 0.0026378 0.0146532 10.625 10.875
11.00 0.0515177 0.000221924 0.00127238 0.324051 0.00289932 0.0171173 10.875 11.125
11.25 0.0296164 0.000114222 0.000625041 0.307912 0.0026589 0.0149211 11.125 11.375
11.50 0.0170206 5.52193e-05 0.000326406 0.289 0.00229922 0.0139015 11.375 11.625
11.75 0.00977357 3.03465e-05 0.000170488 0.273038 0.00225019 0.0129061 11.625 11.875
12.00 0.00554318 1.5133e-05 8.54048e-05 0.255533 0.00202686 0.0116496 11.875 12.125
12.25 0.00311868 6.84204e-06 4.13742e-05 0.235159 0.00167429 0.0102832 12.125 12.375
12.50 0.00172379 4.34671e-06 1.84333e-05 0.214289 0.00197625 0.00849277 12.375 12.625
12.75 0.000935347 6.43957e-07 1.02228e-05 0.199225 0.000550926 0.00884873 12.625 12.875
13.00 0.000486992 4.02473e-07 3.78325e-06 0.167934 0.000687093 0.00651459 12.875 13.125
13.25 0.000245187 2.41484e-07 1.20742e-06 0.145437 0.000840828 0.00422913 13.125 13.375
13.50 0.000117925 8.04946e-08 4.82968e-07 0.118771 0.000601113 0.00362397 13.375 13.625
13.75 5.21605e-05 0 2.41484e-07 0.112654 0 0.00412719 13.625 13.875
14.00 2.02041e-05 0 0 0.063745 0 0 13.875 14.125
14.25 6.43957e-06 0 0 0.025 0 0 14.125 14.375
14.50 9.65935e-07 0 0 0.0833333 0 0 14.375 14.625
14.75 1.60989e-07 0 0 0 0 0 14.625 14.875
15.00 8.04946e-08 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
