#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00314581 0 0 0.0501522 0 0 8.625 8.875
9.00 0.00564774 0 0 0.0853441 0 0 8.875 9.125
9.25 0.0269692 0 0 0.13032 0 0 9.125 9.375
9.50 0.109159 0 0 0.129219 0 0 9.375 9.625
9.75 0.275335 2.41484e-07 2.81731e-06 0.137759 7.59959e-07 8.82149e-06 9.625 9.875
10.00 0.326612 7.32501e-06 3.15539e-05 0.161823 1.88053e-05 8.09729e-05 9.875 10.125
10.25 0.225781 6.80179e-05 0.000330189 0.212624 0.000237137 0.00115316 10.125 10.375
10.50 0.140747 0.000248326 0.00131689 0.27005 0.00128561 0.00689426 10.375 10.625
10.75 0.0872535 0.000375266 0.00207394 0.314344 0.0029363 0.0166943 10.625 10.875
11.00 0.0513374 0.000222246 0.00125918 0.320183 0.00293031 0.0170934 10.875 11.125
11.25 0.0291673 9.92498e-05 0.000607171 0.299444 0.00237575 0.0148934 11.125 11.375
11.50 0.016589 5.33679e-05 0.000288493 0.278493 0.0023137 0.0127696 11.375 11.625
11.75 0.00936844 2.69657e-05 0.000154067 0.261827 0.00211862 0.0123424 11.625 11.875
12.00 0.00524583 1.05448e-05 7.12377e-05 0.239696 0.00152525 0.010467 11.875 12.125
12.25 0.00288774 6.03709e-06 3.38077e-05 0.216808 0.00163391 0.00927769 12.125 12.375
12.50 0.00156659 2.25385e-06 1.5616e-05 0.199568 0.00114992 0.00805916 12.375 12.625
12.75 0.000811385 9.65935e-07 6.60056e-06 0.180456 0.000974476 0.0067216 12.625 12.875
13.00 0.000412857 2.41484e-07 2.49533e-06 0.148762 0.000497609 0.00517622 12.875 13.125
13.25 0.000197856 4.02473e-07 8.04946e-07 0.116762 0.00179301 0.003608 13.125 13.375
13.50 8.70951e-05 0 8.04946e-08 0.0887246 0 0.000842996 13.375 13.625
13.75 3.49347e-05 0 8.04946e-08 0.0806452 0 0.00212322 13.625 13.875
14.00 1.30401e-05 0 0 0.0555556 0 0 13.875 14.125
14.25 2.41484e-06 0 0 0 0 0 14.125 14.375
14.50 3.21978e-07 0 0 0.25 0 0 14.375 14.625
14.75 1.60989e-07 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
