#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00426702 0 0 0.0354273 0 0 8.625 8.875
9.00 0.00595016 0 0 0.0722808 0 0 8.875 9.125
9.25 0.0224445 0 0 0.106652 0 0 9.125 9.375
9.50 0.0631197 0 0 0.0828173 0 0 9.375 9.625
9.75 0.157635 0 4.82968e-07 0.0991459 0 2.76417e-06 9.625 9.875
10.00 0.245972 1.04643e-06 4.02473e-06 0.156786 3.59118e-06 1.37985e-05 9.875 10.125
10.25 0.18985 1.19937e-05 5.208e-05 0.208773 4.99934e-05 0.00021711 10.125 10.375
10.50 0.121569 4.93432e-05 0.00024905 0.253544 0.000302851 0.00153235 10.375 10.625
10.75 0.075673 0.000121305 0.000620372 0.283814 0.00114623 0.00591987 10.625 10.875
11.00 0.0468195 0.000151974 0.000841168 0.312072 0.00222573 0.0125856 10.875 11.125
11.25 0.0282372 9.98133e-05 0.00056306 0.315625 0.00241062 0.0139244 11.125 11.375
11.50 0.0167888 5.44143e-05 0.000316102 0.304473 0.00224701 0.0133468 11.375 11.625
11.75 0.00995082 3.0266e-05 0.000178537 0.293057 0.00214368 0.0129156 11.625 11.875
12.00 0.00584012 1.89162e-05 0.000101101 0.285515 0.00230673 0.0125867 11.875 12.125
12.25 0.0034075 9.65935e-06 5.73926e-05 0.266796 0.00207254 0.012561 12.125 12.375
12.50 0.00199667 5.71512e-06 3.31638e-05 0.250191 0.00214007 0.0126643 12.375 12.625
12.75 0.00116403 3.46127e-06 1.76283e-05 0.236636 0.00226314 0.0117383 12.625 12.875
13.00 0.000657158 1.69039e-06 1.11083e-05 0.2195 0.00200251 0.01342 12.875 13.125
13.25 0.000368102 7.24451e-07 5.63462e-06 0.200962 0.00156948 0.0124212 13.125 13.375
13.50 0.000200673 4.02473e-07 2.81731e-06 0.184918 0.00163148 0.0116061 13.375 13.625
13.75 0.00010746 8.04946e-08 1.12692e-06 0.159551 0.000629082 0.00890711 13.625 13.875
14.00 5.40924e-05 0 2.41484e-07 0.139881 0 0.00385705 13.875 14.125
14.25 2.63217e-05 0 8.04946e-08 0.122324 0 0.00269226 14.125 14.375
14.50 1.04643e-05 0 8.04946e-08 0.0307692 0 0.00751342 14.375 14.625
14.75 3.94424e-06 0 0 0 0 0 14.625 14.875
15.00 4.82968e-07 0 0 0.166667 0 0 14.875 15.125
15.25 1.60989e-07 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
