#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0023469 0 0 0.0800521 0 0 8.625 8.875
9.00 0.00421912 0 0 0.139349 0 0 8.875 9.125
9.25 0.0200637 0 0 0.185348 0 0 9.125 9.375
9.50 0.080046 0 0 0.14507 0 0 9.375 9.625
9.75 0.226803 3.21978e-07 2.09286e-06 0.138981 1.2219e-06 7.94232e-06 9.625 9.875
10.00 0.306351 4.4272e-06 1.5616e-05 0.164239 1.20699e-05 4.26024e-05 9.875 10.125
10.25 0.217775 4.21792e-05 0.000192141 0.21563 0.000151888 0.000692651 10.125 10.375
10.50 0.136369 0.000158413 0.000815491 0.26675 0.000850797 0.00441125 10.375 10.625
10.75 0.0847065 0.000296059 0.00160498 0.306779 0.00241446 0.0133885 10.625 10.875
11.00 0.0513192 0.000224499 0.00125225 0.324572 0.00294185 0.0168936 10.875 11.125
11.25 0.0296336 0.000116878 0.000633492 0.31171 0.00270402 0.0150354 11.125 11.375
11.50 0.0171534 5.79561e-05 0.000335823 0.293064 0.00238046 0.0141165 11.375 11.625
11.75 0.00990003 2.9622e-05 0.000183769 0.276876 0.00215721 0.0136769 11.625 11.875
12.00 0.00564702 1.59379e-05 8.91075e-05 0.261111 0.00207955 0.0118463 11.875 12.125
12.25 0.00320956 7.08352e-06 4.55599e-05 0.242294 0.00166859 0.0109106 12.125 12.375
12.50 0.00178634 3.62226e-06 2.12506e-05 0.223324 0.00157173 0.00935072 12.375 12.625
12.75 0.000978814 1.77088e-06 1.11083e-05 0.203701 0.00143807 0.00914069 12.625 12.875
13.00 0.000522812 5.63462e-07 5.15165e-06 0.183834 0.000878677 0.00812232 12.875 13.125
13.25 0.000268208 2.41484e-07 1.69039e-06 0.160264 0.000755385 0.00532602 13.125 13.375
13.50 0.000129677 1.60989e-07 5.63462e-07 0.120422 0.00109062 0.00383855 13.375 13.625
13.75 6.04514e-05 8.04946e-08 3.21978e-07 0.11984 0.00117043 0.00471304 13.625 13.875
14.00 2.43094e-05 0 8.04946e-08 0.0629139 0 0.00311324 13.875 14.125
14.25 8.77391e-06 0 0 0.0733945 0 0 14.125 14.375
14.50 1.69039e-06 0 0 0.047619 0 0 14.375 14.625
14.75 3.21978e-07 0 0 0 0 0 14.625 14.875
15.00 8.04946e-08 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
