#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00208948 0 0 0.0693043 0 0 8.625 8.875
9.00 0.00373785 0 0 0.120058 0 0 8.875 9.125
9.25 0.0175221 0 0 0.151736 0 0 9.125 9.375
9.50 0.0636828 0 0 0.111976 0 0 9.375 9.625
9.75 0.177271 2.41484e-07 8.85441e-07 0.125151 1.19209e-06 4.36604e-06 9.625 9.875
10.00 0.274923 1.77088e-06 8.53243e-06 0.164467 5.37932e-06 2.5928e-05 9.875 10.125
10.25 0.203776 2.10896e-05 0.000102711 0.215962 8.11368e-05 0.000395373 10.125 10.375
10.50 0.128912 9.05564e-05 0.000440386 0.261335 0.000518531 0.00253206 10.375 10.625
10.75 0.0801039 0.00018884 0.00101166 0.294511 0.00165924 0.00902379 10.625 10.875
11.00 0.0494195 0.000199063 0.00109722 0.321359 0.00272262 0.0154094 10.875 11.125
11.25 0.0292048 0.00011229 0.000629709 0.316325 0.00261858 0.0150661 11.125 11.375
11.50 0.0171568 6.25443e-05 0.000341297 0.3014 0.00253746 0.0141792 11.375 11.625
11.75 0.0100476 3.16344e-05 0.000189001 0.287519 0.00223619 0.0136591 11.625 11.875
12.00 0.00585703 1.85138e-05 0.000102631 0.277119 0.00227779 0.0128927 11.875 12.125
12.25 0.00337514 1.13497e-05 5.77146e-05 0.256737 0.00249103 0.0129308 12.125 12.375
12.50 0.00192913 4.66869e-06 2.9783e-05 0.239297 0.00183652 0.0119283 12.375 12.625
12.75 0.00109827 3.05879e-06 1.465e-05 0.222882 0.00215834 0.0105063 12.625 12.875
13.00 0.000615945 1.04643e-06 8.77391e-06 0.212624 0.00133541 0.011378 12.875 13.125
13.25 0.000334214 6.43957e-07 4.18572e-06 0.186416 0.00156459 0.0103186 13.125 13.375
13.50 0.000175559 1.60989e-07 1.5294e-06 0.166437 0.000763685 0.00732549 13.375 13.625
13.75 8.80611e-05 8.04946e-08 8.85441e-07 0.151737 0.000774667 0.00861579 13.625 13.875
14.00 4.12937e-05 0 3.21978e-07 0.08577 0 0.00718452 13.875 14.125
14.25 1.81113e-05 0 8.04946e-08 0.0666667 0 0.00416667 14.125 14.375
14.50 4.5077e-06 0 0 0.0178571 0 0 14.375 14.625
14.75 1.93187e-06 0 0 0 0 0 14.625 14.875
15.00 8.04946e-08 0 0 0 0 0 14.875 15.125
15.25 8.04946e-08 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
