#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0244586 0 0 0.0146156 0 0 8.625 8.875
9.00 0.0388087 0 0 0.0108477 0 0 8.875 9.125
9.25 0.111561 0 0 0.0124587 0 0 9.125 9.375
9.50 0.227424 8.04946e-08 8.04946e-08 0.0350812 3.42727e-07 3.39001e-07 9.375 9.625
9.75 0.244354 2.9783e-06 1.65014e-05 0.0663738 1.1377e-05 6.30543e-05 9.625 9.875
10.00 0.164541 2.90585e-05 0.000219106 0.0984908 0.000159189 0.00120207 9.875 10.125
10.25 0.0887409 6.7696e-05 0.000556218 0.153635 0.000645161 0.00533839 10.125 10.375
10.50 0.0432719 3.42907e-05 0.000246796 0.157675 0.000666961 0.00483167 10.375 10.625
10.75 0.0201548 8.77391e-06 7.00303e-05 0.132527 0.000377476 0.00302465 10.625 10.875
11.00 0.00892194 1.93187e-06 1.65819e-05 0.115402 0.000191502 0.00164713 10.875 11.125
11.25 0.00367474 8.85441e-07 5.39314e-06 0.0988785 0.000217073 0.00132445 11.125 11.375
11.50 0.00140713 3.21978e-07 1.12692e-06 0.076197 0.000211336 0.000740439 11.375 11.625
11.75 0.000482243 0 2.41484e-07 0.0540811 0 0.000473909 11.625 11.875
12.00 0.000142717 0 8.04946e-08 0.0575296 0 0.000531867 11.875 12.125
12.25 3.6786e-05 0 0 0.0328228 0 0 12.125 12.375
12.50 8.61292e-06 0 0 0.0560748 0 0 12.375 12.625
12.75 1.28791e-06 0 0 0 0 0 12.625 12.875
13.00 2.41484e-07 0 0 0 0 0 12.875 13.125
13.25 0 0 0 0 0 0 13.125 13.375
13.50 0 0 0 0 0 0 13.375 13.625
13.75 0 0 0 0 0 0 13.625 13.875
14.00 0 0 0 0 0 0 13.875 14.125
14.25 0 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
