#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0151973 0 0 0.0128232 0 0 8.625 8.875
9.00 0.024496 0 0 0.010834 0 0 8.875 9.125
9.25 0.0864097 0 0 0.0216389 0 0 9.125 9.375
9.50 0.251067 0 8.04946e-08 0.0649403 0 2.98023e-07 9.375 9.625
9.75 0.388197 1.77088e-06 9.65935e-06 0.104013 4.09037e-06 2.22921e-05 9.625 9.875
10.00 0.299213 3.34858e-05 0.000197453 0.143981 9.57847e-05 0.000565261 9.875 10.125
10.25 0.183741 0.000223212 0.00136301 0.197652 0.000973523 0.00599642 10.125 10.375
10.50 0.10985 0.000306121 0.00202114 0.259577 0.00205761 0.0138784 10.375 10.625
10.75 0.0600457 0.000125491 0.000812673 0.246373 0.00157174 0.0103397 10.625 10.875
11.00 0.0314389 4.54794e-05 0.000304028 0.220525 0.00112596 0.00761147 10.875 11.125
11.25 0.0159719 1.59379e-05 0.000116798 0.190987 0.000806481 0.00595964 11.125 11.375
11.50 0.00784202 4.66869e-06 4.395e-05 0.158351 0.000500783 0.00474355 11.375 11.625
11.75 0.00372561 2.17335e-06 1.36841e-05 0.131644 0.000506267 0.0032012 11.625 11.875
12.00 0.0016998 8.04946e-07 4.91017e-06 0.113226 0.000419736 0.00256901 11.875 12.125
12.25 0.00071777 1.60989e-07 2.01236e-06 0.0915106 0.000203714 0.00255424 12.125 12.375
12.50 0.000286802 8.04946e-08 2.41484e-07 0.0684816 0.000261366 0.000784986 12.375 12.625
12.75 9.16833e-05 0 0 0.0544337 0 0 12.625 12.875
13.00 3.0105e-05 0 0 0.0294118 0 0 12.875 13.125
13.25 6.68105e-06 0 0 0.0361446 0 0 13.125 13.375
13.50 1.12692e-06 0 0 0.142857 0 0 13.375 13.625
13.75 0 0 0 0 0 0 13.625 13.875
14.00 0 0 0 0 0 0 13.875 14.125
14.25 0 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
