#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00705092 0 0 0.0195217 0 0 8.625 8.875
9.00 0.0120892 0 0 0.0289506 0 0 8.875 9.125
9.25 0.0501869 0 0 0.055838 0 0 9.125 9.375
9.50 0.173703 8.04946e-08 0 0.0983359 4.17233e-07 0 9.375 9.625
9.75 0.351714 1.04643e-06 5.07116e-06 0.129019 2.5928e-06 1.25617e-05 9.625 9.875
10.00 0.334817 1.5616e-05 7.44575e-05 0.156727 3.93391e-05 0.000187561 9.875 10.125
10.25 0.222803 0.000143602 0.000759788 0.20755 0.000510424 0.00271161 10.125 10.375
10.50 0.139108 0.000410683 0.00229506 0.274957 0.0021342 0.0121627 10.375 10.625
10.75 0.0840957 0.000338319 0.00203845 0.309705 0.00276592 0.0171482 10.625 10.875
11.00 0.0468291 0.000147547 0.000914741 0.292456 0.00222227 0.0140963 10.875 11.125
11.25 0.0256257 6.51201e-05 0.000410925 0.266487 0.00185928 0.0119541 11.125 11.375
11.50 0.0139933 2.92195e-05 0.000180549 0.237522 0.00158882 0.00996655 11.375 11.625
11.75 0.00753759 1.29596e-05 8.06556e-05 0.214009 0.00134906 0.00850143 11.625 11.875
12.00 0.00395856 4.66869e-06 3.41297e-05 0.193054 0.000950575 0.00701779 11.875 12.125
12.25 0.00201502 1.12692e-06 1.32816e-05 0.163464 0.000467569 0.00555044 12.125 12.375
12.50 0.00099926 8.04946e-07 4.26621e-06 0.141292 0.000691161 0.00368187 12.375 12.625
12.75 0.000463488 1.60989e-07 1.36841e-06 0.117228 0.000306517 0.00261402 12.625 12.875
13.00 0.000198822 0 4.02473e-07 0.0959514 0 0.00183377 12.875 13.125
13.25 8.02531e-05 0 1.60989e-07 0.0591775 0 0.0018911 13.125 13.375
13.50 2.78511e-05 0 1.60989e-07 0.0462428 0 0.0055451 13.375 13.625
13.75 7.72748e-06 0 0 0.03125 0 0 13.625 13.875
14.00 1.36841e-06 0 0 0 0 0 13.875 14.125
14.25 8.04946e-08 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
