#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0170171 0 0 0.012379 0 0 8.625 8.875
9.00 0.0273731 0 0 0.0105863 0 0 8.875 9.125
9.25 0.0939096 0 0 0.0182822 0 0 9.125 9.375
9.50 0.266826 8.04946e-08 1.60989e-07 0.0558028 2.86847e-07 5.69969e-07 9.375 9.625
9.75 0.372995 2.49533e-06 1.23962e-05 0.0953101 6.04987e-06 3.00705e-05 9.625 9.875
10.00 0.279709 4.34671e-05 0.000222568 0.134671 0.000134453 0.000689089 9.875 10.125
10.25 0.166619 0.000211057 0.00137428 0.190431 0.00102419 0.00673291 10.125 10.375
10.50 0.0950995 0.000212506 0.00148376 0.242131 0.00168973 0.0120118 10.375 10.625
10.75 0.0500706 7.61479e-05 0.00051428 0.21864 0.00118649 0.00810872 10.625 10.875
11.00 0.025531 2.80926e-05 0.000176766 0.194254 0.000885621 0.00561753 10.875 11.125
11.25 0.0124613 1.02228e-05 6.10149e-05 0.165294 0.000684202 0.00410713 11.125 11.375
11.50 0.00585993 3.05879e-06 2.1653e-05 0.134768 0.000451401 0.00320898 11.375 11.625
11.75 0.0026436 6.43957e-07 5.23215e-06 0.110529 0.000216618 0.00176391 11.625 11.875
12.00 0.00111726 4.82968e-07 1.85138e-06 0.0961816 0.00039053 0.00150017 11.875 12.125
12.25 0.000439983 2.41484e-07 2.41484e-07 0.0686059 0.000510909 0.000511475 12.125 12.375
12.50 0.000151169 0 0 0.0607029 0 0 12.375 12.625
12.75 4.51575e-05 0 0 0.0409982 0 0 12.625 12.875
13.00 1.16717e-05 0 0 0.0275862 0 0 12.875 13.125
13.25 2.33434e-06 0 0 0.0344828 0 0 13.125 13.375
13.50 1.60989e-07 0 0 0 0 0 13.375 13.625
13.75 0 0 0 0 0 0 13.625 13.875
14.00 0 0 0 0 0 0 13.875 14.125
14.25 0 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
