#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00255474 0 0 0.0696956 0 0 8.625 8.875
9.00 0.00425325 0 0 0.121482 0 0 8.875 9.125
9.25 0.0184976 0 0 0.140597 0 0 9.125 9.375
9.50 0.0608117 0 0 0.0949403 0 0 9.375 9.625
9.75 0.16243 8.04946e-08 5.63462e-07 0.107737 4.39584e-07 3.09199e-06 9.625 9.875
10.00 0.254745 1.20742e-06 5.79561e-06 0.160647 3.97861e-06 1.90884e-05 9.875 10.125
10.25 0.194576 1.45695e-05 6.7213e-05 0.212057 5.89937e-05 0.000272274 10.125 10.375
10.50 0.124188 6.39127e-05 0.000303384 0.256776 0.000382304 0.00182009 10.375 10.625
10.75 0.0772762 0.000141992 0.000748036 0.287994 0.00130591 0.00695962 10.625 10.875
11.00 0.0478222 0.000164209 0.000924078 0.316402 0.00233924 0.0134696 10.875 11.125
11.25 0.0286284 0.00010255 0.000582781 0.316435 0.00243986 0.0142043 11.125 11.375
11.50 0.0169521 5.10336e-05 0.000322864 0.303824 0.00208953 0.0135166 11.375 11.625
11.75 0.0100176 3.13929e-05 0.000178296 0.290926 0.00221515 0.0128489 11.625 11.875
12.00 0.00585936 1.92382e-05 0.00010247 0.284372 0.00234196 0.0127378 11.875 12.125
12.25 0.00340331 9.41787e-06 5.39314e-05 0.261589 0.00203773 0.0118898 12.125 12.375
12.50 0.00197791 6.11759e-06 3.13124e-05 0.247965 0.00231883 0.012097 12.375 12.625
12.75 0.00115027 2.65632e-06 1.71453e-05 0.23282 0.00176758 0.0116082 12.625 12.875
13.00 0.000639852 1.20742e-06 8.21045e-06 0.217386 0.00147404 0.0101729 12.875 13.125
13.25 0.000361904 7.24451e-07 5.9566e-06 0.196842 0.00160453 0.0134405 13.125 13.375
13.50 0.000194636 4.82968e-07 2.01236e-06 0.176179 0.00203916 0.00860658 13.375 13.625
13.75 9.98938e-05 1.60989e-07 5.63462e-07 0.158743 0.00135359 0.00477213 13.625 13.875
14.00 4.88602e-05 0 2.41484e-07 0.130148 0 0.00432046 13.875 14.125
14.25 2.33434e-05 8.04946e-08 0 0.0896552 0.00312833 0 14.125 14.375
14.50 8.37144e-06 0 0 0.0288462 0 0 14.375 14.625
14.75 3.21978e-06 0 0 0 0 0 14.625 14.875
15.00 2.41484e-07 0 0 0 0 0 14.875 15.125
15.25 8.04946e-08 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
