#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00220917 0 0 0.0695573 0 0 8.625 8.875
9.00 0.0038086 0 0 0.123027 0 0 8.875 9.125
9.25 0.0174654 0 0 0.146016 0 0 9.125 9.375
9.50 0.0613438 0 0 0.101628 0 0 9.375 9.625
9.75 0.168255 1.60989e-07 8.85441e-07 0.115945 8.41916e-07 4.65661e-06 9.625 9.875
10.00 0.263882 1.93187e-06 6.84204e-06 0.162913 6.12438e-06 2.1711e-05 9.875 10.125
10.25 0.198884 1.73868e-05 8.1541e-05 0.214409 6.86646e-05 0.000322223 10.125 10.375
10.50 0.126434 7.26866e-05 0.00036456 0.258957 0.000425786 0.00214291 10.375 10.625
10.75 0.0786063 0.000166946 0.000868054 0.290968 0.00150266 0.00791731 10.625 10.875
11.00 0.0485934 0.000183206 0.00100256 0.318265 0.00256062 0.0143616 10.875 11.125
11.25 0.0289255 0.000109553 0.00060387 0.317056 0.00257683 0.0145617 11.125 11.375
11.50 0.017055 5.93245e-05 0.000325118 0.301471 0.00242135 0.0135747 11.375 11.625
11.75 0.010051 2.9944e-05 0.000185379 0.289422 0.00211066 0.013352 11.625 11.875
12.00 0.00585011 1.85943e-05 0.000102631 0.282125 0.00227448 0.0128188 11.875 12.125
12.25 0.00340017 1.11083e-05 5.60242e-05 0.259961 0.00240982 0.0123978 12.125 12.375
12.50 0.0019602 4.18572e-06 3.20368e-05 0.243594 0.00161174 0.0125678 12.375 12.625
12.75 0.0011266 3.05879e-06 1.69844e-05 0.229637 0.00208592 0.0117916 12.625 12.875
13.00 0.000632285 1.28791e-06 1.03838e-05 0.217441 0.00159076 0.0130663 12.875 13.125
13.25 0.00034822 1.60989e-07 4.34671e-06 0.198336 0.000370458 0.0101334 13.125 13.375
13.50 0.000187552 6.43957e-07 2.17335e-06 0.167811 0.00284752 0.00975645 13.375 13.625
13.75 9.49836e-05 8.04946e-08 7.24451e-07 0.157627 0.000713274 0.00647426 13.625 13.875
14.00 4.51575e-05 0 8.04946e-08 0.108734 0 0.00159155 13.875 14.125
14.25 2.13311e-05 0 2.41484e-07 0.0754717 0 0.0105862 14.125 14.375
14.50 6.03709e-06 0 0 0.0266667 0 0 14.375 14.625
14.75 2.57583e-06 0 0 0 0 0 14.625 14.875
15.00 2.41484e-07 0 0 0 0 0 14.875 15.125
15.25 8.04946e-08 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
