#1+z Log10(Mass/Msun) Log10(Median_SFR_for_SF_Halos/(Msun/yr)) One-sigma-uncertainty(dex)
1.44544 11.7 0.660072 0.112968
1.44544 11.75 0.706287 0.113582
1.44544 11.8 0.741836 0.114749
1.44544 11.85 0.768065 0.113822
1.44544 11.9 0.786629 0.11536
1.44544 11.95 0.799395 0.118203
1.44544 12 0.80831 0.120742
1.44544 12.05 0.815212 0.120789
1.44544 12.1 0.821633 0.123714
1.44544 12.15 0.828656 0.127288
1.44544 12.2 0.83686 0.139753
1.44544 12.25 0.846373 0.151777
1.44544 12.3 0.85701 0.16479
1.44544 12.35 0.868427 0.176283
1.44544 12.4 0.880252 0.190904
1.44544 12.45 0.892173 0.206598
1.44544 12.5 0.903971 0.225336
1.44544 12.55 0.915516 0.240686
1.44544 12.6 0.926756 0.2551
1.44544 12.65 0.937687 0.26897
1.44544 12.7 0.948333 0.283736
1.44544 12.75 0.958732 0.295085
1.44544 12.8 0.968925 0.302301
1.44544 12.85 0.97895 0.318662
1.44544 12.9 0.988841 0.333883
1.44544 12.95 0.998624 0.350089
1.44544 13 1.00832 0.363837
1.44544 13.05 1.01795 0.375612
1.44544 13.1 1.02753 0.389838
1.44544 13.15 1.03707 0.402545
1.44544 13.2 1.04658 0.415501
1.44544 13.25 1.05606 0.4287
1.44544 13.3 1.06552 0.445818
1.44544 13.35 1.07497 0.462478
1.44544 13.4 1.0844 0.47205
1.44544 13.45 1.09382 0.487391
1.44544 13.5 1.10324 0.50344
1.44544 13.55 1.11265 0.517207
1.44544 13.6 1.12206 0.530258
1.44544 13.65 1.13146 0.544119
1.44544 13.7 1.14086 0.560113
1.44544 13.75 1.15025 0.575716
1.44544 13.8 1.15965 0.585872
1.44544 13.85 1.16904 0.599512
1.44544 13.9 1.17844 0.612491
1.44544 13.95 1.18783 0.625192
1.44544 14 1.19722 0.639176
1.44544 14.05 1.20661 0.653045
1.44544 14.1 1.216 0.665673
1.44544 14.15 1.22539 0.677659
1.44544 14.2 1.23478 0.693719
1.44544 14.25 1.24417 0.707068
1.44544 14.3 1.25356 0.717929
1.44544 14.35 1.26295 0.731217
1.44544 14.4 1.27234 0.743326
1.44544 14.45 1.28173 0.759008
1.44544 14.5 1.29112 0.774144
1.44544 14.55 1.30051 0.789531
1.44544 14.6 1.30989 0.805168
1.44544 14.65 1.31928 0.820973
1.44544 14.7 1.32867 0.834723
1.44544 14.75 1.33806 0.849751
1.44544 14.8 1.34745 0.863883
1.44544 14.85 1.35684 0.878274
1.44544 14.9 1.36623 0.891878
1.44544 14.95 1.37562 0.905292
1.44544 15 1.38501 0.91867
1.45881 10 -3.30873 0.172687
1.45881 10.05 -3.19372 0.164709
1.45881 10.1 -3.07871 0.160348
1.45881 10.15 -2.96371 0.155915
1.45881 10.2 -2.84871 0.148527
1.45881 10.25 -2.73373 0.150151
1.45881 10.3 -2.61876 0.148972
1.45881 10.35 -2.50381 0.145376
1.45881 10.4 -2.38888 0.141803
1.45881 10.45 -2.27398 0.137559
1.45881 10.5 -2.15909 0.134395
1.45881 10.55 -2.04422 0.134195
1.45881 10.6 -1.92933 0.130535
1.45881 10.65 -1.81434 0.132285
1.45881 10.7 -1.69913 0.131489
1.45881 10.75 -1.58345 0.128617
1.45881 10.8 -1.46689 0.127423
1.45881 10.85 -1.34886 0.126383
1.45881 10.9 -1.22854 0.123625
1.45881 10.95 -1.10498 0.121014
1.45881 11 -0.977206 0.117781
1.45881 11.05 -0.844546 0.11864
1.45881 11.1 -0.706915 0.113673
1.45881 11.15 -0.565067 0.11374
1.45881 11.2 -0.420635 0.112646
1.45881 11.25 -0.275948 0.112382
1.45881 11.3 -0.133689 0.109821
1.45881 11.35 0.00346416 0.110917
1.45881 11.4 0.133111 0.111882
1.45881 11.45 0.253279 0.116045
1.45881 11.5 0.362481 0.116745
1.45881 11.55 0.459704 0.115791
1.45881 11.6 0.544375 0.114088
1.45881 11.65 0.616332 0.113353
1.45881 11.7 0.675793 0.112883
1.45881 11.75 0.723344 0.113256
1.45881 11.8 0.759939 0.11549
1.45881 11.85 0.786883 0.115036
1.45881 11.9 0.805799 0.114164
1.45881 11.95 0.818554 0.116784
1.45881 12 0.827128 0.120103
1.45881 12.05 0.833427 0.12059
1.45881 12.1 0.839083 0.123671
1.45881 12.15 0.845291 0.127411
1.45881 12.2 0.852725 0.139678
1.45881 12.25 0.861584 0.15109
1.45881 12.3 0.871711 0.164997
1.45881 12.35 0.88276 0.177771
1.45881 12.4 0.894336 0.191994
1.45881 12.45 0.906097 0.208072
1.45881 12.5 0.917792 0.225128
1.45881 12.55 0.929268 0.240713
1.45881 12.6 0.940453 0.257313
1.45881 12.65 0.951335 0.271488
1.45881 12.7 0.96193 0.287857
1.45881 12.75 0.972274 0.298293
1.45881 12.8 0.982407 0.3073
1.45881 12.85 0.992368 0.325493
1.45881 12.9 1.00219 0.341894
1.45881 12.95 1.0119 0.355659
1.45881 13 1.02152 0.369522
1.45881 13.05 1.03108 0.38229
1.45881 13.1 1.04058 0.39688
1.45881 13.15 1.05003 0.406955
1.45881 13.2 1.05946 0.422245
1.45881 13.25 1.06886 0.437714
1.45881 13.3 1.07823 0.452649
1.45881 13.35 1.0876 0.468711
1.45881 13.4 1.09694 0.480168
1.45881 13.45 1.10628 0.496178
1.45881 13.5 1.11561 0.509211
1.45881 13.55 1.12494 0.525147
1.45881 13.6 1.13426 0.537189
1.45881 13.65 1.14358 0.553479
1.45881 13.7 1.15289 0.56753
1.45881 13.75 1.1622 0.583117
1.45881 13.8 1.17151 0.598112
1.45881 13.85 1.18082 0.611984
1.45881 13.9 1.19012 0.625055
1.45881 13.95 1.19943 0.638727
1.45881 14 1.20873 0.651352
1.45881 14.05 1.21804 0.665584
1.45881 14.1 1.22734 0.678659
1.45881 14.15 1.23665 0.693717
1.45881 14.2 1.24595 0.706241
1.45881 14.25 1.25526 0.721639
1.45881 14.3 1.26456 0.736779
1.45881 14.35 1.27386 0.750083
1.45881 14.4 1.28317 0.763769
1.45881 14.45 1.29247 0.777538
1.45881 14.5 1.30177 0.792057
1.45881 14.55 1.31107 0.807761
1.45881 14.6 1.32038 0.823033
1.45881 14.65 1.32968 0.838971
1.45881 14.7 1.33898 0.854021
1.45881 14.75 1.34829 0.869072
1.45881 14.8 1.35759 0.884122
1.45881 14.85 1.36689 0.899791
1.45881 14.9 1.37619 0.913441
1.45881 14.95 1.3855 0.927215
1.45881 15 1.3948 0.940936
1.47231 10 -3.30933 0.174621
1.47231 10.05 -3.19433 0.167054
1.47231 10.1 -3.07932 0.160933
1.47231 10.15 -2.96433 0.156132
1.47231 10.2 -2.84934 0.148217
1.47231 10.25 -2.73436 0.149526
1.47231 10.3 -2.6194 0.149766
1.47231 10.35 -2.50446 0.145131
1.47231 10.4 -2.38953 0.143664
1.47231 10.45 -2.27463 0.138321
1.47231 10.5 -2.15975 0.135313
1.47231 10.55 -2.04488 0.135006
1.47231 10.6 -1.93 0.131898
1.47231 10.65 -1.81503 0.131949
1.47231 10.7 -1.69985 0.131885
1.47231 10.75 -1.58423 0.13044
1.47231 10.8 -1.46778 0.127921
1.47231 10.85 -1.34991 0.125852
1.47231 10.9 -1.22982 0.12424
1.47231 10.95 -1.10653 0.121383
1.47231 11 -0.97904 0.119269
1.47231 11.05 -0.846596 0.119135
1.47231 11.1 -0.709016 0.11428
1.47231 11.15 -0.566951 0.115121
1.47231 11.2 -0.421961 0.112591
1.47231 11.25 -0.276349 0.113377
1.47231 11.3 -0.132817 0.110727
1.47231 11.35 0.00590113 0.11082
1.47231 11.4 0.13733 0.111784
1.47231 11.45 0.25942 0.114458
1.47231 11.5 0.37061 0.116948
1.47231 11.55 0.469819 0.116155
1.47231 11.6 0.556415 0.114681
1.47231 11.65 0.630176 0.113642
1.47231 11.7 0.691267 0.112592
1.47231 11.75 0.74022 0.113591
1.47231 11.8 0.777935 0.114918
1.47231 11.85 0.80567 0.116015
1.47231 11.9 0.825017 0.114201
1.47231 11.95 0.837833 0.117634
1.47231 12 0.846121 0.120577
1.47231 12.05 0.851852 0.121063
1.47231 12.1 0.856753 0.1229
1.47231 12.15 0.86213 0.127288
1.47231 12.2 0.868763 0.13817
1.47231 12.25 0.876926 0.150379
1.47231 12.3 0.886502 0.163026
1.47231 12.35 0.897147 0.176805
1.47231 12.4 0.908446 0.189719
1.47231 12.45 0.920026 0.208042
1.47231 12.5 0.931605 0.224733
1.47231 12.55 0.943002 0.24078
1.47231 12.6 0.954129 0.259051
1.47231 12.65 0.964958 0.274033
1.47231 12.7 0.9755 0.289604
1.47231 12.75 0.985788 0.301152
1.47231 12.8 0.99586 0.313613
1.47231 12.85 1.00575 0.330214
1.47231 12.9 1.0155 0.34623
1.47231 12.95 1.02514 0.361154
1.47231 13 1.03469 0.373016
1.47231 13.05 1.04416 0.385071
1.47231 13.1 1.05358 0.398803
1.47231 13.15 1.06295 0.413041
1.47231 13.2 1.07229 0.427511
1.47231 13.25 1.08161 0.441353
1.47231 13.3 1.0909 0.457236
1.47231 13.35 1.10017 0.474758
1.47231 13.4 1.10944 0.489768
1.47231 13.45 1.11869 0.506277
1.47231 13.5 1.12793 0.517292
1.47231 13.55 1.13717 0.530938
1.47231 13.6 1.1464 0.546054
1.47231 13.65 1.15563 0.56229
1.47231 13.7 1.16485 0.577563
1.47231 13.75 1.17408 0.593146
1.47231 13.8 1.1833 0.608442
1.47231 13.85 1.19252 0.624045
1.47231 13.9 1.20174 0.63607
1.47231 13.95 1.21096 0.650463
1.47231 14 1.22017 0.66467
1.47231 14.05 1.22939 0.680567
1.47231 14.1 1.23861 0.692886
1.47231 14.15 1.24782 0.706633
1.47231 14.2 1.25704 0.720808
1.47231 14.25 1.26625 0.738707
1.47231 14.3 1.27547 0.755289
1.47231 14.35 1.28468 0.770141
1.47231 14.4 1.2939 0.784574
1.47231 14.45 1.30311 0.795481
1.47231 14.5 1.31233 0.810757
1.47231 14.55 1.32154 0.826677
1.47231 14.6 1.33076 0.844179
1.47231 14.65 1.33997 0.861802
1.47231 14.7 1.34919 0.877004
1.47231 14.75 1.3584 0.890489
1.47231 14.8 1.36762 0.903974
1.47231 14.85 1.37683 0.918081
1.47231 14.9 1.38604 0.933433
1.47231 14.95 1.39526 0.945598
1.47231 15 1.40447 0.960196
1.48594 10 -3.30984 0.175497
1.48594 10.05 -3.19484 0.168924
1.48594 10.1 -3.07985 0.161574
1.48594 10.15 -2.96486 0.155589
1.48594 10.2 -2.84988 0.150261
1.48594 10.25 -2.73492 0.150194
1.48594 10.3 -2.61996 0.150197
1.48594 10.35 -2.50502 0.146302
1.48594 10.4 -2.39011 0.143693
1.48594 10.45 -2.27521 0.138767
1.48594 10.5 -2.16034 0.136069
1.48594 10.55 -2.04547 0.135155
1.48594 10.6 -1.9306 0.131666
1.48594 10.65 -1.81565 0.132435
1.48594 10.7 -1.70051 0.133026
1.48594 10.75 -1.58496 0.131166
1.48594 10.8 -1.46861 0.128236
1.48594 10.85 -1.35091 0.126475
1.48594 10.9 -1.23105 0.125207
1.48594 10.95 -1.10804 0.121361
1.48594 11 -0.980859 0.118799
1.48594 11.05 -0.848672 0.119087
1.48594 11.1 -0.711198 0.113615
1.48594 11.15 -0.568982 0.114524
1.48594 11.2 -0.423505 0.112964
1.48594 11.25 -0.277032 0.114152
1.48594 11.3 -0.13228 0.111858
1.48594 11.35 0.00796392 0.11095
1.48594 11.4 0.141151 0.111096
1.48594 11.45 0.265153 0.112654
1.48594 11.5 0.378335 0.117165
1.48594 11.55 0.479547 0.117089
1.48594 11.6 0.568095 0.115824
1.48594 11.65 0.643702 0.113601
1.48594 11.7 0.706474 0.11377
1.48594 11.75 0.75689 0.113042
1.48594 11.8 0.795796 0.115792
1.48594 11.85 0.824402 0.116162
1.48594 11.9 0.844259 0.115935
1.48594 11.95 0.857211 0.11795
1.48594 12 0.865276 0.120178
1.48594 12.05 0.870479 0.122714
1.48594 12.1 0.87464 0.122283
1.48594 12.15 0.879177 0.126486
1.48594 12.2 0.88498 0.136101
1.48594 12.25 0.892408 0.148183
1.48594 12.3 0.901391 0.161176
1.48594 12.35 0.911594 0.176093
1.48594 12.4 0.922587 0.188401
1.48594 12.45 0.933965 0.208907
1.48594 12.5 0.945412 0.223543
1.48594 12.55 0.956722 0.24188
1.48594 12.6 0.967784 0.260772
1.48594 12.65 0.978557 0.276469
1.48594 12.7 0.989044 0.291199
1.48594 12.75 0.999273 0.304323
1.48594 12.8 1.00928 0.317045
1.48594 12.85 1.01911 0.332863
1.48594 12.9 1.02879 0.347569
1.48594 12.95 1.03835 0.362906
1.48594 13 1.04781 0.377031
1.48594 13.05 1.05721 0.391287
1.48594 13.1 1.06654 0.405859
1.48594 13.15 1.07583 0.416883
1.48594 13.2 1.08509 0.432816
1.48594 13.25 1.09431 0.446312
1.48594 13.3 1.10351 0.46506
1.48594 13.35 1.1127 0.480357
1.48594 13.4 1.12187 0.499005
1.48594 13.45 1.13104 0.514669
1.48594 13.5 1.14019 0.527452
1.48594 13.55 1.14934 0.540508
1.48594 13.6 1.15848 0.556636
1.48594 13.65 1.16762 0.57256
1.48594 13.7 1.17676 0.588692
1.48594 13.75 1.18589 0.604893
1.48594 13.8 1.19502 0.61851
1.48594 13.85 1.20415 0.634501
1.48594 13.9 1.21328 0.651104
1.48594 13.95 1.22241 0.667586
1.48594 14 1.23153 0.682658
1.48594 14.05 1.24066 0.696521
1.48594 14.1 1.24979 0.713157
1.48594 14.15 1.25891 0.727226
1.48594 14.2 1.26804 0.739716
1.48594 14.25 1.27716 0.75301
1.48594 14.3 1.28629 0.7713
1.48594 14.35 1.29541 0.785282
1.48594 14.4 1.30454 0.801542
1.48594 14.45 1.31366 0.816463
1.48594 14.5 1.32278 0.831654
1.48594 14.55 1.33191 0.848296
1.48594 14.6 1.34103 0.862912
1.48594 14.65 1.35016 0.877528
1.48594 14.7 1.35928 0.892144
1.48594 14.75 1.36841 0.906937
1.48594 14.8 1.37753 0.920949
1.48594 14.85 1.38666 0.936735
1.48594 14.9 1.39578 0.952733
1.48594 14.95 1.4049 0.96949
1.48594 15 1.41403 0.985075
1.49968 10 -3.31025 0.177638
1.49968 10.05 -3.19527 0.170228
1.49968 10.1 -3.08029 0.163568
1.49968 10.15 -2.96531 0.156845
1.49968 10.2 -2.85034 0.15121
1.49968 10.25 -2.73539 0.148406
1.49968 10.3 -2.62044 0.149278
1.49968 10.35 -2.50551 0.146387
1.49968 10.4 -2.39061 0.143366
1.49968 10.45 -2.27572 0.139826
1.49968 10.5 -2.16085 0.137295
1.49968 10.55 -2.046 0.135007
1.49968 10.6 -1.93114 0.131454
1.49968 10.65 -1.81621 0.132159
1.49968 10.7 -1.70111 0.132076
1.49968 10.75 -1.58562 0.130644
1.49968 10.8 -1.46938 0.128303
1.49968 10.85 -1.35184 0.126074
1.49968 10.9 -1.23221 0.125596
1.49968 10.95 -1.10951 0.121796
1.49968 11 -0.982655 0.119309
1.49968 11.05 -0.850763 0.119052
1.49968 11.1 -0.713449 0.113895
1.49968 11.15 -0.571149 0.113494
1.49968 11.2 -0.425255 0.111293
1.49968 11.25 -0.277988 0.114138
1.49968 11.3 -0.132073 0.112967
1.49968 11.35 0.00965378 0.111058
1.49968 11.4 0.144571 0.111131
1.49968 11.45 0.270473 0.112689
1.49968 11.5 0.385647 0.117358
1.49968 11.55 0.488876 0.116983
1.49968 11.6 0.579402 0.1155
1.49968 11.65 0.65689 0.113488
1.49968 11.7 0.721392 0.113942
1.49968 11.75 0.773332 0.112481
1.49968 11.8 0.813499 0.116106
1.49968 11.85 0.843052 0.116637
1.49968 11.9 0.863502 0.115668
1.49968 11.95 0.876667 0.117857
1.49968 12 0.884576 0.119736
1.49968 12.05 0.889298 0.123227
1.49968 12.1 0.892742 0.12239
1.49968 12.15 0.896434 0.125681
1.49968 12.2 0.901383 0.134736
1.49968 12.25 0.908039 0.146061
1.49968 12.3 0.916387 0.159349
1.49968 12.35 0.92611 0.175598
1.49968 12.4 0.936765 0.186066
1.49968 12.45 0.947916 0.207363
1.49968 12.5 0.959217 0.222992
1.49968 12.55 0.970429 0.242961
1.49968 12.6 0.981419 0.260847
1.49968 12.65 0.992132 0.279021
1.49968 12.7 1.00256 0.292592
1.49968 12.75 1.01273 0.305921
1.49968 12.8 1.02267 0.319836
1.49968 12.85 1.03243 0.337251
1.49968 12.9 1.04204 0.352243
1.49968 12.95 1.05152 0.365901
1.49968 13 1.0609 0.382182
1.49968 13.05 1.07021 0.394749
1.49968 13.1 1.07946 0.407572
1.49968 13.15 1.08867 0.420292
1.49968 13.2 1.09783 0.435929
1.49968 13.25 1.10697 0.455984
1.49968 13.3 1.11608 0.470659
1.49968 13.35 1.12518 0.488789
1.49968 13.4 1.13426 0.506371
1.49968 13.45 1.14333 0.521291
1.49968 13.5 1.1524 0.535975
1.49968 13.55 1.16145 0.550627
1.49968 13.6 1.1705 0.567828
1.49968 13.65 1.17955 0.583297
1.49968 13.7 1.18859 0.597363
1.49968 13.75 1.19763 0.611425
1.49968 13.8 1.20667 0.627625
1.49968 13.85 1.21571 0.644005
1.49968 13.9 1.22475 0.660859
1.49968 13.95 1.23378 0.676321
1.49968 14 1.24282 0.690922
1.49968 14.05 1.25185 0.705057
1.49968 14.1 1.26088 0.720147
1.49968 14.15 1.26992 0.735534
1.49968 14.2 1.27895 0.749761
1.49968 14.25 1.28798 0.76511
1.49968 14.3 1.29702 0.781245
1.49968 14.35 1.30605 0.795925
1.49968 14.4 1.31508 0.81231
1.49968 14.45 1.32411 0.827241
1.49968 14.5 1.33314 0.841503
1.49968 14.55 1.34218 0.856307
1.49968 14.6 1.35121 0.871421
1.49968 14.65 1.36024 0.888228
1.49968 14.7 1.36927 0.904186
1.49968 14.75 1.3783 0.92157
1.49968 14.8 1.38734 0.938512
1.49968 14.85 1.39637 0.955143
1.49968 14.9 1.4054 0.973218
1.49968 14.95 1.41443 0.991108
1.49968 15 1.42346 1.00853
1.51356 10 -3.31057 0.178693
1.51356 10.05 -3.1956 0.17207
1.51356 10.1 -3.08063 0.163502
1.51356 10.15 -2.96567 0.158557
1.51356 10.2 -2.85072 0.153146
1.51356 10.25 -2.73578 0.148288
1.51356 10.3 -2.62084 0.148266
1.51356 10.35 -2.50593 0.145214
1.51356 10.4 -2.39103 0.142276
1.51356 10.45 -2.27615 0.139507
1.51356 10.5 -2.1613 0.136981
1.51356 10.55 -2.04646 0.135407
1.51356 10.6 -1.93161 0.132424
1.51356 10.65 -1.81671 0.133106
1.51356 10.7 -1.70164 0.132768
1.51356 10.75 -1.58621 0.131686
1.51356 10.8 -1.47008 0.128789
1.51356 10.85 -1.35271 0.127253
1.51356 10.9 -1.23332 0.124813
1.51356 10.95 -1.11092 0.122305
1.51356 11 -0.984419 0.119738
1.51356 11.05 -0.852859 0.120505
1.51356 11.1 -0.715759 0.115353
1.51356 11.15 -0.573441 0.113371
1.51356 11.2 -0.427202 0.111602
1.51356 11.25 -0.27921 0.113356
1.51356 11.3 -0.132192 0.11299
1.51356 11.35 0.0109711 0.111374
1.51356 11.4 0.147588 0.111516
1.51356 11.45 0.275373 0.112478
1.51356 11.5 0.392537 0.115692
1.51356 11.55 0.497793 0.117127
1.51356 11.6 0.59032 0.114602
1.51356 11.65 0.669725 0.113623
1.51356 11.7 0.736003 0.113799
1.51356 11.75 0.789522 0.113199
1.51356 11.8 0.831018 0.115529
1.51356 11.85 0.861595 0.116993
1.51356 11.9 0.882719 0.115684
1.51356 11.95 0.896178 0.117373
1.51356 12 0.904001 0.119491
1.51356 12.05 0.908297 0.123818
1.51356 12.1 0.911051 0.123401
1.51356 12.15 0.913903 0.124429
1.51356 12.2 0.917977 0.133491
1.51356 12.25 0.923824 0.145308
1.51356 12.3 0.931497 0.157576
1.51356 12.35 0.940701 0.173675
1.51356 12.4 0.950984 0.185732
1.51356 12.45 0.961885 0.204994
1.51356 12.5 0.973021 0.223131
1.51356 12.55 0.984124 0.243745
1.51356 12.6 0.995036 0.261806
1.51356 12.65 1.00568 0.279929
1.51356 12.7 1.01605 0.293288
1.51356 12.75 1.02616 0.308388
1.51356 12.8 1.03604 0.323891
1.51356 12.85 1.04572 0.340156
1.51356 12.9 1.05525 0.353489
1.51356 12.95 1.06466 0.368342
1.51356 13 1.07396 0.385011
1.51356 13.05 1.08318 0.398875
1.51356 13.1 1.09235 0.411511
1.51356 13.15 1.10146 0.425682
1.51356 13.2 1.11054 0.445199
1.51356 13.25 1.11958 0.46412
1.51356 13.3 1.1286 0.480515
1.51356 13.35 1.13761 0.497417
1.51356 13.4 1.1466 0.511739
1.51356 13.45 1.15558 0.52672
1.51356 13.5 1.16454 0.545102
1.51356 13.55 1.17351 0.56167
1.51356 13.6 1.18246 0.57655
1.51356 13.65 1.19142 0.590754
1.51356 13.7 1.20037 0.607465
1.51356 13.75 1.20931 0.622864
1.51356 13.8 1.21826 0.638902
1.51356 13.85 1.2272 0.656703
1.51356 13.9 1.23614 0.670846
1.51356 13.95 1.24508 0.684807
1.51356 14 1.25402 0.698549
1.51356 14.05 1.26296 0.713649
1.51356 14.1 1.2719 0.728645
1.51356 14.15 1.28084 0.74479
1.51356 14.2 1.28978 0.761001
1.51356 14.25 1.29872 0.778124
1.51356 14.3 1.30765 0.793644
1.51356 14.35 1.31659 0.808277
1.51356 14.4 1.32553 0.823599
1.51356 14.45 1.33447 0.838897
1.51356 14.5 1.3434 0.853784
1.51356 14.55 1.35234 0.867905
1.51356 14.6 1.36128 0.883553
1.51356 14.65 1.37022 0.901503
1.51356 14.7 1.37915 0.920535
1.51356 14.75 1.38809 0.937009
1.51356 14.8 1.39703 0.953578
1.51356 14.85 1.40597 0.972137
1.51356 14.9 1.4149 0.990581
1.51356 14.95 1.42384 1.00833
1.51356 15 1.43278 1.02541
1.52757 10 -3.3108 0.179814
1.52757 10.05 -3.19584 0.173402
1.52757 10.1 -3.08089 0.165168
1.52757 10.15 -2.96594 0.159991
1.52757 10.2 -2.85101 0.154967
1.52757 10.25 -2.73608 0.149574
1.52757 10.3 -2.62116 0.146762
1.52757 10.35 -2.50626 0.14587
1.52757 10.4 -2.39137 0.141015
1.52757 10.45 -2.27651 0.137426
1.52757 10.5 -2.16167 0.136914
1.52757 10.55 -2.04684 0.134878
1.52757 10.6 -1.93201 0.13365
1.52757 10.65 -1.81713 0.132772
1.52757 10.7 -1.7021 0.133335
1.52757 10.75 -1.58674 0.13225
1.52757 10.8 -1.47071 0.129784
1.52757 10.85 -1.3535 0.127201
1.52757 10.9 -1.23435 0.127324
1.52757 10.95 -1.11227 0.12286
1.52757 11 -0.986143 0.120727
1.52757 11.05 -0.854949 0.120604
1.52757 11.1 -0.718113 0.1168
1.52757 11.15 -0.575843 0.1131
1.52757 11.2 -0.429331 0.11199
1.52757 11.25 -0.280686 0.112486
1.52757 11.3 -0.132628 0.112332
1.52757 11.35 0.0119214 0.110724
1.52757 11.4 0.150203 0.111904
1.52757 11.45 0.279852 0.113036
1.52757 11.5 0.399 0.1149
1.52757 11.55 0.50629 0.117288
1.52757 11.6 0.600837 0.116784
1.52757 11.65 0.682189 0.113791
1.52757 11.7 0.750286 0.113446
1.52757 11.75 0.80544 0.113917
1.52757 11.8 0.84833 0.114981
1.52757 11.85 0.880007 0.11739
1.52757 11.9 0.901885 0.117103
1.52757 11.95 0.91572 0.118092
1.52757 12 0.923532 0.120317
1.52757 12.05 0.92746 0.123212
1.52757 12.1 0.929562 0.125053
1.52757 12.15 0.931582 0.124789
1.52757 12.2 0.934766 0.131299
1.52757 12.25 0.939773 0.142407
1.52757 12.3 0.946729 0.154759
1.52757 12.35 0.955374 0.172373
1.52757 12.4 0.965252 0.186815
1.52757 12.45 0.975875 0.203492
1.52757 12.5 0.986827 0.222269
1.52757 12.55 0.997809 0.244698
1.52757 12.6 1.00863 0.261588
1.52757 12.65 1.01921 0.280842
1.52757 12.7 1.02952 0.296156
1.52757 12.75 1.03956 0.310575
1.52757 12.8 1.04937 0.328599
1.52757 12.85 1.05899 0.342973
1.52757 12.9 1.06844 0.357552
1.52757 12.95 1.07776 0.371443
1.52757 13 1.08698 0.387201
1.52757 13.05 1.09612 0.403089
1.52757 13.1 1.10519 0.41832
1.52757 13.15 1.11421 0.433721
1.52757 13.2 1.1232 0.454825
1.52757 13.25 1.13215 0.47194
1.52757 13.3 1.14108 0.488833
1.52757 13.35 1.14999 0.505864
1.52757 13.4 1.15888 0.519326
1.52757 13.45 1.16776 0.536941
1.52757 13.5 1.17664 0.554366
1.52757 13.55 1.1855 0.570446
1.52757 13.6 1.19437 0.585019
1.52757 13.65 1.20322 0.59904
1.52757 13.7 1.21207 0.615603
1.52757 13.75 1.22092 0.632355
1.52757 13.8 1.22977 0.652014
1.52757 13.85 1.23862 0.664161
1.52757 13.9 1.24746 0.677812
1.52757 13.95 1.25631 0.689616
1.52757 14 1.26515 0.706424
1.52757 14.05 1.27399 0.723639
1.52757 14.1 1.28284 0.741222
1.52757 14.15 1.29168 0.759416
1.52757 14.2 1.30052 0.776466
1.52757 14.25 1.30936 0.790897
1.52757 14.3 1.3182 0.806259
1.52757 14.35 1.32704 0.821467
1.52757 14.4 1.33589 0.836753
1.52757 14.45 1.34473 0.852499
1.52757 14.5 1.35357 0.868946
1.52757 14.55 1.36241 0.882869
1.52757 14.6 1.37125 0.898409
1.52757 14.65 1.38009 0.913704
1.52757 14.7 1.38893 0.930536
1.52757 14.75 1.39777 0.94717
1.52757 14.8 1.40661 0.962113
1.52757 14.85 1.41545 0.978717
1.52757 14.9 1.42429 0.993842
1.52757 14.95 1.43313 1.0098
1.52757 15 1.44197 1.02779
1.5417 10 -3.31092 0.181503
1.5417 10.05 -3.19599 0.174611
1.5417 10.1 -3.08105 0.167464
1.5417 10.15 -2.96612 0.161756
1.5417 10.2 -2.8512 0.154891
1.5417 10.25 -2.73629 0.150179
1.5417 10.3 -2.62139 0.148513
1.5417 10.35 -2.50651 0.146177
1.5417 10.4 -2.39164 0.141941
1.5417 10.45 -2.27679 0.138235
1.5417 10.5 -2.16196 0.136357
1.5417 10.55 -2.04715 0.132864
1.5417 10.6 -1.93234 0.131278
1.5417 10.65 -1.81748 0.131966
1.5417 10.7 -1.70249 0.13381
1.5417 10.75 -1.58719 0.132587
1.5417 10.8 -1.47127 0.129508
1.5417 10.85 -1.35423 0.126718
1.5417 10.9 -1.23532 0.129237
1.5417 10.95 -1.11356 0.123855
1.5417 11 -0.987818 0.121697
1.5417 11.05 -0.857022 0.121484
1.5417 11.1 -0.720498 0.117566
1.5417 11.15 -0.57834 0.112828
1.5417 11.2 -0.43163 0.110942
1.5417 11.25 -0.282406 0.111444
1.5417 11.3 -0.133374 0.112523
1.5417 11.35 0.012509 0.110753
1.5417 11.4 0.152417 0.112118
1.5417 11.45 0.283907 0.11348
1.5417 11.5 0.405031 0.11565
1.5417 11.55 0.514359 0.117099
1.5417 11.6 0.610943 0.116818
1.5417 11.65 0.69427 0.114402
1.5417 11.7 0.764225 0.113617
1.5417 11.75 0.821065 0.113585
1.5417 11.8 0.865413 0.114743
1.5417 11.85 0.898261 0.116605
1.5417 11.9 0.920974 0.118737
1.5417 11.95 0.935269 0.117337
1.5417 12 0.943148 0.119794
1.5417 12.05 0.946773 0.122323
1.5417 12.1 0.948264 0.126067
1.5417 12.15 0.949468 0.125013
1.5417 12.2 0.951752 0.130089
1.5417 12.25 0.95589 0.142176
1.5417 12.3 0.962091 0.154042
1.5417 12.35 0.970136 0.169321
1.5417 12.4 0.979573 0.18696
1.5417 12.45 0.989891 0.201844
1.5417 12.5 1.00064 0.224738
1.5417 12.55 1.01149 0.247562
1.5417 12.6 1.02222 0.262437
1.5417 12.65 1.03272 0.28026
1.5417 12.7 1.04296 0.298704
