#1+z Log10(Mass/Msun) Log10(Average_SFR_for_All_Halos/(Msun/yr)) One-sigma-uncertainty(dex)
7.11214 12.55 2.59031 0.446722
7.11214 12.6 2.5471 0.491582
7.17794 10 -1.43782 0.130795
7.17794 10.05 -1.33663 0.126392
7.17794 10.1 -1.23546 0.122059
7.17794 10.15 -1.13432 0.118233
7.17794 10.2 -1.0332 0.114718
7.17794 10.25 -0.932109 0.113195
7.17794 10.3 -0.831045 0.110602
7.17794 10.35 -0.730009 0.107795
7.17794 10.4 -0.629004 0.105965
7.17794 10.45 -0.52803 0.105533
7.17794 10.5 -0.427089 0.10306
7.17794 10.55 -0.326183 0.103673
7.17794 10.6 -0.225313 0.103087
7.17794 10.65 -0.12448 0.101133
7.17794 10.7 -0.0236862 0.0984718
7.17794 10.75 0.077066 0.0999565
7.17794 10.8 0.177775 0.100277
7.17794 10.85 0.278438 0.0995852
7.17794 10.9 0.379053 0.101438
7.17794 10.95 0.479616 0.10368
7.17794 11 0.580124 0.106093
7.17794 11.05 0.680571 0.107982
7.17794 11.1 0.780952 0.112383
7.17794 11.15 0.881259 0.117802
7.17794 11.2 0.98148 0.121118
7.17794 11.25 1.0816 0.126218
7.17794 11.3 1.1816 0.130197
7.17794 11.35 1.28146 0.134724
7.17794 11.4 1.38113 0.141586
7.17794 11.45 1.48056 0.147823
7.17794 11.5 1.57968 0.153043
7.17794 11.55 1.67838 0.156476
7.17794 11.6 1.77651 0.157164
7.17794 11.65 1.87386 0.157468
7.17794 11.7 1.97013 0.158551
7.17794 11.75 2.06494 0.1615
7.17794 11.8 2.15771 0.162603
7.17794 11.85 2.24771 0.16669
7.17794 11.9 2.33397 0.163052
7.17794 11.95 2.41524 0.165451
7.17794 12 2.49001 0.169092
7.17794 12.05 2.55655 0.165204
7.17794 12.1 2.61305 0.176599
7.17794 12.15 2.65783 0.186045
7.17794 12.2 2.68963 0.202522
7.17794 12.25 2.70788 0.218181
7.17794 12.3 2.7128 0.254882
7.17794 12.35 2.70537 0.28906
7.17794 12.4 2.68711 0.338592
7.17794 12.45 2.6598 0.388423
7.17794 12.5 2.62523 0.422937
7.17794 12.55 2.58501 0.465376
7.24436 10 -1.41703 0.130883
7.24436 10.05 -1.31587 0.126902
7.24436 10.1 -1.21474 0.123072
7.24436 10.15 -1.11363 0.118948
7.24436 10.2 -1.01254 0.115958
7.24436 10.25 -0.911484 0.112474
7.24436 10.3 -0.810452 0.110705
7.24436 10.35 -0.709448 0.107755
7.24436 10.4 -0.608474 0.105916
7.24436 10.45 -0.507531 0.105587
7.24436 10.5 -0.40662 0.103175
7.24436 10.55 -0.305743 0.104572
7.24436 10.6 -0.204902 0.103083
7.24436 10.65 -0.104098 0.101197
7.24436 10.7 -0.00333248 0.0993664
7.24436 10.75 0.0973925 0.101034
7.24436 10.8 0.198075 0.0999499
7.24436 10.85 0.298712 0.100703
7.24436 10.9 0.399302 0.102482
7.24436 10.95 0.499841 0.104815
7.24436 11 0.600325 0.107404
7.24436 11.05 0.70075 0.109113
7.24436 11.1 0.801109 0.11419
7.24436 11.15 0.901394 0.117334
7.24436 11.2 1.00159 0.121907
7.24436 11.25 1.10169 0.127296
7.24436 11.3 1.20167 0.131449
7.24436 11.35 1.30151 0.136748
7.24436 11.4 1.40115 0.143476
7.24436 11.45 1.50055 0.148865
7.24436 11.5 1.59963 0.153902
7.24436 11.55 1.69827 0.155349
7.24436 11.6 1.79632 0.157186
7.24436 11.65 1.89357 0.156941
7.24436 11.7 1.9897 0.158377
7.24436 11.75 2.08429 0.163572
7.24436 11.8 2.17677 0.163443
7.24436 11.85 2.26635 0.166752
7.24436 11.9 2.35202 0.165382
7.24436 11.95 2.43248 0.167893
7.24436 12 2.50616 0.170658
7.24436 12.05 2.5713 0.169272
7.24436 12.1 2.62606 0.179915
7.24436 12.15 2.66877 0.194304
7.24436 12.2 2.69826 0.210107
7.24436 12.25 2.71405 0.229834
7.24436 12.3 2.71649 0.268987
7.24436 12.35 2.70669 0.304272
7.24436 12.4 2.68625 0.35288
7.24436 12.45 2.65699 0.405524
7.24436 12.5 2.62071 0.444303
7.24436 12.55 2.579 0.483088
7.31139 10 -1.39612 0.130509
7.31139 10.05 -1.29499 0.127868
7.31139 10.1 -1.19389 0.122102
7.31139 10.15 -1.09281 0.118857
7.31139 10.2 -0.991756 0.115742
7.31139 10.25 -0.890727 0.111781
7.31139 10.3 -0.789725 0.110524
7.31139 10.35 -0.68875 0.107477
7.31139 10.4 -0.587805 0.10678
7.31139 10.45 -0.486891 0.105979
7.31139 10.5 -0.386008 0.104028
7.31139 10.55 -0.285159 0.10483
7.31139 10.6 -0.184345 0.103737
7.31139 10.65 -0.0835675 0.101945
7.31139 10.7 0.0171721 0.100262
7.31139 10.75 0.117872 0.100998
7.31139 10.8 0.21853 0.101092
7.31139 10.85 0.319143 0.102003
7.31139 10.9 0.41971 0.103205
7.31139 10.95 0.520227 0.106029
7.31139 11 0.62069 0.108476
7.31139 11.05 0.721094 0.110277
7.31139 11.1 0.821433 0.114764
7.31139 11.15 0.921698 0.117999
7.31139 11.2 1.02188 0.12337
7.31139 11.25 1.12196 0.129255
7.31139 11.3 1.22192 0.133368
7.31139 11.35 1.32173 0.138794
7.31139 11.4 1.42134 0.14423
7.31139 11.45 1.52071 0.14886
7.31139 11.5 1.61975 0.153842
7.31139 11.55 1.71834 0.155421
7.31139 11.6 1.81631 0.157157
7.31139 11.65 1.91345 0.158715
7.31139 11.7 2.00942 0.159732
7.31139 11.75 2.10379 0.164029
7.31139 11.8 2.19594 0.165704
7.31139 11.85 2.28507 0.16645
7.31139 11.9 2.3701 0.168441
7.31139 11.95 2.44969 0.170723
7.31139 12 2.52222 0.171933
7.31139 12.05 2.58586 0.17344
7.31139 12.1 2.63876 0.187548
7.31139 12.15 2.6793 0.199197
7.31139 12.2 2.70637 0.220222
7.31139 12.25 2.7196 0.239626
7.31139 12.3 2.7195 0.279505
7.31139 12.35 2.70729 0.322301
7.31139 12.4 2.68465 0.381695
7.31139 12.45 2.65344 0.424689
7.31139 12.5 2.61545 0.461166
7.37904 10 -1.37509 0.129731
7.37904 10.05 -1.27399 0.126443
7.37904 10.1 -1.17292 0.121891
7.37904 10.15 -1.07187 0.117341
7.37904 10.2 -0.970841 0.113474
7.37904 10.25 -0.869839 0.110919
7.37904 10.3 -0.768865 0.11134
7.37904 10.35 -0.667918 0.108042
7.37904 10.4 -0.567 0.108201
7.37904 10.45 -0.466112 0.106418
7.37904 10.5 -0.365255 0.105097
7.37904 10.55 -0.264432 0.105385
7.37904 10.6 -0.163643 0.104098
7.37904 10.65 -0.0628891 0.101863
7.37904 10.7 0.0378269 0.101383
7.37904 10.75 0.138504 0.101809
7.37904 10.8 0.239139 0.102353
7.37904 10.85 0.339731 0.103284
7.37904 10.9 0.440277 0.104978
7.37904 10.95 0.540774 0.107175
7.37904 11 0.641217 0.109744
7.37904 11.05 0.741602 0.111218
7.37904 11.1 0.841923 0.114563
7.37904 11.15 0.94217 0.120156
7.37904 11.2 1.04233 0.125745
7.37904 11.25 1.1424 0.130799
7.37904 11.3 1.24234 0.134985
7.37904 11.35 1.34212 0.139875
7.37904 11.4 1.44171 0.143968
7.37904 11.45 1.54105 0.149002
7.37904 11.5 1.64004 0.154537
7.37904 11.55 1.73857 0.156325
7.37904 11.6 1.83647 0.156717
7.37904 11.65 1.93349 0.160834
7.37904 11.7 2.0293 0.163008
7.37904 11.75 2.12342 0.165342
7.37904 11.8 2.21523 0.168776
7.37904 11.85 2.30387 0.166283
7.37904 11.9 2.38821 0.171751
7.37904 11.95 2.46686 0.172328
7.37904 12 2.53814 0.171146
7.37904 12.05 2.60019 0.183422
7.37904 12.1 2.65113 0.192517
7.37904 12.15 2.68938 0.207055
7.37904 12.2 2.71391 0.226052
7.37904 12.25 2.72451 0.25542
7.37904 12.3 2.72182 0.299178
7.37904 12.35 2.70715 0.347219
7.37904 12.4 2.68229 0.399617
7.37904 12.45 2.64913 0.441491
7.37904 12.5 2.60944 0.479693
7.44732 10 -1.35394 0.130239
7.44732 10.05 -1.25287 0.124505
7.44732 10.1 -1.15182 0.120645
7.44732 10.15 -1.0508 0.117874
7.44732 10.2 -0.949794 0.114706
7.44732 10.25 -0.848819 0.113763
7.44732 10.3 -0.74787 0.111897
7.44732 10.35 -0.646948 0.110075
7.44732 10.4 -0.546055 0.106563
7.44732 10.45 -0.445191 0.105403
7.44732 10.5 -0.344358 0.105493
7.44732 10.55 -0.243558 0.105138
7.44732 10.6 -0.142792 0.104964
7.44732 10.65 -0.0420604 0.104006
7.44732 10.7 0.0586341 0.102792
7.44732 10.75 0.15929 0.103265
7.44732 10.8 0.259905 0.103276
7.44732 10.85 0.360478 0.104549
7.44732 10.9 0.461005 0.10693
7.44732 10.95 0.561483 0.107596
7.44732 11 0.661909 0.110068
7.44732 11.05 0.762278 0.112255
7.44732 11.1 0.862582 0.116594
7.44732 11.15 0.962814 0.122107
7.44732 11.2 1.06296 0.126688
7.44732 11.25 1.16301 0.131686
7.44732 11.3 1.26293 0.13716
7.44732 11.35 1.3627 0.140607
7.44732 11.4 1.46226 0.145592
7.44732 11.45 1.56157 0.150137
7.44732 11.5 1.66052 0.155266
7.44732 11.55 1.75899 0.156671
7.44732 11.6 1.8568 0.158045
7.44732 11.65 1.95369 0.159655
7.44732 11.7 2.04932 0.164563
7.44732 11.75 2.14318 0.166915
7.44732 11.8 2.23462 0.169345
7.44732 11.85 2.32272 0.173073
7.44732 11.9 2.40633 0.176159
7.44732 11.95 2.48397 0.175293
7.44732 12 2.55392 0.17561
7.44732 12.05 2.61425 0.189342
7.44732 12.1 2.66311 0.198438
7.44732 12.15 2.69895 0.216211
7.44732 12.2 2.72085 0.235812
7.44732 12.25 2.72874 0.271053
7.44732 12.3 2.72338 0.31757
7.44732 12.35 2.70625 0.361245
7.44732 12.4 2.67916 0.415562
7.44732 12.45 2.64403 0.459455
7.51623 10 -1.33266 0.129352
7.51623 10.05 -1.23162 0.123264
7.51623 10.1 -1.13059 0.120885
7.51623 10.15 -1.02959 0.119178
7.51623 10.2 -0.928616 0.115928
7.51623 10.25 -0.827664 0.114222
7.51623 10.3 -0.726738 0.111361
7.51623 10.35 -0.625839 0.109014
7.51623 10.4 -0.524968 0.10733
7.51623 10.45 -0.424127 0.107548
7.51623 10.5 -0.323316 0.107185
7.51623 10.55 -0.222537 0.104511
7.51623 10.6 -0.121791 0.105724
7.51623 10.65 -0.0210793 0.103763
7.51623 10.7 0.0795958 0.103659
7.51623 10.75 0.180233 0.10462
7.51623 10.8 0.28083 0.104834
7.51623 10.85 0.381385 0.106097
7.51623 10.9 0.481896 0.107389
7.51623 10.95 0.582358 0.108025
7.51623 11 0.682769 0.110159
7.51623 11.05 0.783123 0.11437
7.51623 11.1 0.883413 0.117972
7.51623 11.15 0.98363 0.123359
7.51623 11.2 1.08376 0.127224
7.51623 11.25 1.18379 0.132924
7.51623 11.3 1.2837 0.137522
7.51623 11.35 1.38345 0.140858
7.51623 11.4 1.48299 0.146637
7.51623 11.45 1.58226 0.150311
7.51623 11.5 1.68117 0.155016
7.51623 11.55 1.77957 0.156851
7.51623 11.6 1.87729 0.15891
7.51623 11.65 1.97405 0.1619
7.51623 11.7 2.06949 0.166565
7.51623 11.75 2.16307 0.167871
7.51623 11.8 2.2541 0.169035
7.51623 11.85 2.34164 0.176667
7.51623 11.9 2.42445 0.175012
7.51623 11.95 2.501 0.176368
7.51623 12 2.56951 0.176898
7.51623 12.05 2.62802 0.19297
7.51623 12.1 2.67468 0.2086
7.51623 12.15 2.70799 0.229077
7.51623 12.2 2.72715 0.245008
7.51623 12.25 2.73224 0.288461
7.51623 12.3 2.72417 0.334725
7.51623 12.35 2.70453 0.381201
7.51623 12.4 2.67521 0.431195
7.51623 12.45 2.63813 0.482464
7.58578 10 -1.31126 0.128919
7.58578 10.05 -1.21024 0.123865
7.58578 10.1 -1.10924 0.121089
7.58578 10.15 -1.00826 0.119437
7.58578 10.2 -0.907303 0.115844
7.58578 10.25 -0.806373 0.114978
7.58578 10.3 -0.705468 0.111352
7.58578 10.35 -0.60459 0.109849
7.58578 10.4 -0.50374 0.108131
7.58578 10.45 -0.402918 0.109348
7.58578 10.5 -0.302126 0.106924
7.58578 10.55 -0.201366 0.105769
7.58578 10.6 -0.100638 0.106073
7.58578 10.65 5.52261e-05 0.104079
7.58578 10.7 0.100713 0.104188
7.58578 10.75 0.201334 0.10449
7.58578 10.8 0.301915 0.106339
7.58578 10.85 0.402455 0.10716
7.58578 10.9 0.502951 0.108256
7.58578 10.95 0.6034 0.108922
7.58578 11 0.703797 0.11212
7.58578 11.05 0.804138 0.116832
7.58578 11.1 0.904416 0.119268
7.58578 11.15 1.00462 0.124606
7.58578 11.2 1.10474 0.129063
7.58578 11.25 1.20476 0.134346
7.58578 11.3 1.30465 0.139623
7.58578 11.35 1.40438 0.14247
7.58578 11.4 1.5039 0.147544
7.58578 11.45 1.60314 0.15249
7.58578 11.5 1.702 0.155169
7.58578 11.55 1.80034 0.156429
7.58578 11.6 1.89796 0.161502
7.58578 11.65 1.99458 0.165295
7.58578 11.7 2.0898 0.168078
7.58578 11.75 2.18308 0.169015
7.58578 11.8 2.27368 0.173066
7.58578 11.85 2.36059 0.178337
7.58578 11.9 2.44254 0.176912
7.58578 11.95 2.51792 0.176609
7.58578 12 2.58488 0.182982
7.58578 12.05 2.64145 0.198271
7.58578 12.1 2.68578 0.213796
7.58578 12.15 2.71643 0.239632
7.58578 12.2 2.73275 0.259209
7.58578 12.25 2.73496 0.30551
7.58578 12.3 2.72415 0.353385
7.58578 12.35 2.70198 0.405631
7.58578 12.4 2.67042 0.456478
7.65597 10 -1.28973 0.128924
7.65597 10.05 -1.18873 0.124341
7.65597 10.1 -1.08775 0.120718
7.65597 10.15 -0.986791 0.11792
7.65597 10.2 -0.885856 0.116225
7.65597 10.25 -0.784945 0.112984
7.65597 10.3 -0.684059 0.111546
7.65597 10.35 -0.583199 0.110488
7.65597 10.4 -0.482367 0.110004
7.65597 10.45 -0.381562 0.109165
7.65597 10.5 -0.280788 0.107752
7.65597 10.55 -0.180044 0.10828
7.65597 10.6 -0.0793327 0.105147
7.65597 10.65 0.0213453 0.104065
7.65597 10.7 0.121988 0.104454
7.65597 10.75 0.222595 0.106005
7.65597 10.8 0.323162 0.107974
7.65597 10.85 0.423689 0.107469
7.65597 10.9 0.524173 0.108939
7.65597 10.95 0.62461 0.110989
7.65597 11 0.724996 0.114707
7.65597 11.05 0.825326 0.118046
7.65597 11.1 0.925594 0.121396
7.65597 11.15 1.02579 0.126214
7.65597 11.2 1.1259 0.13151
7.65597 11.25 1.2259 0.13695
7.65597 11.3 1.32578 0.14042
7.65597 11.35 1.42549 0.145371
7.65597 11.4 1.52499 0.149123
7.65597 11.45 1.62419 0.153233
7.65597 11.5 1.723 0.15537
7.65597 11.55 1.82127 0.158971
7.65597 11.6 1.91879 0.162816
7.65597 11.65 2.01526 0.167577
7.65597 11.7 2.11026 0.168996
7.65597 11.75 2.20321 0.17182
7.65597 11.8 2.29333 0.17893
7.65597 11.85 2.37957 0.180729
7.65597 11.9 2.46058 0.179705
7.65597 11.95 2.5347 0.177436
7.65597 12 2.60001 0.195158
7.65597 12.05 2.65451 0.204784
7.65597 12.1 2.69636 0.222501
7.65597 12.15 2.72424 0.250793
7.65597 12.2 2.73761 0.278216
7.65597 12.25 2.73688 0.323029
7.65597 12.3 2.72327 0.376242
7.65597 12.35 2.69857 0.426203
7.65597 12.4 2.66477 0.476186
7.72681 10 -1.26808 0.128978
7.72681 10.05 -1.16709 0.12479
7.72681 10.1 -1.06613 0.120658
7.72681 10.15 -0.96519 0.117529
7.72681 10.2 -0.864272 0.115185
7.72681 10.25 -0.763378 0.112176
7.72681 10.3 -0.662509 0.112796
7.72681 10.35 -0.561665 0.111553
7.72681 10.4 -0.460848 0.111579
7.72681 10.45 -0.36006 0.110958
7.72681 10.5 -0.2593 0.108726
7.72681 10.55 -0.158571 0.108211
7.72681 10.6 -0.057873 0.105372
7.72681 10.65 0.0427918 0.105031
7.72681 10.7 0.143422 0.106858
7.72681 10.75 0.244016 0.108558
7.72681 10.8 0.344573 0.11024
7.72681 10.85 0.445089 0.10942
7.72681 10.9 0.545562 0.111087
7.72681 10.95 0.645989 0.112233
7.72681 11 0.746367 0.117
7.72681 11.05 0.846688 0.119925
7.72681 11.1 0.946947 0.122972
7.72681 11.15 1.04713 0.127855
7.72681 11.2 1.14723 0.132671
7.72681 11.25 1.24723 0.138421
7.72681 11.3 1.34709 0.141483
7.72681 11.35 1.44679 0.147057
7.72681 11.4 1.54626 0.151592
7.72681 11.45 1.64543 0.154965
7.72681 11.5 1.74419 0.15747
7.72681 11.55 1.84239 0.16139
7.72681 11.6 1.93979 0.165448
7.72681 11.65 2.0361 0.170169
7.72681 11.7 2.13085 0.17043
7.72681 11.75 2.22345 0.175052
7.72681 11.8 2.31306 0.179386
7.72681 11.85 2.39857 0.179066
7.72681 11.9 2.47856 0.183876
7.72681 11.95 2.55132 0.183327
7.72681 12 2.61485 0.198547
7.72681 12.05 2.66714 0.216136
7.72681 12.1 2.70638 0.237546
7.72681 12.15 2.73135 0.263022
7.72681 12.2 2.74168 0.299188
7.72681 12.25 2.73794 0.346614
7.72681 12.3 2.72151 0.402077
7.72681 12.35 2.69426 0.450352
7.7983 10 -1.24629 0.129892
7.7983 10.05 -1.14533 0.123801
7.7983 10.1 -1.04438 0.120102
7.7983 10.15 -0.943454 0.117267
7.7983 10.2 -0.842551 0.115384
7.7983 10.25 -0.741671 0.114418
7.7983 10.3 -0.640816 0.114509
7.7983 10.35 -0.539986 0.113516
7.7983 10.4 -0.439183 0.112352
7.7983 10.45 -0.338407 0.111552
7.7983 10.5 -0.23766 0.110003
7.7983 10.55 -0.136943 0.107126
7.7983 10.6 -0.0362565 0.106794
7.7983 10.65 0.0643972 0.107222
7.7983 10.7 0.165017 0.10792
7.7983 10.75 0.265602 0.109392
7.7983 10.8 0.366149 0.11122
7.7983 10.85 0.466656 0.111556
7.7983 10.9 0.567122 0.111982
7.7983 10.95 0.667542 0.114472
7.7983 11 0.767912 0.118569
7.7983 11.05 0.868227 0.121785
7.7983 11.1 0.96848 0.124984
7.7983 11.15 1.06866 0.12935
7.7983 11.2 1.16875 0.134097
7.7983 11.25 1.26874 0.13856
7.7983 11.3 1.36859 0.144293
7.7983 11.35 1.46827 0.14795
7.7983 11.4 1.56772 0.154104
7.7983 11.45 1.66686 0.156092
7.7983 11.5 1.76556 0.160237
7.7983 11.55 1.86368 0.162467
7.7983 11.6 1.96096 0.166759
7.7983 11.65 2.05709 0.172177
7.7983 11.7 2.15158 0.173761
7.7983 11.75 2.24379 0.178594
7.7983 11.8 2.33284 0.182484
7.7983 11.85 2.41756 0.179237
7.7983 11.9 2.49645 0.183469
7.7983 11.95 2.56773 0.187225
7.7983 12 2.62936 0.204299
7.7983 12.05 2.67929 0.223541
7.7983 12.1 2.71578 0.250917
7.7983 12.15 2.73772 0.279348
7.7983 12.2 2.74491 0.314255
7.7983 12.25 2.73811 0.367302
7.7983 12.3 2.71882 0.419842
7.7983 12.35 2.68902 0.472339
7.87046 10 -1.22438 0.128164
7.87046 10.05 -1.12343 0.122812
7.87046 10.1 -1.02249 0.120679
7.87046 10.15 -0.92158 0.119718
7.87046 10.2 -0.82069 0.116757
7.87046 10.25 -0.719823 0.117545
7.87046 10.3 -0.618979 0.116443
7.87046 10.35 -0.518161 0.114507
7.87046 10.4 -0.417369 0.112817
7.87046 10.45 -0.316604 0.111804
7.87046 10.5 -0.215867 0.110442
7.87046 10.55 -0.115159 0.10778
7.87046 10.6 -0.0144825 0.107225
7.87046 10.65 0.0861626 0.108269
7.87046 10.7 0.186774 0.109474
7.87046 10.75 0.287351 0.111429
7.87046 10.8 0.387891 0.11196
7.87046 10.85 0.488393 0.113192
7.87046 10.9 0.588852 0.112703
7.87046 10.95 0.689267 0.116971
7.87046 11 0.789633 0.120333
7.87046 11.05 0.889943 0.123783
7.87046 11.1 0.990192 0.127187
7.87046 11.15 1.09037 0.13146
7.87046 11.2 1.19045 0.136202
7.87046 11.25 1.29043 0.140464
7.87046 11.3 1.39028 0.145179
7.87046 11.35 1.48994 0.150821
7.87046 11.4 1.58936 0.154945
7.87046 11.45 1.68846 0.157422
7.87046 11.5 1.78712 0.161911
7.87046 11.55 1.88515 0.164465
7.87046 11.6 1.9823 0.16935
7.87046 11.65 2.07823 0.173893
7.87046 11.7 2.17243 0.178437
7.87046 11.75 2.26422 0.181701
7.87046 11.8 2.35266 0.184648
7.87046 11.85 2.43652 0.183151
7.87046 11.9 2.51422 0.189928
7.87046 11.95 2.58391 0.20247
7.87046 12 2.64349 0.215391
7.87046 12.05 2.69092 0.23386
7.87046 12.1 2.72451 0.261279
7.87046 12.15 2.7433 0.292991
7.87046 12.2 2.74726 0.334544
7.87046 12.25 2.73733 0.389747
7.87046 12.3 2.71517 0.440439
7.94328 10 -1.20234 0.127878
7.94328 10.05 -1.10139 0.123297
7.94328 10.1 -1.00047 0.122312
7.94328 10.15 -0.899567 0.120876
7.94328 10.2 -0.798686 0.119346
7.94328 10.25 -0.697829 0.120045
7.94328 10.3 -0.596995 0.117509
7.94328 10.35 -0.496186 0.115308
7.94328 10.4 -0.395403 0.114923
7.94328 10.45 -0.294646 0.111943
7.94328 10.5 -0.193917 0.111094
7.94328 10.55 -0.0932171 0.109779
7.94328 10.6 0.00745295 0.108294
7.94328 10.65 0.108092 0.109128
7.94328 10.7 0.208698 0.11068
7.94328 10.75 0.309269 0.112766
7.94328 10.8 0.409805 0.114251
7.94328 10.85 0.510302 0.113915
7.94328 10.9 0.610758 0.114317
7.94328 10.95 0.71117 0.119342
7.94328 11 0.811533 0.122043
7.94328 11.05 0.911841 0.125435
7.94328 11.1 1.01209 0.128559
7.94328 11.15 1.11226 0.133931
7.94328 11.2 1.21234 0.137918
7.94328 11.25 1.31232 0.142152
7.94328 11.3 1.41215 0.148045
7.94328 11.35 1.5118 0.151955
7.94328 11.4 1.6112 0.156208
7.94328 11.45 1.71026 0.158449
7.94328 11.5 1.80885 0.162433
7.94328 11.55 1.90679 0.165926
7.94328 11.6 2.00381 0.17247
7.94328 11.65 2.09952 0.175561
7.94328 11.7 2.19341 0.180489
7.94328 11.75 2.28474 0.184136
7.94328 11.8 2.37251 0.185109
7.94328 11.85 2.45543 0.188378
7.94328 11.9 2.53185 0.195182
7.94328 11.95 2.59981 0.207029
7.94328 12 2.6572 0.225281
7.94328 12.05 2.70196 0.24633
7.94328 12.1 2.73251 0.280859
7.94328 12.15 2.74802 0.309452
7.94328 12.2 2.74867 0.354632
7.94328 12.25 2.73557 0.417733
7.94328 12.3 2.71053 0.466523
8.01678 10 -1.18016 0.128894
8.01678 10.05 -1.07922 0.126202
8.01678 10.1 -0.978307 0.126283
8.01678 10.15 -0.877413 0.124008
8.01678 10.2 -0.776541 0.121778
8.01678 10.25 -0.675691 0.121108
8.01678 10.3 -0.574864 0.120071
8.01678 10.35 -0.474062 0.116898
8.01678 10.4 -0.373285 0.11573
8.01678 10.45 -0.272534 0.112806
8.01678 10.5 -0.171811 0.111476
8.01678 10.55 -0.0711158 0.10983
8.01678 10.6 0.0295497 0.10959
8.01678 10.65 0.130184 0.109317
8.01678 10.7 0.230787 0.111509
8.01678 10.75 0.331356 0.114582
8.01678 10.8 0.431889 0.114615
8.01678 10.85 0.532384 0.11571
8.01678 10.9 0.632839 0.118082
8.01678 10.95 0.73325 0.121509
8.01678 11 0.833612 0.123514
8.01678 11.05 0.933921 0.127111
8.01678 11.1 1.03417 0.13052
8.01678 11.15 1.13434 0.135986
8.01678 11.2 1.23442 0.140958
8.01678 11.25 1.33439 0.145084
8.01678 11.3 1.43421 0.149737
8.01678 11.35 1.53385 0.154654
8.01678 11.4 1.63322 0.157244
8.01678 11.45 1.73224 0.160697
8.01678 11.5 1.83077 0.16236
8.01678 11.55 1.92861 0.169033
8.01678 11.6 2.02547 0.174637
8.01678 11.65 2.12096 0.179714
8.01678 11.7 2.2145 0.181866
8.01678 11.75 2.30533 0.186626
8.01678 11.8 2.39238 0.186924
8.01678 11.85 2.47427 0.193197
8.01678 11.9 2.54928 0.205826
8.01678 11.95 2.61539 0.214049
8.01678 12 2.67042 0.23503
8.01678 12.05 2.71237 0.262641
8.01678 12.1 2.73971 0.294216
8.01678 12.15 2.75183 0.332406
8.01678 12.2 2.74908 0.377836
8.01678 12.25 2.73279 0.44008
8.09096 10 -1.15784 0.133431
8.09096 10.05 -1.05691 0.130773
8.09096 10.1 -0.956002 0.129219
8.09096 10.15 -0.855114 0.125728
8.09096 10.2 -0.754247 0.122037
8.09096 10.25 -0.653402 0.122256
8.09096 10.3 -0.552581 0.121755
8.09096 10.35 -0.451783 0.118823
8.09096 10.4 -0.35101 0.115356
8.09096 10.45 -0.250263 0.113149
8.09096 10.5 -0.149543 0.112312
8.09096 10.55 -0.0488503 0.110905
8.09096 10.6 0.0518131 0.11057
8.09096 10.65 0.152446 0.111897
8.09096 10.7 0.253047 0.112764
8.09096 10.75 0.353616 0.115532
8.09096 10.8 0.454149 0.115724
8.09096 10.85 0.554645 0.118108
8.09096 10.9 0.6551 0.121031
8.09096 10.95 0.755513 0.122583
8.09096 11 0.855877 0.125529
8.09096 11.05 0.956187 0.128916
8.09096 11.1 1.05643 0.132735
8.09096 11.15 1.15661 0.139063
8.09096 11.2 1.25669 0.142619
8.09096 11.25 1.35666 0.147585
8.09096 11.3 1.45647 0.151587
8.09096 11.35 1.55609 0.156264
8.09096 11.4 1.65544 0.159612
8.09096 11.45 1.75442 0.164831
8.09096 11.5 1.85288 0.165482
8.09096 11.55 1.95061 0.170973
8.09096 11.6 2.04731 0.178645
8.09096 11.65 2.14254 0.183668
8.09096 11.7 2.23571 0.182719
8.09096 11.75 2.32598 0.186254
8.09096 11.8 2.41223 0.188436
8.09096 11.85 2.49301 0.197097
8.09096 11.9 2.5665 0.210716
8.09096 11.95 2.6306 0.227758
8.09096 12 2.68311 0.246073
8.09096 12.05 2.72206 0.273066
8.09096 12.1 2.74606 0.313894
8.09096 12.15 2.75467 0.351187
8.09096 12.2 2.74846 0.399929
8.09096 12.25 2.72894 0.461838
8.16582 10 -1.13539 0.136606
8.16582 10.05 -1.03446 0.134377
8.16582 10.1 -0.933557 0.131397
8.16582 10.15 -0.832672 0.125457
8.16582 10.2 -0.731809 0.124084
8.16582 10.25 -0.630967 0.124493
8.16582 10.3 -0.530147 0.121099
8.16582 10.35 -0.429351 0.118184
8.16582 10.4 -0.32858 0.116234
8.16582 10.45 -0.227834 0.114557
8.16582 10.5 -0.127115 0.11403
8.16582 10.55 -0.0264224 0.113053
8.16582 10.6 0.0742411 0.112746
8.16582 10.65 0.174875 0.1124
8.16582 10.7 0.275478 0.114518
8.16582 10.75 0.376047 0.117022
8.16582 10.8 0.476583 0.11798
8.16582 10.85 0.577082 0.120148
8.16582 10.9 0.677541 0.124296
8.16582 10.95 0.777957 0.125502
8.16582 11 0.878325 0.127667
8.16582 11.05 0.978639 0.131155
8.16582 11.1 1.07889 0.136255
8.16582 11.15 1.17907 0.141897
8.16582 11.2 1.27915 0.144804
8.16582 11.25 1.37911 0.149268
8.16582 11.3 1.47892 0.153682
8.16582 11.35 1.57853 0.156553
8.16582 11.4 1.67785 0.162629
8.16582 11.45 1.77678 0.163393
8.16582 11.5 1.87517 0.167986
8.16582 11.55 1.97278 0.174088
8.16582 11.6 2.06929 0.18161
8.16582 11.65 2.16425 0.182862
8.16582 11.7 2.25701 0.186182
8.16582 11.75 2.34667 0.189019
8.16582 11.8 2.43206 0.192605
8.16582 11.85 2.51161 0.202682
