#1+z Log10(Mass/Msun) Star-Forming-Fraction One-sigma-uncertainty
1.1695 10.4 0.910084 0.0508612
1.1695 10.45 0.907118 0.0490409
1.1695 10.5 0.903805 0.0472755
1.1695 10.55 0.900115 0.0453988
1.1695 10.6 0.896019 0.0433756
1.1695 10.65 0.891488 0.0414428
1.1695 10.7 0.886491 0.0396183
1.1695 10.75 0.880997 0.0379613
1.1695 10.8 0.874977 0.0358436
1.1695 10.85 0.868401 0.0343167
1.1695 10.9 0.861243 0.0335375
1.1695 10.95 0.853473 0.0323471
1.1695 11 0.845069 0.0308081
1.1695 11.05 0.836007 0.0297794
1.1695 11.1 0.826267 0.0278057
1.1695 11.15 0.815832 0.0273539
1.1695 11.2 0.804688 0.02626
1.1695 11.25 0.792826 0.025102
1.1695 11.3 0.78024 0.0243473
1.1695 11.35 0.766929 0.0241912
1.1695 11.4 0.752896 0.0233077
1.1695 11.45 0.738149 0.0222933
1.1695 11.5 0.722703 0.021974
1.1695 11.55 0.706576 0.0215111
1.1695 11.6 0.689792 0.0208796
1.1695 11.65 0.67238 0.0206849
1.1695 11.7 0.654376 0.0205971
1.1695 11.75 0.635818 0.020745
1.1695 11.8 0.616753 0.0217466
1.1695 11.85 0.597227 0.0230469
1.1695 11.9 0.577296 0.0253756
1.1695 11.95 0.557015 0.0283511
1.1695 12 0.536445 0.0307056
1.1695 12.05 0.51565 0.033746
1.1695 12.1 0.494693 0.037291
1.1695 12.15 0.473643 0.0408965
1.1695 12.2 0.452566 0.0440448
1.1695 12.25 0.43153 0.0482306
1.1695 12.3 0.410603 0.0528917
1.1695 12.35 0.389851 0.0566794
1.1695 12.4 0.36934 0.060298
1.1695 12.45 0.34913 0.0634596
1.1695 12.5 0.329282 0.0660677
1.1695 12.55 0.309853 0.0688359
1.1695 12.6 0.290894 0.0715106
1.1695 12.65 0.272454 0.0726811
1.1695 12.7 0.254576 0.0735902
1.1695 12.75 0.237298 0.0750912
1.1695 12.8 0.220655 0.0760276
1.1695 12.85 0.204674 0.0760405
1.1695 12.9 0.189379 0.0756578
1.1695 12.95 0.174788 0.0749059
1.1695 13 0.160912 0.0738293
1.1695 13.05 0.147758 0.0723055
1.1695 13.1 0.135331 0.0705072
1.1695 13.15 0.123626 0.0684897
1.1695 13.2 0.112638 0.0664618
1.1695 13.25 0.102356 0.0643905
1.1695 13.3 0.0927657 0.0620851
1.1695 13.35 0.0838489 0.0591948
1.1695 13.4 0.0755851 0.0564554
1.1695 13.45 0.0679513 0.0536328
1.1695 13.5 0.0609221 0.0507938
1.1695 13.55 0.0544703 0.0479333
1.1695 13.6 0.0485676 0.0450837
1.1695 13.65 0.0431847 0.0421328
1.1695 13.7 0.0382916 0.0392373
1.1695 13.75 0.033858 0.0364209
1.1695 13.8 0.0298536 0.0337616
1.1695 13.85 0.0262486 0.0313171
1.1695 13.9 0.0230136 0.028906
1.1695 13.95 0.0201199 0.0266097
1.1695 14 0.0175398 0.0245083
1.1695 14.05 0.0152468 0.0224531
1.1695 14.1 0.0132154 0.0204606
1.1695 14.15 0.0114217 0.0186338
1.1695 14.2 0.00984283 0.0169427
1.1695 14.25 0.00845761 0.0153686
1.1695 14.3 0.00724617 0.0139067
1.1695 14.35 0.00619013 0.0126004
1.1695 14.4 0.00527251 0.0114015
1.1695 14.45 0.00447773 0.010313
1.1695 14.5 0.00379156 0.00927985
1.1695 14.55 0.00320107 0.00834762
1.1695 14.6 0.00269454 0.00749454
1.1695 14.65 0.00226145 0.00671584
1.1695 14.7 0.00189232 0.00600672
1.1695 14.75 0.00157873 0.00536254
1.1695 14.8 0.00131318 0.00477852
1.1695 14.85 0.00108903 0.00425045
1.1695 14.9 0.000900438 0.00377389
1.1695 14.95 0.000742269 0.00334466
1.1695 15 0.000610046 0.0029535
1.18032 10 0.927184 0.0616536
1.18032 10.05 0.926217 0.0603417
1.18032 10.1 0.9251 0.0591618
1.18032 10.15 0.923815 0.0583147
1.18032 10.2 0.922343 0.0571938
1.18032 10.25 0.92066 0.0554098
1.18032 10.3 0.918743 0.0538555
1.18032 10.35 0.916568 0.052653
1.18032 10.4 0.914108 0.0509642
1.18032 10.45 0.911334 0.0492867
1.18032 10.5 0.908218 0.0471498
1.18032 10.55 0.90473 0.0454157
1.18032 10.6 0.900837 0.0433047
1.18032 10.65 0.896507 0.0410108
1.18032 10.7 0.891709 0.0394226
1.18032 10.75 0.886409 0.0373754
1.18032 10.8 0.880575 0.0354291
1.18032 10.85 0.874174 0.0335537
1.18032 10.9 0.867176 0.0330965
1.18032 10.95 0.85955 0.0322715
1.18032 11 0.851269 0.0300551
1.18032 11.05 0.842305 0.0288483
1.18032 11.1 0.832637 0.0276161
1.18032 11.15 0.822244 0.0268895
1.18032 11.2 0.81111 0.0257513
1.18032 11.25 0.799221 0.0243216
1.18032 11.3 0.786571 0.0239037
1.18032 11.35 0.773155 0.0239528
1.18032 11.4 0.758975 0.0228113
1.18032 11.45 0.74404 0.0218219
1.18032 11.5 0.728361 0.0213513
1.18032 11.55 0.711958 0.0208969
1.18032 11.6 0.694856 0.0205805
1.18032 11.65 0.677084 0.0202101
1.18032 11.7 0.658679 0.0203078
1.18032 11.75 0.639684 0.0208199
1.18032 11.8 0.620145 0.0211467
1.18032 11.85 0.600115 0.0228111
1.18032 11.9 0.579652 0.0250277
1.18032 11.95 0.558816 0.0273994
1.18032 12 0.537673 0.0302694
1.18032 12.05 0.516291 0.0330813
1.18032 12.1 0.494741 0.0365727
1.18032 12.15 0.473095 0.0404372
1.18032 12.2 0.451425 0.0440585
1.18032 12.25 0.429806 0.0477466
1.18032 12.3 0.408311 0.0519282
1.18032 12.35 0.38701 0.0561588
1.18032 12.4 0.365974 0.0599332
1.18032 12.45 0.34527 0.0626545
1.18032 12.5 0.324961 0.0654226
1.18032 12.55 0.305108 0.0681352
1.18032 12.6 0.285766 0.0702537
1.18032 12.65 0.266986 0.0718231
1.18032 12.7 0.248813 0.0728475
1.18032 12.75 0.231287 0.0747163
1.18032 12.8 0.214442 0.0750562
1.18032 12.85 0.198307 0.0746434
1.18032 12.9 0.182904 0.0742164
1.18032 12.95 0.16825 0.0734354
1.18032 13 0.154355 0.0724411
1.18032 13.05 0.141225 0.0709849
1.18032 13.1 0.128859 0.0690302
1.18032 13.15 0.117253 0.0669906
1.18032 13.2 0.106397 0.064845
1.18032 13.25 0.0962769 0.0625289
1.18032 13.3 0.0868744 0.0595226
1.18032 13.35 0.0781685 0.0567075
1.18032 13.4 0.0701348 0.0539148
1.18032 13.45 0.0627466 0.0510312
1.18032 13.5 0.0559749 0.0480979
1.18032 13.55 0.0497894 0.0450409
1.18032 13.6 0.0441584 0.0420333
1.18032 13.65 0.0390496 0.0391438
1.18032 13.7 0.0344303 0.0363619
1.18032 13.75 0.0302677 0.0338389
1.18032 13.8 0.0265294 0.03132
1.18032 13.85 0.0231835 0.0288647
1.18032 13.9 0.0201989 0.0265392
1.18032 13.95 0.0175456 0.024378
1.18032 14 0.0151949 0.0222866
1.18032 14.05 0.0131193 0.0202627
1.18032 14.1 0.0112928 0.0184228
1.18032 14.15 0.00969099 0.0167077
1.18032 14.2 0.00829094 0.0151148
1.18032 14.25 0.0070714 0.0136406
1.18032 14.3 0.00601269 0.0122997
1.18032 14.35 0.00509671 0.0110957
1.18032 14.4 0.00430692 0.00998828
1.18032 14.45 0.00362822 0.00897356
1.18032 14.5 0.00304697 0.00804508
1.18032 14.55 0.00255087 0.00719813
1.18032 14.6 0.00212887 0.00642728
1.18032 14.65 0.00177112 0.00572743
1.18032 14.7 0.00146886 0.00509366
1.18032 14.75 0.00121436 0.00452108
1.18032 14.8 0.00100079 0.00400498
1.18032 14.85 0.000822178 0.00354102
1.18032 14.9 0.000673308 0.00312486
1.18032 14.95 0.000549646 0.00275085
1.18032 15 0.000447273 0.00240555
1.19124 10 0.929841 0.0619752
1.19124 10.05 0.928988 0.0606617
1.19124 10.1 0.927997 0.0594188
1.19124 10.15 0.926848 0.0581365
1.19124 10.2 0.925522 0.0566232
1.19124 10.25 0.923996 0.0556362
1.19124 10.3 0.922246 0.0540644
1.19124 10.35 0.920248 0.0523112
1.19124 10.4 0.917973 0.0511663
1.19124 10.45 0.915393 0.049418
1.19124 10.5 0.912477 0.0475615
1.19124 10.55 0.909194 0.045546
1.19124 10.6 0.905509 0.0434647
1.19124 10.65 0.90139 0.0413293
1.19124 10.7 0.8968 0.0391448
1.19124 10.75 0.891705 0.0369499
1.19124 10.8 0.886069 0.0355681
1.19124 10.85 0.879857 0.0334395
1.19124 10.9 0.873035 0.0322969
1.19124 10.95 0.865568 0.0317
1.19124 11 0.857426 0.0298203
1.19124 11.05 0.84858 0.0282751
1.19124 11.1 0.839001 0.0270456
1.19124 11.15 0.828667 0.026515
1.19124 11.2 0.817558 0.0251707
1.19124 11.25 0.805659 0.0239857
1.19124 11.3 0.792958 0.0235948
1.19124 11.35 0.779451 0.0237493
1.19124 11.4 0.765136 0.0227955
1.19124 11.45 0.750021 0.0218597
1.19124 11.5 0.734116 0.0211709
1.19124 11.55 0.717441 0.020392
1.19124 11.6 0.700021 0.0205144
1.19124 11.65 0.681887 0.0201011
1.19124 11.7 0.663077 0.0200878
1.19124 11.75 0.643636 0.0205603
1.19124 11.8 0.623614 0.0206108
1.19124 11.85 0.603067 0.0221501
1.19124 11.9 0.582057 0.0243438
1.19124 11.95 0.560651 0.0269059
1.19124 12 0.538917 0.0297271
1.19124 12.05 0.516931 0.032502
1.19124 12.1 0.494768 0.0355941
1.19124 12.15 0.472507 0.0397678
1.19124 12.2 0.450227 0.0432289
1.19124 12.25 0.428007 0.047397
1.19124 12.3 0.405927 0.0516257
1.19124 12.35 0.384064 0.0557665
1.19124 12.4 0.362492 0.0591979
1.19124 12.45 0.341285 0.0620289
1.19124 12.5 0.320509 0.0647784
1.19124 12.55 0.30023 0.0670283
1.19124 12.6 0.280505 0.0700714
1.19124 12.65 0.261388 0.0715883
1.19124 12.7 0.242927 0.0729167
1.19124 12.75 0.225162 0.0737555
1.19124 12.8 0.208128 0.0736823
1.19124 12.85 0.191854 0.0733987
1.19124 12.9 0.17636 0.0730867
1.19124 12.95 0.161663 0.0722699
1.19124 13 0.14777 0.0709295
1.19124 13.05 0.134685 0.069195
1.19124 13.1 0.122405 0.0671659
1.19124 13.15 0.110921 0.0649842
1.19124 13.2 0.10022 0.0625304
1.19124 13.25 0.0902837 0.0599169
1.19124 13.3 0.0810911 0.0571525
1.19124 13.35 0.0726166 0.0542354
1.19124 13.4 0.0648319 0.0512119
1.19124 13.45 0.0577065 0.0481039
1.19124 13.5 0.0512076 0.0450342
1.19124 13.55 0.0453015 0.0421316
1.19124 13.6 0.0399531 0.0390991
1.19124 13.65 0.035127 0.0363909
1.19124 13.7 0.0307879 0.0337672
1.19124 13.75 0.0269004 0.0312459
1.19124 13.8 0.02343 0.0288242
1.19124 13.85 0.020343 0.0265096
1.19124 13.9 0.0176069 0.0242474
1.19124 13.95 0.0151903 0.0221144
1.19124 14 0.0130636 0.0201125
1.19124 14.05 0.0111987 0.0182416
1.19124 14.1 0.00956925 0.0165096
1.19124 14.15 0.00815052 0.0148922
1.19124 14.2 0.00691969 0.0133993
1.19124 14.25 0.0058557 0.0120286
1.19124 14.3 0.0049392 0.0108153
1.19124 14.35 0.00415256 0.00970775
1.19124 14.4 0.0034798 0.00868815
1.19124 14.45 0.00290648 0.0077617
1.19124 14.5 0.00241964 0.00691864
1.19124 14.55 0.00200772 0.00615404
1.19124 14.6 0.00166043 0.00546251
1.19124 14.65 0.00136867 0.00483866
1.19124 14.7 0.00112444 0.00426227
1.19124 14.75 0.000920719 0.00374045
1.19124 14.8 0.000751401 0.0032902
1.19124 14.85 0.000611176 0.00288825
1.19124 14.9 0.00049546 0.00252361
1.19124 14.95 0.00040031 0.00219578
1.19124 15 0.000322348 0.00191559
1.20226 10 0.932376 0.0613126
1.20226 10.05 0.931631 0.0602489
1.20226 10.1 0.930758 0.0592818
1.20226 10.15 0.929739 0.0581798
1.20226 10.2 0.928553 0.0567151
1.20226 10.25 0.927179 0.0555809
1.20226 10.3 0.925593 0.0543193
1.20226 10.35 0.923768 0.0523221
1.20226 10.4 0.921677 0.0507572
1.20226 10.45 0.919291 0.0494175
1.20226 10.5 0.916577 0.047612
1.20226 10.55 0.913501 0.0457021
1.20226 10.6 0.910031 0.0439183
1.20226 10.65 0.906128 0.0414172
1.20226 10.7 0.901755 0.0391178
1.20226 10.75 0.896875 0.0370643
1.20226 10.8 0.89145 0.0355659
1.20226 10.85 0.88544 0.0333728
1.20226 10.9 0.878808 0.0316565
1.20226 10.95 0.871518 0.0313354
1.20226 11 0.863532 0.0294017
1.20226 11.05 0.85482 0.0279168
1.20226 11.1 0.845349 0.0267224
1.20226 11.15 0.835092 0.0256783
1.20226 11.2 0.824027 0.0248949
1.20226 11.25 0.812133 0.0235984
1.20226 11.3 0.799398 0.0233116
1.20226 11.35 0.785813 0.0232228
1.20226 11.4 0.771376 0.0224975
1.20226 11.45 0.75609 0.0216126
1.20226 11.5 0.739967 0.0207026
1.20226 11.55 0.723025 0.020429
1.20226 11.6 0.705288 0.0201686
1.20226 11.65 0.686791 0.0200515
1.20226 11.7 0.667572 0.0199375
1.20226 11.75 0.647678 0.0204048
1.20226 11.8 0.627163 0.0205209
1.20226 11.85 0.606087 0.0218317
1.20226 11.9 0.584516 0.024056
1.20226 11.95 0.562522 0.0263088
1.20226 12 0.54018 0.0291374
1.20226 12.05 0.51757 0.0318545
1.20226 12.1 0.494775 0.0351362
1.20226 12.15 0.47188 0.0391125
1.20226 12.2 0.44897 0.0430849
1.20226 12.25 0.426133 0.047035
1.20226 12.3 0.403452 0.0516292
1.20226 12.35 0.381012 0.0555136
1.20226 12.4 0.358894 0.0587926
1.20226 12.45 0.337174 0.061699
1.20226 12.5 0.315927 0.0639813
1.20226 12.55 0.295219 0.0668923
1.20226 12.6 0.275112 0.0690772
1.20226 12.65 0.255664 0.0706579
1.20226 12.7 0.236922 0.0722145
1.20226 12.75 0.218929 0.0728943
1.20226 12.8 0.201721 0.073002
1.20226 12.85 0.185323 0.0725614
1.20226 12.9 0.169758 0.0718377
1.20226 12.95 0.155039 0.070751
1.20226 13 0.141171 0.069103
1.20226 13.05 0.128154 0.0672242
1.20226 13.1 0.115983 0.0649036
1.20226 13.15 0.104645 0.0624248
1.20226 13.2 0.0941222 0.0598044
1.20226 13.25 0.0843935 0.0572857
1.20226 13.3 0.0754324 0.0543643
1.20226 13.35 0.0672094 0.0512608
1.20226 13.4 0.059692 0.0482607
1.20226 13.45 0.0528456 0.0453263
1.20226 13.5 0.0466336 0.042222
1.20226 13.55 0.0410185 0.0393254
1.20226 13.6 0.0359619 0.0364352
1.20226 13.65 0.0314255 0.0337206
1.20226 13.7 0.027371 0.0311972
1.20226 13.75 0.0237608 0.0286356
1.20226 13.8 0.0205583 0.026396
1.20226 13.85 0.0177282 0.0240732
1.20226 13.9 0.0152365 0.0218824
1.20226 13.95 0.013051 0.0199668
1.20226 14 0.0111413 0.0180903
1.20226 14.05 0.00947892 0.0163205
1.20226 14.1 0.00803718 0.014683
1.20226 14.15 0.00679153 0.0131739
1.20226 14.2 0.00571933 0.0117926
1.20226 14.25 0.0047999 0.0105524
1.20226 14.3 0.00401444 0.00943745
1.20226 14.35 0.00334595 0.00841973
1.20226 14.4 0.00277915 0.00749446
1.20226 14.45 0.00230037 0.00665574
1.20226 14.5 0.00189746 0.00589766
1.20226 14.55 0.00155968 0.00521438
1.20226 14.6 0.00127756 0.00458641
1.20226 14.65 0.00104282 0.00400278
1.20226 14.7 0.000848228 0.00347325
1.20226 14.75 0.000687528 0.00304012
1.20226 14.8 0.000555315 0.00265518
1.20226 14.85 0.000446947 0.00228821
1.20226 14.9 0.000358459 0.00196509
1.20226 14.95 0.000286474 0.00169779
1.20226 15 0.000228135 0.00146667
1.21339 10 0.934796 0.060912
1.21339 10.05 0.934151 0.0600158
1.21339 10.1 0.933389 0.0589001
1.21339 10.15 0.932492 0.0578535
1.21339 10.2 0.93144 0.056789
1.21339 10.25 0.930212 0.0555411
1.21339 10.3 0.928784 0.0544097
1.21339 10.35 0.927129 0.0528649
1.21339 10.4 0.92522 0.0513637
1.21339 10.45 0.923025 0.049326
1.21339 10.5 0.920513 0.0478091
1.21339 10.55 0.917648 0.0459657
1.21339 10.6 0.914394 0.0438929
1.21339 10.65 0.910713 0.041579
1.21339 10.7 0.906565 0.039347
1.21339 10.75 0.90191 0.03696
1.21339 10.8 0.896706 0.0354357
1.21339 10.85 0.890912 0.033281
1.21339 10.9 0.884485 0.0314533
1.21339 10.95 0.877386 0.0303688
1.21339 11 0.869575 0.0292205
1.21339 11.05 0.861015 0.0277627
1.21339 11.1 0.85167 0.0259931
1.21339 11.15 0.84151 0.0254132
1.21339 11.2 0.830506 0.0245805
1.21339 11.25 0.818637 0.0235158
1.21339 11.3 0.805885 0.0226785
1.21339 11.35 0.792237 0.0227317
1.21339 11.4 0.77769 0.0224548
1.21339 11.45 0.762246 0.021558
1.21339 11.5 0.745913 0.0210121
1.21339 11.55 0.728709 0.0205811
1.21339 11.6 0.71066 0.0202828
1.21339 11.65 0.691798 0.0197491
1.21339 11.7 0.672166 0.0200721
1.21339 11.75 0.651813 0.0200741
1.21339 11.8 0.630795 0.0209432
1.21339 11.85 0.609177 0.0214697
1.21339 11.9 0.587031 0.0238014
1.21339 11.95 0.564432 0.0258418
1.21339 12 0.541463 0.0286226
1.21339 12.05 0.51821 0.0309656
1.21339 12.1 0.494763 0.0345341
1.21339 12.15 0.471214 0.0386211
1.21339 12.2 0.447656 0.0423688
1.21339 12.25 0.424182 0.0467346
1.21339 12.3 0.400885 0.0512664
1.21339 12.35 0.377854 0.0552585
1.21339 12.4 0.355178 0.058162
1.21339 12.45 0.332938 0.0612377
1.21339 12.5 0.311214 0.0641553
1.21339 12.55 0.290076 0.0658151
1.21339 12.6 0.26959 0.0678126
1.21339 12.65 0.249816 0.0694216
1.21339 12.7 0.230803 0.0701721
1.21339 12.75 0.212595 0.0718709
1.21339 12.8 0.195227 0.0716644
1.21339 12.85 0.178725 0.0710908
1.21339 12.9 0.163109 0.0704405
1.21339 12.95 0.14839 0.0692594
1.21339 13 0.13457 0.0671128
1.21339 13.05 0.121647 0.0647976
1.21339 13.1 0.109609 0.0622706
1.21339 13.15 0.0984415 0.0602658
1.21339 13.2 0.0881215 0.0573324
1.21339 13.25 0.0786227 0.0543575
1.21339 13.3 0.0699144 0.051305
1.21339 13.35 0.0619623 0.0486622
1.21339 13.4 0.0547297 0.0457394
1.21339 13.45 0.0481773 0.0427372
1.21339 13.5 0.0422648 0.0398305
1.21339 13.55 0.0369508 0.0367359
1.21339 13.6 0.0321935 0.0340008
1.21339 13.65 0.0279516 0.0314127
1.21339 13.7 0.0241842 0.0290168
1.21339 13.75 0.0208514 0.0265435
1.21339 13.8 0.0179148 0.0242052
1.21339 13.85 0.0153375 0.021995
1.21339 13.9 0.0130845 0.0199124
1.21339 13.95 0.0111228 0.0179714
1.21339 14 0.00942157 0.0161708
1.21339 14.05 0.00795196 0.0145126
1.21339 14.1 0.0066875 0.0129883
1.21339 14.15 0.00560385 0.0115896
1.21339 14.2 0.00467885 0.010317
1.21339 14.25 0.00389239 0.00919307
1.21339 14.3 0.00322636 0.00817164
1.21339 14.35 0.00266457 0.00724625
1.21339 14.4 0.00219256 0.00638872
1.21339 14.45 0.00179757 0.00556253
1.21339 14.5 0.00146833 0.00488609
1.21339 14.55 0.00119498 0.00428908
1.21339 14.6 0.000968941 0.003739
1.21339 14.65 0.000782758 0.0032667
1.21339 14.7 0.000630012 0.00284753
1.21339 14.75 0.000505193 0.00246851
1.21339 14.8 0.0004036 0.00213053
1.21339 14.85 0.000321238 0.00184257
1.21339 14.9 0.000254731 0.00158988
1.21339 14.95 0.000201239 0.0013687
1.21339 15 0.000158386 0.00117539
1.22462 10 0.937108 0.0605467
1.22462 10.05 0.936555 0.0594404
1.22462 10.1 0.935896 0.0584008
1.22462 10.15 0.935113 0.0573594
1.22462 10.2 0.934189 0.0560912
1.22462 10.25 0.9331 0.0549573
1.22462 10.3 0.931824 0.0537511
1.22462 10.35 0.930334 0.0528519
1.22462 10.4 0.928601 0.0510527
1.22462 10.45 0.926596 0.049599
1.22462 10.5 0.924284 0.0476628
1.22462 10.55 0.92163 0.046092
1.22462 10.6 0.918595 0.0439726
1.22462 10.65 0.91514 0.0422521
1.22462 10.7 0.911223 0.0395766
1.22462 10.75 0.906801 0.0368824
1.22462 10.8 0.901829 0.035077
1.22462 10.85 0.896262 0.0335535
1.22462 10.9 0.890055 0.0309455
1.22462 10.95 0.883164 0.029919
1.22462 11 0.875544 0.0287597
1.22462 11.05 0.867154 0.0272128
1.22462 11.1 0.857955 0.0260223
1.22462 11.15 0.84791 0.0250913
1.22462 11.2 0.836989 0.0243455
1.22462 11.25 0.825163 0.0234232
1.22462 11.3 0.812411 0.022503
1.22462 11.35 0.798718 0.0222031
1.22462 11.4 0.784076 0.0219823
1.22462 11.45 0.768485 0.0213674
1.22462 11.5 0.751952 0.0206434
1.22462 11.55 0.734494 0.0206874
1.22462 11.6 0.716136 0.0201324
1.22462 11.65 0.696911 0.0196481
1.22462 11.7 0.676863 0.0196862
1.22462 11.75 0.656044 0.0198312
1.22462 11.8 0.634514 0.0203845
1.22462 11.85 0.612342 0.0206223
1.22462 11.9 0.589604 0.0231661
1.22462 11.95 0.566384 0.0258633
1.22462 12 0.542769 0.0281496
1.22462 12.05 0.518853 0.0309448
1.22462 12.1 0.494733 0.033798
1.22462 12.15 0.47051 0.0374049
1.22462 12.2 0.446283 0.0418941
1.22462 12.25 0.422155 0.0464441
1.22462 12.3 0.398225 0.050485
1.22462 12.35 0.37459 0.0541323
1.22462 12.4 0.351345 0.057576
1.22462 12.45 0.328577 0.060139
1.22462 12.5 0.306371 0.0633464
1.22462 12.55 0.284803 0.0651254
1.22462 12.6 0.263942 0.0667416
1.22462 12.65 0.243848 0.0683649
1.22462 12.7 0.224576 0.0697925
1.22462 12.75 0.206167 0.0706895
1.22462 12.8 0.188657 0.0707379
1.22462 12.85 0.172071 0.0697548
1.22462 12.9 0.156426 0.0689511
1.22462 12.95 0.14173 0.0673957
1.22462 13 0.127983 0.0652878
1.22462 13.05 0.115179 0.0628504
1.22462 13.1 0.1033 0.0601726
1.22462 13.15 0.0923279 0.0573397
1.22462 13.2 0.0822344 0.0543577
1.22462 13.25 0.0729881 0.0514345
1.22462 13.3 0.0645533 0.0486874
1.22462 13.35 0.0568908 0.0458767
1.22462 13.4 0.049959 0.0427984
1.22462 13.45 0.0437144 0.0400806
1.22462 13.5 0.0381123 0.0374803
1.22462 13.55 0.0331075 0.0345747
1.22462 13.6 0.0286551 0.0318408
1.22462 13.65 0.0247106 0.029122
1.22462 13.7 0.0212306 0.0265396
1.22462 13.75 0.0181732 0.0240982
1.22462 13.8 0.0154983 0.0218048
1.22462 13.85 0.0131679 0.0197223
1.22462 13.9 0.011146 0.0178436
1.22462 13.95 0.00939916 0.0159766
1.22462 14 0.00789619 0.0142619
1.22462 14.05 0.00660846 0.0127492
1.22462 14.1 0.00550974 0.0113924
1.22462 14.15 0.00457622 0.0101116
1.22462 14.2 0.00378635 0.00894067
1.22462 14.25 0.00312082 0.0078819
1.22462 14.3 0.0025624 0.00694105
1.22462 14.35 0.00209581 0.00606757
1.22462 14.4 0.00170756 0.00530402
1.22462 14.45 0.00138586 0.00462406
1.22462 14.5 0.0011204 0.00402051
1.22462 14.55 0.000902276 0.00350021
1.22462 14.6 0.000723788 0.00303962
1.22462 14.65 0.000578343 0.00263309
1.22462 14.7 0.00046032 0.00227633
1.22462 14.75 0.000364948 0.00196907
1.22462 14.8 0.0002882 0.00169296
1.22462 14.85 0.000226699 0.00145012
1.22462 14.9 0.000177619 0.00123908
1.22462 14.95 0.000138617 0.00105679
1.22462 15 0.000107752 0.000899948
1.23595 10 0.939319 0.0601347
1.23595 10.05 0.93885 0.0591653
1.23595 10.1 0.938285 0.0581772
1.23595 10.15 0.93761 0.0571302
1.23595 10.2 0.936803 0.056001
1.23595 10.25 0.935846 0.0545687
1.23595 10.3 0.934715 0.0532062
1.23595 10.35 0.933383 0.0518761
1.23595 10.4 0.931823 0.0504785
1.23595 10.45 0.930003 0.0491503
1.23595 10.5 0.927889 0.0477261
1.23595 10.55 0.925444 0.0457583
1.23595 10.6 0.922629 0.044333
1.23595 10.65 0.919404 0.0424684
1.23595 10.7 0.915722 0.0399705
1.23595 10.75 0.91154 0.0372831
1.23595 10.8 0.906809 0.0347738
1.23595 10.85 0.901481 0.0330774
1.23595 10.9 0.895507 0.0309309
1.23595 10.95 0.888838 0.0300033
1.23595 11 0.881427 0.0277818
1.23595 11.05 0.873226 0.0266347
1.23595 11.1 0.864192 0.0256332
1.23595 11.15 0.854284 0.0244091
1.23595 11.2 0.843464 0.0239736
1.23595 11.25 0.831701 0.022801
1.23595 11.3 0.81897 0.0220738
1.23595 11.35 0.80525 0.0216018
1.23595 11.4 0.79053 0.0215463
1.23595 11.45 0.774806 0.0209979
1.23595 11.5 0.758085 0.0204482
1.23595 11.55 0.74038 0.0204933
1.23595 11.6 0.721717 0.0200744
1.23595 11.65 0.70213 0.0196606
1.23595 11.7 0.681664 0.0195367
1.23595 11.75 0.660374 0.0194338
1.23595 11.8 0.638323 0.020232
1.23595 11.85 0.615585 0.0208751
1.23595 11.9 0.592241 0.0228709
1.23595 11.95 0.568381 0.0252618
1.23595 12 0.5441 0.0278628
1.23595 12.05 0.519501 0.0302903
1.23595 12.1 0.494687 0.0330377
1.23595 12.15 0.469769 0.036914
1.23595 12.2 0.444854 0.0415651
1.23595 12.25 0.420052 0.0462198
1.23595 12.3 0.395472 0.0503276
1.23595 12.35 0.371219 0.0536072
1.23595 12.4 0.347394 0.0572939
1.23595 12.45 0.324092 0.059888
1.23595 12.5 0.301401 0.0624911
1.23595 12.55 0.279403 0.0647288
1.23595 12.6 0.258171 0.0666496
1.23595 12.65 0.237767 0.0678845
1.23595 12.7 0.218246 0.0693898
1.23595 12.75 0.199652 0.0691669
1.23595 12.8 0.182019 0.0687274
1.23595 12.85 0.16537 0.0680999
1.23595 12.9 0.14972 0.0667937
1.23595 12.95 0.135073 0.0650988
1.23595 13 0.121426 0.0628747
1.23595 13.05 0.108766 0.060175
1.23595 13.1 0.097073 0.0575527
1.23595 13.15 0.0863211 0.0548571
1.23595 13.2 0.0764779 0.0518409
1.23595 13.25 0.0675061 0.0489841
1.23595 13.3 0.0593647 0.0461494
1.23595 13.35 0.0520093 0.0431696
1.23595 13.4 0.0453931 0.0402913
1.23595 13.45 0.0394681 0.03734
1.23595 13.5 0.0341854 0.0343507
1.23595 13.55 0.0294961 0.0316996
1.23595 13.6 0.0253518 0.0290791
1.23595 13.65 0.0217053 0.0264366
1.23595 13.7 0.0185109 0.0240207
1.23595 13.75 0.0157249 0.0217581
1.23595 13.8 0.0133057 0.0196483
1.23595 13.85 0.0112142 0.0176915
1.23595 13.9 0.00941414 0.0158302
1.23595 13.95 0.00787157 0.0141428
1.23595 14 0.00655553 0.0125571
1.23595 14.05 0.00543767 0.0111639
1.23595 14.1 0.00449233 0.00990946
1.23595 14.15 0.0036964 0.0087518
1.23595 14.2 0.00302921 0.00768455
1.23595 14.25 0.0024724 0.00672758
1.23595 14.3 0.00200975 0.0059029
1.23595 14.35 0.00162702 0.00517451
1.23595 14.4 0.00131181 0.00450386
1.23595 14.45 0.00105334 0.0039095
1.23595 14.5 0.000842337 0.00337977
1.23595 14.55 0.000670834 0.0029077
1.23595 14.6 0.000532052 0.00249458
1.23595 14.65 0.000420242 0.00213607
1.23595 14.7 0.000330557 0.00182837
