#1+z Log10(Mass/Msun) Star-Forming-Fraction One-sigma-uncertainty
4.40555 10.8 0.988618 0.044707
4.40555 10.85 0.986977 0.0453052
4.40555 10.9 0.985136 0.0453608
4.40555 10.95 0.983075 0.0466795
4.40555 11 0.980774 0.0487047
4.40555 11.05 0.978213 0.0504619
4.40555 11.1 0.97537 0.0520395
4.40555 11.15 0.972221 0.0539434
4.40555 11.2 0.968745 0.0561327
4.40555 11.25 0.964915 0.0576186
4.40555 11.3 0.960709 0.0585757
4.40555 11.35 0.956101 0.0592389
4.40555 11.4 0.951068 0.0605605
4.40555 11.45 0.945583 0.0622977
4.40555 11.5 0.939623 0.0637546
4.40555 11.55 0.933164 0.0646542
4.40555 11.6 0.926182 0.0658071
4.40555 11.65 0.918657 0.0659293
4.40555 11.7 0.910567 0.06853
4.40555 11.75 0.901893 0.0692975
4.40555 11.8 0.892619 0.0697648
4.40555 11.85 0.882728 0.0709229
4.40555 11.9 0.872209 0.0721651
4.40555 11.95 0.861051 0.0718796
4.40555 12 0.849248 0.0724937
4.40555 12.05 0.836796 0.0726563
4.40555 12.1 0.823694 0.0733329
4.40555 12.15 0.809945 0.0745793
4.40555 12.2 0.795557 0.0760638
4.40555 12.25 0.780539 0.0749687
4.40555 12.3 0.764907 0.0759189
4.40555 12.35 0.748678 0.0754845
4.40555 12.4 0.731876 0.0739054
4.40555 12.45 0.714526 0.0757689
4.40555 12.5 0.696659 0.0767882
4.40555 12.55 0.678309 0.0787116
4.40555 12.6 0.659514 0.0812385
4.40555 12.65 0.640313 0.0815673
4.40555 12.7 0.620752 0.0827912
4.40555 12.75 0.600876 0.084967
4.40555 12.8 0.580736 0.084027
4.40555 12.85 0.560381 0.084535
4.40555 12.9 0.539866 0.0865391
4.40555 12.95 0.519244 0.088852
4.40555 13 0.49857 0.0909095
4.40555 13.05 0.477901 0.0934709
4.40555 13.1 0.45729 0.0971529
4.40555 13.15 0.436794 0.0994901
4.40555 13.2 0.416466 0.103738
4.40555 13.25 0.396359 0.105091
4.40555 13.3 0.376524 0.105424
4.40555 13.35 0.35701 0.107088
4.40555 13.4 0.337863 0.107365
4.40555 13.45 0.319127 0.10778
4.40555 13.5 0.300841 0.108348
4.40555 13.55 0.283044 0.108406
4.40555 13.6 0.265768 0.108742
4.40555 13.65 0.249044 0.108554
4.44631 10 0.998949 0.0331481
4.44631 10.05 0.998755 0.0337084
4.44631 10.1 0.998528 0.0340995
4.44631 10.15 0.998264 0.0343848
4.44631 10.2 0.997957 0.0344661
4.44631 10.25 0.997602 0.0349693
4.44631 10.3 0.997192 0.0358168
4.44631 10.35 0.99672 0.0368439
4.44631 10.4 0.996178 0.0370277
4.44631 10.45 0.995557 0.0374249
4.44631 10.5 0.994847 0.0381482
4.44631 10.55 0.994038 0.0385557
4.44631 10.6 0.993118 0.0396742
4.44631 10.65 0.992075 0.0408315
4.44631 10.7 0.990895 0.0423178
4.44631 10.75 0.989565 0.0442422
4.44631 10.8 0.988068 0.0451504
4.44631 10.85 0.986389 0.0454326
4.44631 10.9 0.984509 0.0459106
4.44631 10.95 0.98241 0.0475358
4.44631 11 0.980074 0.0494223
4.44631 11.05 0.977479 0.051281
4.44631 11.1 0.974605 0.0530231
4.44631 11.15 0.971431 0.0546035
4.44631 11.2 0.967932 0.0564847
4.44631 11.25 0.964088 0.0580065
4.44631 11.3 0.959873 0.0589411
4.44631 11.35 0.955266 0.0595739
4.44631 11.4 0.950241 0.0609391
4.44631 11.45 0.944777 0.0629652
4.44631 11.5 0.938848 0.0643161
4.44631 11.55 0.932434 0.0652106
4.44631 11.6 0.925512 0.0666055
4.44631 11.65 0.918061 0.0669115
4.44631 11.7 0.910062 0.0689249
4.44631 11.75 0.901497 0.069594
4.44631 11.8 0.892349 0.0703262
4.44631 11.85 0.882605 0.0717117
4.44631 11.9 0.872252 0.0723916
4.44631 11.95 0.86128 0.0724266
4.44631 12 0.849684 0.0730981
4.44631 12.05 0.837459 0.073144
4.44631 12.1 0.824605 0.0733853
4.44631 12.15 0.811125 0.0746924
4.44631 12.2 0.797025 0.0764964
4.44631 12.25 0.782313 0.0755962
4.44631 12.3 0.767005 0.0765473
4.44631 12.35 0.751117 0.0757524
4.44631 12.4 0.734671 0.0738788
4.44631 12.45 0.717689 0.07597
4.44631 12.5 0.700202 0.0772871
4.44631 12.55 0.68224 0.078339
4.44631 12.6 0.663838 0.0816547
4.44631 12.65 0.645035 0.0825606
4.44631 12.7 0.625873 0.0835661
4.44631 12.75 0.606394 0.0865572
4.44631 12.8 0.586644 0.0844266
4.44631 12.85 0.566674 0.0846675
4.44631 12.9 0.546531 0.0876049
4.44631 12.95 0.526268 0.0892619
4.44631 13 0.505937 0.0902862
4.44631 13.05 0.48559 0.0931292
4.44631 13.1 0.465281 0.0972065
4.44631 13.15 0.445062 0.099269
4.44631 13.2 0.424985 0.101939
4.44631 13.25 0.4051 0.103995
4.44631 13.3 0.385458 0.105312
4.44631 13.35 0.366105 0.107131
4.44631 13.4 0.347087 0.108424
4.44631 13.45 0.328447 0.108566
4.44631 13.5 0.310224 0.108904
4.44631 13.55 0.292455 0.109426
4.44631 13.6 0.275175 0.109597
4.44631 13.65 0.258413 0.108628
4.48745 10 0.998836 0.0335516
4.48745 10.05 0.998627 0.0340451
4.48745 10.1 0.998383 0.0343422
4.48745 10.15 0.9981 0.0344498
4.48745 10.2 0.997774 0.0346976
4.48745 10.25 0.997397 0.0353483
4.48745 10.3 0.996963 0.0362105
4.48745 10.35 0.996466 0.0369258
4.48745 10.4 0.995896 0.0373985
4.48745 10.45 0.995245 0.0378376
4.48745 10.5 0.994504 0.0384738
4.48745 10.55 0.993663 0.0389658
4.48745 10.6 0.992709 0.0401046
4.48745 10.65 0.99163 0.0412664
4.48745 10.7 0.990414 0.0429773
4.48745 10.75 0.989047 0.0446209
4.48745 10.8 0.987512 0.0452806
4.48745 10.85 0.985795 0.0455107
4.48745 10.9 0.983878 0.046674
4.48745 10.95 0.981744 0.0484491
4.48745 11 0.979374 0.0502589
4.48745 11.05 0.976748 0.0521565
4.48745 11.1 0.973846 0.0535451
4.48745 11.15 0.970647 0.0551822
4.48745 11.2 0.967129 0.056906
4.48745 11.25 0.963272 0.0581857
4.48745 11.3 0.959052 0.0592237
4.48745 11.35 0.954446 0.0599958
4.48745 11.4 0.949434 0.0615349
4.48745 11.45 0.943991 0.063284
4.48745 11.5 0.938096 0.0646292
4.48745 11.55 0.931728 0.0658672
4.48745 11.6 0.924866 0.0674795
4.48745 11.65 0.917491 0.0676983
4.48745 11.7 0.909583 0.0691274
4.48745 11.75 0.901125 0.0702755
4.48745 11.8 0.892103 0.0708659
4.48745 11.85 0.882502 0.0716111
4.48745 11.9 0.872312 0.0728767
4.48745 11.95 0.861524 0.0732836
4.48745 12 0.85013 0.0734706
4.48745 12.05 0.838128 0.0738783
4.48745 12.1 0.825516 0.0744345
4.48745 12.15 0.812297 0.0755079
4.48745 12.2 0.798477 0.0769705
4.48745 12.25 0.784064 0.0758562
4.48745 12.3 0.769072 0.0768498
4.48745 12.35 0.753515 0.0764376
4.48745 12.4 0.737414 0.0744368
4.48745 12.45 0.720792 0.0762596
4.48745 12.5 0.703673 0.0783499
4.48745 12.55 0.686089 0.0792854
4.48745 12.6 0.668072 0.0814464
4.48745 12.65 0.649658 0.0832888
4.48745 12.7 0.630884 0.0835748
4.48745 12.75 0.611794 0.0869849
4.48745 12.8 0.592429 0.0860852
4.48745 12.85 0.572836 0.0848701
4.48745 12.9 0.553061 0.0875584
4.48745 12.95 0.533153 0.0899536
4.48745 13 0.513162 0.0912861
4.48745 13.05 0.493138 0.0931143
4.48745 13.1 0.473132 0.0965948
4.48745 13.15 0.453192 0.0995725
4.48745 13.2 0.433371 0.101579
4.48745 13.25 0.413715 0.104014
4.48745 13.3 0.394273 0.105416
4.48745 13.35 0.375092 0.10717
4.48745 13.4 0.356214 0.10859
4.48745 13.45 0.337682 0.108923
4.48745 13.5 0.319536 0.109365
4.48745 13.55 0.301812 0.109939
4.48745 13.6 0.284544 0.110082
4.52898 10 0.998716 0.0339573
4.52898 10.05 0.998491 0.0342991
4.52898 10.1 0.99823 0.0345685
4.52898 10.15 0.997929 0.0345472
4.52898 10.2 0.997581 0.035006
4.52898 10.25 0.997182 0.0356197
4.52898 10.3 0.996724 0.0369096
4.52898 10.35 0.996201 0.0373258
4.52898 10.4 0.995604 0.0375732
4.52898 10.45 0.994924 0.0380498
4.52898 10.5 0.994152 0.0387997
4.52898 10.55 0.993278 0.039544
4.52898 10.6 0.992291 0.0404444
4.52898 10.65 0.991177 0.0419051
4.52898 10.7 0.989926 0.043487
4.52898 10.75 0.988522 0.0451531
4.52898 10.8 0.986951 0.0457855
4.52898 10.85 0.985198 0.0456894
4.52898 10.9 0.983246 0.0473885
4.52898 10.95 0.981078 0.049289
4.52898 11 0.978675 0.0510533
4.52898 11.05 0.976019 0.0527476
4.52898 11.1 0.973091 0.0539776
4.52898 11.15 0.969871 0.0557802
4.52898 11.2 0.966337 0.0571978
4.52898 11.25 0.962468 0.0585525
4.52898 11.3 0.958245 0.0596228
4.52898 11.35 0.953644 0.0603142
4.52898 11.4 0.948645 0.062222
4.52898 11.45 0.943226 0.0636801
4.52898 11.5 0.937366 0.0651583
4.52898 11.55 0.931046 0.0663822
4.52898 11.6 0.924245 0.0678821
4.52898 11.65 0.916945 0.0681074
4.52898 11.7 0.909128 0.0693347
4.52898 11.75 0.900777 0.0709173
4.52898 11.8 0.891879 0.0711954
4.52898 11.85 0.882421 0.0721119
4.52898 11.9 0.872391 0.0731138
4.52898 11.95 0.861782 0.0741584
4.52898 12 0.850586 0.0739127
4.52898 12.05 0.838801 0.073834
4.52898 12.1 0.826425 0.0751967
4.52898 12.15 0.813462 0.0762398
4.52898 12.2 0.799915 0.0774016
4.52898 12.25 0.785793 0.0764436
4.52898 12.3 0.771107 0.0771841
4.52898 12.35 0.755874 0.0774063
4.52898 12.4 0.740109 0.0750719
4.52898 12.45 0.723835 0.0772473
4.52898 12.5 0.707077 0.0786396
4.52898 12.55 0.689861 0.0790729
4.52898 12.6 0.672219 0.0807412
4.52898 12.65 0.654183 0.0835713
4.52898 12.7 0.635791 0.0840226
4.52898 12.75 0.617081 0.0874754
4.52898 12.8 0.598093 0.0871199
4.52898 12.85 0.578871 0.0856667
4.52898 12.9 0.559458 0.0867126
4.52898 12.95 0.539902 0.0901047
4.52898 13 0.520249 0.0920237
4.52898 13.05 0.500547 0.093099
4.52898 13.1 0.480843 0.0959708
4.52898 13.15 0.461186 0.100178
4.52898 13.2 0.441623 0.101732
4.52898 13.25 0.422202 0.103609
4.52898 13.3 0.402968 0.105324
4.52898 13.35 0.383966 0.107847
4.52898 13.4 0.365239 0.108838
4.52898 13.45 0.346828 0.109574
4.52898 13.5 0.328772 0.110055
4.52898 13.55 0.311107 0.110365
4.52898 13.6 0.293867 0.110983
4.57088 10 0.998589 0.03398
4.57088 10.05 0.998347 0.0343267
4.57088 10.1 0.998068 0.0346692
4.57088 10.15 0.997748 0.0347185
4.57088 10.2 0.99738 0.035423
4.57088 10.25 0.996958 0.0364398
4.57088 10.3 0.996476 0.0370626
4.57088 10.35 0.995927 0.0374133
4.57088 10.4 0.995302 0.0378263
4.57088 10.45 0.994593 0.0383529
4.57088 10.5 0.993791 0.0391151
4.57088 10.55 0.992885 0.0399253
4.57088 10.6 0.991864 0.0409621
4.57088 10.65 0.990717 0.0425289
4.57088 10.7 0.989431 0.0440492
4.57088 10.75 0.987992 0.0453454
4.57088 10.8 0.986386 0.0458653
4.57088 10.85 0.984598 0.0464447
4.57088 10.9 0.982612 0.0481742
4.57088 10.95 0.980411 0.0499546
4.57088 11 0.977978 0.0517951
4.57088 11.05 0.975295 0.0534107
4.57088 11.1 0.972343 0.0542441
4.57088 11.15 0.969103 0.0563494
4.57088 11.2 0.965555 0.0576247
4.57088 11.25 0.961678 0.0588954
4.57088 11.3 0.957453 0.0599517
4.57088 11.35 0.952859 0.0606297
4.57088 11.4 0.947875 0.0629449
4.57088 11.45 0.942482 0.0641881
4.57088 11.5 0.936659 0.0653977
4.57088 11.55 0.930387 0.0667005
4.57088 11.6 0.923648 0.0682495
4.57088 11.65 0.916424 0.0684256
4.57088 11.7 0.908697 0.0699838
4.57088 11.75 0.900453 0.0711623
4.57088 11.8 0.891678 0.0718177
4.57088 11.85 0.88236 0.0728132
4.57088 11.9 0.872488 0.073644
4.57088 11.95 0.862054 0.0742426
4.57088 12 0.851052 0.0744168
4.57088 12.05 0.83948 0.0744369
4.57088 12.1 0.827335 0.0760785
4.57088 12.15 0.81462 0.0761752
4.57088 12.2 0.801339 0.0777237
4.57088 12.25 0.7875 0.0771902
4.57088 12.3 0.773114 0.0777275
4.57088 12.35 0.758194 0.0780912
4.57088 12.4 0.742757 0.0757076
4.57088 12.45 0.726823 0.0776447
4.57088 12.5 0.710414 0.0794346
4.57088 12.55 0.693558 0.0790971
4.57088 12.6 0.676281 0.0808255
4.57088 12.65 0.658615 0.0838873
4.57088 12.7 0.640596 0.0863532
4.57088 12.75 0.622257 0.0864241
4.57088 12.8 0.603639 0.0880011
4.57088 12.85 0.584782 0.0859632
4.57088 12.9 0.565727 0.0873423
4.57088 12.95 0.546519 0.0892238
4.57088 13 0.5272 0.0920018
4.57088 13.05 0.507818 0.09242
4.57088 13.1 0.488417 0.0942138
4.57088 13.15 0.469044 0.099567
4.57088 13.2 0.449743 0.101324
4.57088 13.25 0.430561 0.102851
4.57088 13.3 0.411541 0.10488
4.57088 13.35 0.392727 0.107027
4.57088 13.4 0.37416 0.109948
4.57088 13.45 0.355881 0.110161
4.57088 13.5 0.337927 0.110899
4.57088 13.55 0.320334 0.110673
4.61318 10 0.998453 0.0342869
4.61318 10.05 0.998195 0.034518
4.61318 10.1 0.997899 0.0347726
4.61318 10.15 0.997558 0.0353038
4.61318 10.2 0.997169 0.0359266
4.61318 10.25 0.996725 0.0367144
4.61318 10.3 0.996219 0.0373944
4.61318 10.35 0.995644 0.0377268
4.61318 10.4 0.994991 0.0379327
4.61318 10.45 0.994254 0.0386616
4.61318 10.5 0.993421 0.0394366
4.61318 10.55 0.992484 0.0402592
4.61318 10.6 0.99143 0.0413685
4.61318 10.65 0.99025 0.0429662
4.61318 10.7 0.98893 0.0446355
4.61318 10.75 0.987457 0.0457724
4.61318 10.8 0.985817 0.045944
4.61318 10.85 0.983995 0.0472226
4.61318 10.9 0.981977 0.0488758
4.61318 10.95 0.979746 0.0504211
4.61318 11 0.977285 0.0523383
4.61318 11.05 0.974577 0.054205
4.61318 11.1 0.971603 0.0548199
4.61318 11.15 0.968345 0.0569641
4.61318 11.2 0.964784 0.0583302
4.61318 11.25 0.960901 0.0592731
4.61318 11.3 0.956677 0.0602724
4.61318 11.35 0.952091 0.0614099
4.61318 11.4 0.947125 0.0636137
4.61318 11.45 0.941759 0.0649719
4.61318 11.5 0.935974 0.0660452
4.61318 11.55 0.929752 0.0673686
4.61318 11.6 0.923076 0.0683864
4.61318 11.65 0.915927 0.0689854
4.61318 11.7 0.908291 0.0701315
4.61318 11.75 0.900153 0.0717395
4.61318 11.8 0.891499 0.0720964
4.61318 11.85 0.882319 0.07336
4.61318 11.9 0.872602 0.0737132
4.61318 11.95 0.86234 0.0742436
4.61318 12 0.851529 0.0748267
4.61318 12.05 0.840164 0.075056
4.61318 12.1 0.828244 0.0765553
4.61318 12.15 0.815771 0.0767493
4.61318 12.2 0.80275 0.077744
4.61318 12.25 0.789187 0.0779021
4.61318 12.3 0.775092 0.0781245
4.61318 12.35 0.760477 0.0789105
4.61318 12.4 0.745359 0.075924
4.61318 12.45 0.729756 0.0777173
4.61318 12.5 0.713689 0.0801285
4.61318 12.55 0.697182 0.0801739
4.61318 12.6 0.680261 0.0808814
4.61318 12.65 0.662957 0.0839108
4.61318 12.7 0.645301 0.0860507
4.61318 12.75 0.627328 0.0864906
4.61318 12.8 0.609072 0.0885949
4.61318 12.85 0.590573 0.087105
4.61318 12.9 0.57187 0.086895
4.61318 12.95 0.553005 0.0885802
4.61318 13 0.534018 0.0922877
4.61318 13.05 0.514954 0.0936843
4.61318 13.1 0.495855 0.0941916
4.61318 13.15 0.476766 0.0990391
4.61318 13.2 0.45773 0.101719
4.61318 13.25 0.438791 0.102065
4.61318 13.3 0.419991 0.105247
4.61318 13.35 0.401371 0.106196
4.61318 13.4 0.382973 0.110198
4.61318 13.45 0.364835 0.111061
4.61318 13.5 0.346995 0.110926
4.61318 13.55 0.329488 0.111242
4.65586 10 0.99831 0.0343261
4.65586 10.05 0.998035 0.0348531
4.65586 10.1 0.99772 0.0348617
4.65586 10.15 0.99736 0.0353893
4.65586 10.2 0.99695 0.0367336
4.65586 10.25 0.996483 0.0370875
4.65586 10.3 0.995952 0.0375964
4.65586 10.35 0.995351 0.0381086
4.65586 10.4 0.994672 0.0382472
4.65586 10.45 0.993905 0.0389903
4.65586 10.5 0.993043 0.0401087
4.65586 10.55 0.992075 0.0408702
4.65586 10.6 0.990989 0.0419494
4.65586 10.65 0.989776 0.0435444
4.65586 10.7 0.988423 0.0451293
4.65586 10.75 0.986917 0.046071
4.65586 10.8 0.985245 0.0460613
4.65586 10.85 0.983392 0.0478882
4.65586 10.9 0.981343 0.0494774
4.65586 10.95 0.979083 0.0510011
4.65586 11 0.976595 0.0529364
4.65586 11.05 0.973863 0.0544886
4.65586 11.1 0.97087 0.0554142
4.65586 11.15 0.967596 0.0575699
4.65586 11.2 0.964026 0.0591771
4.65586 11.25 0.960139 0.0599229
4.65586 11.3 0.955917 0.0605929
4.65586 11.35 0.951342 0.0622202
4.65586 11.4 0.946395 0.0642616
4.65586 11.45 0.941058 0.0656768
4.65586 11.5 0.935312 0.0663603
4.65586 11.55 0.929141 0.0676309
4.65586 11.6 0.922527 0.068577
4.65586 11.65 0.915455 0.0692193
4.65586 11.7 0.907909 0.0704616
4.65586 11.75 0.899876 0.0719414
4.65586 11.8 0.891342 0.0729803
4.65586 11.85 0.882298 0.0739239
4.65586 11.9 0.872733 0.0742589
4.65586 11.95 0.862641 0.0745768
4.65586 12 0.852015 0.0750337
4.65586 12.05 0.840853 0.0755015
4.65586 12.1 0.829154 0.0768941
4.65586 12.15 0.816918 0.0768607
4.65586 12.2 0.804149 0.078238
4.65586 12.25 0.790855 0.0783505
4.65586 12.3 0.777043 0.0783317
4.65586 12.35 0.762726 0.0795132
4.65586 12.4 0.747919 0.0764817
4.65586 12.45 0.732637 0.0779636
4.65586 12.5 0.716902 0.0802902
4.65586 12.55 0.700736 0.0806415
4.65586 12.6 0.684163 0.0809015
4.65586 12.65 0.667212 0.0838048
4.65586 12.7 0.649912 0.0860955
4.65586 12.75 0.632295 0.0860269
4.65586 12.8 0.614395 0.089134
4.65586 12.85 0.596248 0.0884433
4.65586 12.9 0.577891 0.0870077
4.65586 12.95 0.559363 0.0888638
4.65586 13 0.540705 0.0922857
4.65586 13.05 0.521957 0.0940307
4.65586 13.1 0.503159 0.0942247
4.65586 13.15 0.484355 0.0975083
4.65586 13.2 0.465586 0.101036
4.65586 13.25 0.446893 0.102578
4.65586 13.3 0.428317 0.104296
4.65586 13.35 0.409898 0.10623
4.65586 13.4 0.391676 0.109893
4.65586 13.45 0.373689 0.111559
4.65586 13.5 0.355973 0.111275
4.65586 13.55 0.338563 0.11182
4.69894 10 0.99816 0.0346415
4.69894 10.05 0.997868 0.0347289
4.69894 10.1 0.997534 0.0350737
4.69894 10.15 0.997154 0.0362247
4.69894 10.2 0.996722 0.0367631
4.69894 10.25 0.996232 0.0375693
4.69894 10.3 0.995677 0.0377273
4.69894 10.35 0.99505 0.0382893
4.69894 10.4 0.994344 0.0385655
4.69894 10.45 0.993549 0.0393234
4.69894 10.5 0.992657 0.0405764
4.69894 10.55 0.991658 0.0410977
4.69894 10.6 0.990542 0.0425226
4.69894 10.65 0.989298 0.0441142
4.69894 10.7 0.987913 0.0455287
4.69894 10.75 0.986375 0.0461345
4.69894 10.8 0.984671 0.0464417
4.69894 10.85 0.982788 0.0486242
4.69894 10.9 0.98071 0.0501278
4.69894 10.95 0.978423 0.0518537
4.69894 11 0.97591 0.0533562
4.69894 11.05 0.973157 0.0547772
4.69894 11.1 0.970145 0.0559811
4.69894 11.15 0.966859 0.0582108
4.69894 11.2 0.96328 0.0594861
4.69894 11.25 0.95939 0.0603567
4.69894 11.3 0.955173 0.0609994
4.69894 11.35 0.950611 0.0629933
4.69894 11.4 0.945685 0.0649265
4.69894 11.45 0.940378 0.0661551
4.69894 11.5 0.934673 0.0667506
4.69894 11.55 0.928553 0.0678099
4.69894 11.6 0.922003 0.068627
4.69894 11.65 0.915007 0.0694405
4.69894 11.7 0.907551 0.0706758
4.69894 11.75 0.899621 0.0722393
4.69894 11.8 0.891207 0.0738564
4.69894 11.85 0.882297 0.0745987
4.69894 11.9 0.872882 0.0746894
4.69894 11.95 0.862956 0.074854
4.69894 12 0.852512 0.0755488
4.69894 12.05 0.841549 0.0757645
4.69894 12.1 0.830064 0.077355
4.69894 12.15 0.818059 0.0765016
4.69894 12.2 0.805537 0.078576
4.69894 12.25 0.792504 0.0787296
4.69894 12.3 0.778968 0.078709
4.69894 12.35 0.764941 0.0796051
4.69894 12.4 0.750436 0.0770907
4.69894 12.45 0.735468 0.0774644
4.69894 12.5 0.720057 0.0808535
4.69894 12.55 0.704223 0.0815137
4.69894 12.6 0.687989 0.0815082
4.69894 12.65 0.671382 0.083525
4.69894 12.7 0.65443 0.0856477
4.69894 12.75 0.637161 0.0865563
4.69894 12.8 0.61961 0.0907
4.69894 12.85 0.601808 0.0890841
4.69894 12.9 0.583792 0.0878526
4.69894 12.95 0.565598 0.0885944
4.69894 13 0.547264 0.0917047
4.69894 13.05 0.528829 0.0943205
4.69894 13.1 0.510332 0.0947259
4.69894 13.15 0.491812 0.0960658
4.69894 13.2 0.473311 0.100327
4.69894 13.25 0.454866 0.102708
4.69894 13.3 0.436518 0.103685
4.69894 13.35 0.418306 0.106854
4.69894 13.4 0.400268 0.10864
4.69894 13.45 0.38244 0.11213
4.69894 13.5 0.364857 0.112825
4.74242 10 0.998001 0.0346291
4.74242 10.05 0.997692 0.0349792
4.74242 10.1 0.99734 0.035705
4.74242 10.15 0.996939 0.0368226
4.74242 10.2 0.996486 0.0368922
4.74242 10.25 0.995973 0.0377948
4.74242 10.3 0.995394 0.0383859
4.74242 10.35 0.994741 0.0384716
4.74242 10.4 0.994008 0.0388841
4.74242 10.45 0.993185 0.0399739
4.74242 10.5 0.992264 0.0412508
4.74242 10.55 0.991236 0.0415759
4.74242 10.6 0.990089 0.0430878
4.74242 10.65 0.988814 0.0447643
4.74242 10.7 0.987398 0.045776
4.74242 10.75 0.98583 0.046234
4.74242 10.8 0.984096 0.0476335
4.74242 10.85 0.982184 0.0489699
4.74242 10.9 0.980079 0.0507582
4.74242 10.95 0.977766 0.0526082
4.74242 11 0.975231 0.0539862
4.74242 11.05 0.972458 0.0552167
4.74242 11.1 0.96943 0.0566534
4.74242 11.15 0.966132 0.0587025
4.74242 11.2 0.962547 0.0600219
4.74242 11.25 0.958657 0.0607815
4.74242 11.3 0.954447 0.0614772
4.74242 11.35 0.949898 0.0637438
4.74242 11.4 0.944995 0.0655296
4.74242 11.45 0.939719 0.0664563
4.74242 11.5 0.934056 0.0671325
4.74242 11.55 0.927989 0.0682995
4.74242 11.6 0.921503 0.0688538
4.74242 11.65 0.914583 0.0699062
4.74242 11.7 0.907216 0.0712813
4.74242 11.75 0.89939 0.0725521
4.74242 11.8 0.891093 0.0745668
4.74242 11.85 0.882315 0.0756309
4.74242 11.9 0.873047 0.0752528
4.74242 11.95 0.863284 0.0754265
4.74242 12 0.853019 0.0760698
4.74242 12.05 0.84225 0.0760485
4.74242 12.1 0.830975 0.0775459
4.74242 12.15 0.819195 0.0770815
4.74242 12.2 0.806913 0.07923
4.74242 12.25 0.794136 0.0791848
4.74242 12.3 0.780869 0.079171
4.74242 12.35 0.767124 0.0798813
4.74242 12.4 0.752913 0.0774965
4.74242 12.45 0.738251 0.0776531
4.74242 12.5 0.723155 0.0808718
4.74242 12.55 0.707645 0.0820637
4.74242 12.6 0.691742 0.0825221
4.74242 12.65 0.675471 0.0832209
4.74242 12.7 0.658858 0.085656
4.74242 12.75 0.641931 0.087201
4.74242 12.8 0.624721 0.0900618
4.74242 12.85 0.607258 0.0901359
4.74242 12.9 0.589577 0.0887589
4.74242 12.95 0.571712 0.0891046
4.74242 13 0.553698 0.091116
4.74242 13.05 0.535574 0.0941037
4.74242 13.1 0.517375 0.0948797
4.74242 13.15 0.499139 0.0966915
4.74242 13.2 0.480906 0.0999529
4.74242 13.25 0.462712 0.102698
4.74242 13.3 0.444596 0.10417
4.74242 13.35 0.426595 0.105206
4.74242 13.4 0.408746 0.10795
4.74242 13.45 0.391084 0.11129
4.74242 13.5 0.373644 0.112658
4.7863 10 0.997836 0.0349075
4.7863 10.05 0.997509 0.0352178
4.7863 10.1 0.997137 0.0365327
4.7863 10.15 0.996717 0.0368601
4.7863 10.2 0.996241 0.0372105
4.7863 10.25 0.995705 0.0378932
4.7863 10.3 0.995102 0.0386658
4.7863 10.35 0.994424 0.0386372
4.7863 10.4 0.993664 0.03919
4.7863 10.45 0.992814 0.0404811
4.7863 10.5 0.991865 0.0416516
4.7863 10.55 0.990807 0.0421261
4.7863 10.6 0.989631 0.0436296
4.7863 10.65 0.988326 0.0451499
4.7863 10.7 0.986881 0.0461734
4.7863 10.75 0.985283 0.0464317
4.7863 10.8 0.983521 0.0484805
4.7863 10.85 0.981581 0.0495672
4.7863 10.9 0.97945 0.051188
4.7863 10.95 0.977113 0.0531935
4.7863 11 0.974557 0.0546262
4.7863 11.05 0.971766 0.0559234
4.7863 11.1 0.968725 0.0574819
4.7863 11.15 0.965417 0.0592323
4.7863 11.2 0.961828 0.0603735
4.7863 11.25 0.95794 0.0611233
4.7863 11.3 0.953738 0.0622175
4.7863 11.35 0.949205 0.0642507
4.7863 11.4 0.944325 0.0661763
4.7863 11.45 0.939083 0.0667584
4.7863 11.5 0.933462 0.0677183
4.7863 11.55 0.927448 0.0684355
4.7863 11.6 0.921026 0.068707
4.7863 11.65 0.914183 0.0703068
4.7863 11.7 0.906905 0.0715686
4.7863 11.75 0.899181 0.072953
4.7863 11.8 0.891 0.0753667
4.7863 11.85 0.882352 0.0761265
4.7863 11.9 0.87323 0.0758872
4.7863 11.95 0.863626 0.076102
4.7863 12 0.853536 0.0762444
4.7863 12.05 0.842957 0.0763438
4.7863 12.1 0.831887 0.0779923
4.7863 12.15 0.820327 0.0782483
4.7863 12.2 0.80828 0.0799108
4.7863 12.25 0.795751 0.0796423
4.7863 12.3 0.782746 0.0796392
4.7863 12.35 0.769276 0.0801833
4.7863 12.4 0.755352 0.0785494
4.7863 12.45 0.740988 0.0780694
4.7863 12.5 0.726199 0.0811511
4.7863 12.55 0.711004 0.0827805
4.7863 12.6 0.695424 0.082911
4.7863 12.65 0.679481 0.0830854
4.7863 12.7 0.6632 0.0854539
4.7863 12.75 0.646607 0.0879028
4.7863 12.8 0.629731 0.0895094
4.7863 12.85 0.612601 0.0902785
4.7863 12.9 0.595249 0.0893956
4.7863 12.95 0.577707 0.0891876
4.7863 13 0.56001 0.0902854
4.7863 13.05 0.542193 0.0936001
4.7863 13.1 0.52429 0.0949252
4.7863 13.15 0.506338 0.0963823
4.7863 13.2 0.488373 0.0981749
4.7863 13.25 0.470431 0.102191
4.7863 13.3 0.45255 0.104775
4.7863 13.35 0.434764 0.10556
4.7863 13.4 0.417109 0.108107
4.7863 13.45 0.39962 0.109781
4.7863 13.5 0.38233 0.112369
4.83059 10 0.997663 0.0349964
4.83059 10.05 0.997318 0.0360292
