#Model: 0.104160800000 1.830857660000 -0.278375930000 2.482630900000 2.060239220000 0.322896640000 -0.099136200000 0.696256730000 -6.783021920000 -0.740212860000 -0.243005030000 2.357406780000 -0.670161000000 0.032409440000 0.705463040000 0.078203160000 -1.313028390000 3.345707840000 -0.969087940000 -0.340795970000 1.677667720000 0.422031030000 3.105399340000 0.361458860000 2.955837030000 -0.110232830000 4.023850140000 2.321001140000 -0.161718440000 0.208850790000 0.446655700000 -1.141828020000 1.067118400000 0.102460660000 -0.229540280000 0.209918420000 0.070000000000 0.040711970000 -0.160329600000 -0.125858630000 0.332955620000 8.977376730000 -0.043766440000 0.426113490000 0.600463510000 0 356.934366097907
#Type Subtype Z1 Z2 step1 step2 SM1 SM2 smb1 smb2 R1 R2 Val Err_h Err_l Model_Val MV+ MV- Chi2 Chi2+ Chi2-
correlation s 0.045000 0.069101 168 171 10.300000 10.500000 1 7 2.511890 3.981070 1.294200e+00 0.067218 0.067218 1.312038e+00 6.612513e-03 1.609706e-02 1.764323e-01 0.000000e+00 0.000000e+00
correlation q 0.045000 0.069101 168 171 10.300000 10.500000 1 7 2.511890 3.981070 1.503820e+00 0.063631 0.063631 1.517464e+00 1.381257e-02 4.076117e-03 3.419244e-01 0.000000e+00 0.000000e+00
correlation a 0.045000 0.069101 168 171 10.300000 10.500000 1 8 3.981070 6.309570 1.251850e+00 0.068593 0.068593 1.250151e+00 8.247755e-03 7.252304e-03 2.132773e-01 0.000000e+00 0.000000e+00
correlation s 0.045000 0.069101 168 171 10.300000 10.500000 1 8 3.981070 6.309570 1.168900e+00 0.072136 0.072136 1.149326e+00 5.542064e-03 1.969778e-02 3.206114e-01 0.000000e+00 0.000000e+00
correlation q 0.045000 0.069101 168 171 10.300000 10.500000 1 8 3.981070 6.309570 1.315610e+00 0.074851 0.074851 1.342995e+00 1.149034e-02 7.855516e-03 4.493817e-01 0.000000e+00 0.000000e+00
correlation a 0.045000 0.069101 168 171 10.300000 10.500000 1 9 6.309570 10.000000 1.082680e+00 0.084543 0.084543 1.073328e+00 6.352553e-03 6.709122e-03 4.411160e-01 0.000000e+00 0.000000e+00
correlation s 0.045000 0.069101 168 171 10.300000 10.500000 1 9 6.309570 10.000000 9.761500e-01 0.085239 0.085239 9.686017e-01 1.171172e-02 1.312109e-02 5.187103e-01 0.000000e+00 0.000000e+00
correlation q 0.045000 0.069101 168 171 10.300000 10.500000 1 9 6.309570 10.000000 1.172950e+00 0.091478 0.091478 1.168722e+00 3.582567e-03 1.004039e-02 9.257049e-02 0.000000e+00 0.000000e+00
csfr a 1.500000 2.600000 55 79 10.000000 10.000000 60 60 0.000000 0.000000 -9.022326e-01 0.190263 0.190263 -9.227529e-01 4.130490e-02 1.725674e-02 7.478675e-06 0.000000e+00 0.000000e+00
csfr a 0.829000 0.851000 107 108 10.000000 10.000000 60 60 0.000000 0.000000 -9.852326e-01 0.130384 0.130384 -1.175005e+00 2.692589e-02 9.813331e-03 1.695449e+00 0.000000e+00 0.000000e+00
ssfr a 1.000000 1.250000 88 99 8.500000 8.750000 30 35 0.000000 0.000000 -8.775000e+00 0.280179 0.280179 -9.006668e+00 5.202245e-02 1.132718e-02 5.707437e-01 0.000000e+00 0.000000e+00
ssfr a 1.000000 1.250000 88 99 8.750000 9.000000 35 40 0.000000 0.000000 -8.835000e+00 0.280179 0.280179 -8.957155e+00 4.691787e-02 5.490385e-03 1.329390e-01 0.000000e+00 0.000000e+00
ssfr a 1.000000 1.250000 88 99 9.000000 9.250000 40 45 0.000000 0.000000 -8.715000e+00 0.280179 0.280179 -8.900655e+00 4.513766e-02 9.256225e-03 3.495760e-01 0.000000e+00 0.000000e+00
ssfr a 1.000000 1.250000 88 99 9.250000 9.500000 45 50 0.000000 0.000000 -8.755000e+00 0.280179 0.280179 -8.853909e+00 3.937770e-02 1.190349e-02 7.931937e-02 0.000000e+00 0.000000e+00
ssfr a 1.000000 1.250000 88 99 9.500000 9.750000 50 55 0.000000 0.000000 -8.845000e+00 0.280179 0.280179 -8.834198e+00 3.671244e-02 8.090936e-03 0.000000e+00 0.000000e+00 0.000000e+00
ssfr a 1.000000 1.250000 88 99 9.750000 10.000000 55 60 0.000000 0.000000 -8.925000e+00 0.280179 0.280179 -8.854707e+00 4.181955e-02 5.478071e-03 3.222186e-02 0.000000e+00 0.000000e+00
ssfr a 1.000000 1.250000 88 99 10.000000 10.250000 60 65 0.000000 0.000000 -9.015000e+00 0.280179 0.280179 -8.928746e+00 4.112487e-02 9.701141e-03 5.591821e-02 0.000000e+00 0.000000e+00
ssfr a 1.000000 1.250000 88 99 10.250000 10.500000 65 70 0.000000 0.000000 -9.205000e+00 0.280179 0.280179 -9.055875e+00 3.573048e-02 1.396945e-02 2.123992e-01 0.000000e+00 0.000000e+00
ssfr a 1.000000 1.250000 88 99 10.500000 10.750000 70 75 0.000000 0.000000 -9.305000e+00 0.280179 0.280179 -9.231619e+00 2.690410e-02 2.734241e-02 3.629979e-02 0.000000e+00 0.000000e+00
ssfr a 1.000000 1.250000 88 99 10.750000 11.000000 75 80 0.000000 0.000000 -9.525000e+00 0.280179 0.280179 -9.459005e+00 2.766660e-02 4.944826e-02 2.694946e-02 0.000000e+00 0.000000e+00
ssfr a 1.000000 1.250000 88 99 11.000000 11.250000 80 85 0.000000 0.000000 -9.575000e+00 0.280179 0.280179 -9.736725e+00 3.517434e-02 9.045841e-02 2.558719e-01 0.000000e+00 0.000000e+00
smf a 0.002000 0.060000 169 176 7.000000 7.200000 0 4 0.000000 0.000000 -1.709380e+00 1.000050 0.166793 -1.076995e+00 4.902134e-02 3.449439e-02 7.169942e-01 0.000000e+00 0.000000e+00
smf a 0.002000 0.060000 169 176 7.200000 7.400000 4 8 0.000000 0.000000 -1.327755e+00 1.000050 0.098428 -1.123927e+00 5.945024e-02 3.254088e-02 3.101193e-01 0.000000e+00 0.000000e+00
smf a 0.002000 0.060000 169 176 7.400000 7.600000 8 12 0.000000 0.000000 -1.462546e+00 1.000050 0.145922 -1.188695e+00 6.083534e-02 3.004947e-02 3.270514e-01 0.000000e+00 0.000000e+00
smf a 0.002000 0.060000 169 176 7.600000 7.800000 12 16 0.000000 0.000000 -1.420653e+00 1.000050 0.120391 -1.268276e+00 5.228507e-02 2.678597e-02 1.723785e-01 0.000000e+00 0.000000e+00
smf a 0.002000 0.060000 169 176 7.800000 8.000000 16 20 0.000000 0.000000 -1.526070e+00 1.000050 0.073237 -1.357810e+00 3.760311e-02 2.587455e-02 3.141809e-01 0.000000e+00 0.000000e+00
smf a 0.002000 0.060000 169 176 8.000000 8.200000 20 24 0.000000 0.000000 -1.510446e+00 0.042177 0.046338 -1.452089e+00 2.777310e-02 2.078607e-02 8.200986e-01 0.000000e+00 0.000000e+00
smf a 0.002000 0.060000 169 176 8.200000 8.400000 24 28 0.000000 0.000000 -1.591165e+00 0.053128 0.060151 -1.546570e+00 2.300699e-02 1.450112e-02 2.007150e-01 0.000000e+00 0.000000e+00
smf a 0.002000 0.060000 169 176 8.400000 8.600000 28 32 0.000000 0.000000 -1.678931e+00 0.028164 0.029759 -1.630881e+00 2.045094e-02 1.286013e-02 9.917581e-01 0.000000e+00 0.000000e+00
smf a 0.002000 0.060000 169 176 8.600000 8.800000 32 36 0.000000 0.000000 -1.706960e+00 0.059442 0.068486 -1.716919e+00 2.112646e-02 1.059985e-02 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.002000 0.060000 169 176 8.800000 9.000000 36 40 0.000000 0.000000 -1.806897e+00 0.049798 0.055868 -1.807495e+00 2.164959e-02 6.683860e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf_uvj a 3.000000 4.000000 40 49 11.450000 11.650000 89 93 0.000000 0.000000 9.500000e-02 0.117427 0.095525 5.438195e-02 3.545238e-02 1.624231e-02 3.989262e-02 0.000000e+00 0.000000e+00
qf_uvj a 3.000000 4.000000 40 49 11.250000 11.450000 85 89 0.000000 0.000000 2.350000e-01 0.174287 0.182275 4.278687e-02 2.339032e-02 1.195437e-02 8.948604e-01 0.000000e+00 0.000000e+00
qf_uvj a 3.000000 4.000000 40 49 11.100000 11.300000 82 86 0.000000 0.000000 1.490000e-01 0.181276 0.107466 4.776830e-02 7.942639e-03 1.940894e-02 5.062070e-01 0.000000e+00 0.000000e+00
qf_uvj a 3.000000 4.000000 40 49 10.900000 11.100000 78 82 0.000000 0.000000 1.340000e-01 0.117427 0.076655 3.518928e-02 1.065689e-02 9.448667e-03 1.057033e+00 0.000000e+00 0.000000e+00
uvlf a 5.500000 6.500000 26 30 -22.250000 -21.750000 35 45 0.000000 0.000000 -5.042000e+00 0.316158 0.337148 -4.986862e+00 7.847608e-02 1.246160e-01 1.167592e-02 0.000000e+00 0.000000e+00
uvlf a 5.500000 6.500000 26 30 -21.750000 -21.250000 45 55 0.000000 0.000000 -4.471000e+00 0.261192 0.265189 -4.499201e+00 7.861781e-02 6.571531e-02 9.706404e-04 0.000000e+00 0.000000e+00
uvlf a 5.500000 6.500000 26 30 -21.250000 -20.750000 55 65 0.000000 0.000000 -4.153000e+00 0.247202 0.249201 -4.085333e+00 5.982109e-02 5.115439e-02 3.694162e-02 0.000000e+00 0.000000e+00
uvlf a 5.500000 6.500000 26 30 -20.750000 -20.250000 65 75 0.000000 0.000000 -3.719000e+00 0.239209 0.240208 -3.722123e+00 5.102468e-02 5.089371e-02 0.000000e+00 0.000000e+00 0.000000e+00
uvlf a 5.500000 6.500000 26 30 -20.250000 -19.750000 75 85 0.000000 0.000000 -3.401000e+00 0.237211 0.237211 -3.400199e+00 4.182326e-02 5.071263e-02 0.000000e+00 0.000000e+00 0.000000e+00
uvlf a 5.500000 6.500000 26 30 -19.750000 -19.250000 85 95 0.000000 0.000000 -3.232000e+00 0.236212 0.236212 -3.139789e+00 4.317269e-02 5.494988e-02 9.345542e-02 0.000000e+00 0.000000e+00
uvlf a 5.500000 6.500000 26 30 -19.250000 -18.750000 95 105 0.000000 0.000000 -3.077000e+00 0.238210 0.237211 -2.914712e+00 4.516429e-02 5.566227e-02 3.573989e-01 0.000000e+00 0.000000e+00
uvlf a 5.500000 6.500000 26 30 -18.750000 -18.250000 105 115 0.000000 0.000000 -2.611000e+00 0.241207 0.243206 -2.709295e+00 4.894304e-02 5.650066e-02 1.042216e-01 0.000000e+00 0.000000e+00
uvlf a 5.500000 6.500000 26 30 -18.250000 -17.750000 115 125 0.000000 0.000000 -2.435000e+00 0.256195 0.259193 -2.520091e+00 6.137224e-02 6.433822e-02 6.361857e-02 0.000000e+00 0.000000e+00
uvlf a 5.500000 6.500000 26 30 -17.750000 -17.250000 125 135 0.000000 0.000000 -2.228000e+00 0.252198 0.254197 -2.342332e+00 7.692937e-02 7.448758e-02 1.383991e-01 0.000000e+00 0.000000e+00
ssfr a 3.500000 5.000000 33 44 10.750000 11.250000 75 85 0.000000 0.000000 -8.552997e+00 0.280179 0.280179 -8.751300e+00 1.047497e-01 4.830139e-02 4.049917e-01 0.000000e+00 0.000000e+00
ssfr a 0.300000 0.700000 116 146 9.250000 9.750000 45 55 0.000000 0.000000 -9.339544e+00 0.280179 0.280179 -9.247823e+00 4.769020e-02 8.159334e-03 6.552782e-02 0.000000e+00 0.000000e+00
ssfr a 0.300000 0.700000 116 146 9.750000 10.250000 55 65 0.000000 0.000000 -9.482066e+00 0.280179 0.280179 -9.412576e+00 4.848605e-02 6.329201e-03 3.120089e-02 0.000000e+00 0.000000e+00
ssfr a 0.300000 0.700000 116 146 10.250000 10.750000 65 75 0.000000 0.000000 -9.728808e+00 0.280179 0.280179 -9.750888e+00 4.517467e-02 1.933287e-02 5.512732e-05 0.000000e+00 0.000000e+00
ssfr a 0.300000 0.700000 116 146 10.750000 11.250000 75 85 0.000000 0.000000 -1.033153e+01 0.280179 0.280179 -1.020871e+01 5.771133e-02 4.612933e-02 1.346801e-01 0.000000e+00 0.000000e+00
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 0 0.100000 0.158490 2.351000e+00 0.046498 0.046498 2.177991e+00 3.218059e-02 1.751935e-02 1.317409e+00 0.000000e+00 0.000000e+00
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 0 0.100000 0.158490 2.810790e+00 0.031737 0.031737 2.823537e+00 2.091546e-02 2.382069e-02 1.546550e+00 0.000000e+00 0.000000e+00
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 1 0.158490 0.251190 1.948220e+00 0.044372 0.044372 2.025700e+00 2.926567e-02 2.177684e-02 4.642158e-02 0.000000e+00 0.000000e+00
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 1 0.158490 0.251190 2.696630e+00 0.052590 0.052590 2.631178e+00 1.983643e-02 2.137962e-02 1.505360e+00 0.000000e+00 0.000000e+00
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 2 0.251190 0.398110 1.952280e+00 0.042503 0.042503 1.893412e+00 2.390336e-02 2.792360e-02 5.488833e+00 0.000000e+00 0.000000e+00
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 2 0.251190 0.398110 2.507410e+00 0.042902 0.042902 2.431051e+00 2.048086e-02 1.818336e-02 7.377913e-02 0.000000e+00 0.000000e+00
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 3 0.398110 0.630960 1.806020e+00 0.064263 0.064263 1.768492e+00 2.894638e-02 2.072012e-02 6.927444e+00 0.000000e+00 0.000000e+00
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 3 0.398110 0.630960 2.412960e+00 0.062278 0.062278 2.222808e+00 2.073374e-02 1.412631e-02 3.125541e+00 0.000000e+00 0.000000e+00
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 4 0.630960 1.000000 1.581060e+00 0.049187 0.049187 1.634417e+00 2.374642e-02 1.790912e-02 3.555895e-02 0.000000e+00 0.000000e+00
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 4 0.630960 1.000000 2.146440e+00 0.052197 0.052197 2.007258e+00 1.844580e-02 1.003991e-02 2.232680e+00 0.000000e+00 0.000000e+00
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 5 1.000000 1.584890 1.474090e+00 0.029939 0.029939 1.502581e+00 2.347378e-02 1.217810e-02 5.951531e-01 0.000000e+00 0.000000e+00
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 5 1.000000 1.584890 1.893800e+00 0.054594 0.054594 1.815319e+00 1.093834e-02 1.003429e-02 8.015995e-01 0.000000e+00 0.000000e+00
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 6 1.584890 2.511890 1.429960e+00 0.021285 0.021285 1.368469e+00 2.200548e-02 9.095554e-03 1.962763e-01 0.000000e+00 0.000000e+00
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 6 1.584890 2.511890 1.685840e+00 0.022316 0.022316 1.641325e+00 7.791409e-03 7.833855e-03 9.200764e-01 0.000000e+00 0.000000e+00
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 7 2.511890 3.981070 1.311980e+00 0.032060 0.032060 1.239275e+00 1.769113e-02 9.230810e-03 4.582428e-01 0.000000e+00 0.000000e+00
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 7 2.511890 3.981070 1.569540e+00 0.024284 0.024284 1.486287e+00 6.557530e-03 8.166622e-03 8.126859e-01 0.000000e+00 0.000000e+00
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 8 3.981070 6.309570 1.127970e+00 0.037643 0.037643 1.088690e+00 1.856950e-02 8.901176e-03 2.110632e-02 0.000000e+00 0.000000e+00
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 8 3.981070 6.309570 1.432740e+00 0.023921 0.023921 1.325345e+00 7.033833e-03 7.749111e-03 3.596783e-01 0.000000e+00 0.000000e+00
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 9 6.309570 10.000000 9.314700e-01 0.068840 0.068840 9.185657e-01 1.812404e-02 1.059840e-02 1.146607e-01 0.000000e+00 0.000000e+00
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 9 6.309570 10.000000 1.234480e+00 0.046469 0.046469 1.154926e+00 6.189435e-03 9.987388e-03 1.308885e-01 0.000000e+00 0.000000e+00
ssfr a 1.500000 2.000000 66 79 8.750000 9.000000 35 40 0.000000 0.000000 -8.765000e+00 0.280179 0.280179 -8.733828e+00 5.357751e-02 2.714518e-02 1.589841e-03 0.000000e+00 0.000000e+00
ssfr a 1.500000 2.000000 66 79 9.000000 9.250000 40 45 0.000000 0.000000 -8.575000e+00 0.280179 0.280179 -8.692921e+00 5.128969e-02 1.313528e-02 1.221468e-01 0.000000e+00 0.000000e+00
ssfr a 1.500000 2.000000 66 79 9.250000 9.500000 45 50 0.000000 0.000000 -8.615000e+00 0.280179 0.280179 -8.645119e+00 4.926292e-02 8.850801e-03 1.304491e-03 0.000000e+00 0.000000e+00
ssfr a 1.500000 2.000000 66 79 9.500000 9.750000 50 55 0.000000 0.000000 -8.585000e+00 0.280179 0.280179 -8.605968e+00 5.057584e-02 1.471299e-02 1.193743e-05 0.000000e+00 0.000000e+00
ssfr a 1.500000 2.000000 66 79 9.750000 10.000000 55 60 0.000000 0.000000 -8.705000e+00 0.280179 0.280179 -8.590155e+00 4.636407e-02 1.572070e-02 1.145931e-01 0.000000e+00 0.000000e+00
ssfr a 1.500000 2.000000 66 79 10.000000 10.250000 60 65 0.000000 0.000000 -8.745000e+00 0.280179 0.280179 -8.620878e+00 4.674859e-02 1.269238e-02 1.381078e-01 0.000000e+00 0.000000e+00
ssfr a 1.500000 2.000000 66 79 10.250000 10.500000 65 70 0.000000 0.000000 -8.895000e+00 0.280179 0.280179 -8.696463e+00 4.271203e-02 1.157834e-02 4.060556e-01 0.000000e+00 0.000000e+00
ssfr a 1.500000 2.000000 66 79 10.500000 10.750000 70 75 0.000000 0.000000 -9.055000e+00 0.280179 0.280179 -8.820054e+00 3.623462e-02 2.023751e-02 5.885551e-01 0.000000e+00 0.000000e+00
ssfr a 1.500000 2.000000 66 79 10.750000 11.000000 75 80 0.000000 0.000000 -9.205000e+00 0.280179 0.280179 -8.994150e+00 3.841701e-02 3.368499e-02 4.639957e-01 0.000000e+00 0.000000e+00
ssfr a 1.500000 2.000000 66 79 11.000000 11.250000 80 85 0.000000 0.000000 -9.425000e+00 0.280179 0.280179 -9.196919e+00 3.531591e-02 6.464648e-02 5.515610e-01 0.000000e+00 0.000000e+00
qf a 0.300000 0.400000 139 146 9.500000 9.600000 50 52 0.000000 0.000000 1.728411e-01 0.050990 0.050990 2.124415e-01 1.899864e-02 8.905853e-03 1.477596e-01 0.000000e+00 0.000000e+00
qf a 0.300000 0.400000 139 146 9.600000 9.700000 52 54 0.000000 0.000000 2.011100e-01 0.073259 0.050990 2.265485e-01 1.837840e-02 9.347531e-03 7.921923e-03 0.000000e+00 0.000000e+00
qf a 0.300000 0.400000 139 146 9.700000 9.800000 54 56 0.000000 0.000000 2.282440e-01 0.075268 0.050990 2.426971e-01 1.818754e-02 9.416512e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.300000 0.400000 139 146 9.800000 9.900000 56 58 0.000000 0.000000 2.645380e-01 0.050990 0.050990 2.629697e-01 1.673467e-02 9.348721e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.300000 0.400000 139 146 9.900000 10.000000 58 60 0.000000 0.000000 3.038739e-01 0.050990 0.050990 2.868367e-01 1.634156e-02 1.004709e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.300000 0.400000 139 146 10.000000 10.100000 60 62 0.000000 0.000000 3.349397e-01 0.050990 0.050990 3.150313e-01 1.439854e-02 1.078048e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.300000 0.400000 139 146 10.100000 10.200000 62 64 0.000000 0.000000 3.573061e-01 0.050990 0.050990 3.448274e-01 1.382026e-02 1.129886e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.300000 0.400000 139 146 10.200000 10.300000 64 66 0.000000 0.000000 3.860775e-01 0.050990 0.050990 3.772546e-01 1.439173e-02 1.048593e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.300000 0.400000 139 146 10.300000 10.400000 66 68 0.000000 0.000000 4.256943e-01 0.050990 0.050990 4.110932e-01 1.586060e-02 9.615827e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.300000 0.400000 139 146 10.400000 10.500000 68 70 0.000000 0.000000 4.719173e-01 0.050990 0.050990 4.452685e-01 1.653969e-02 1.017743e-02 1.700266e-02 0.000000e+00 0.000000e+00
qf a 0.300000 0.400000 139 146 10.500000 10.600000 70 72 0.000000 0.000000 5.145566e-01 0.053780 0.055747 4.791596e-01 1.994434e-02 6.470432e-03 7.830538e-02 0.000000e+00 0.000000e+00
qf a 0.300000 0.400000 139 146 10.600000 10.700000 72 74 0.000000 0.000000 5.462091e-01 0.050990 0.054245 5.165961e-01 2.353023e-02 7.604764e-03 3.306657e-02 0.000000e+00 0.000000e+00
qf a 0.300000 0.400000 139 146 10.700000 10.800000 74 76 0.000000 0.000000 5.847296e-01 0.059286 0.059777 5.543068e-01 3.052940e-02 8.651747e-03 3.060981e-02 0.000000e+00 0.000000e+00
qf a 0.300000 0.400000 139 146 10.800000 10.900000 76 78 0.000000 0.000000 5.347649e-01 0.079514 0.075327 5.955431e-01 3.398177e-02 1.078939e-02 2.700754e-01 0.000000e+00 0.000000e+00
qf a 0.300000 0.400000 139 146 10.900000 11.000000 78 80 0.000000 0.000000 6.091570e-01 0.072800 0.072621 6.483601e-01 3.721014e-02 1.861232e-02 6.970631e-02 0.000000e+00 0.000000e+00
csfr_(uv) a 3.700000 4.500000 36 42 10.000000 10.000000 60 60 0.000000 0.000000 -1.435233e+00 0.270185 0.270185 -1.550859e+00 3.773992e-02 3.008313e-02 1.252655e-01 0.000000e+00 0.000000e+00
csfr_(uv) a 4.400000 5.500000 30 37 10.000000 10.000000 60 60 0.000000 0.000000 -1.716233e+00 0.270185 0.270185 -1.761386e+00 4.364243e-02 3.958137e-02 8.667154e-03 0.000000e+00 0.000000e+00
ssfr a 2.500000 3.000000 49 56 9.000000 9.250000 40 45 0.000000 0.000000 -8.555000e+00 0.280179 0.280179 -8.574884e+00 4.808713e-02 3.041593e-02 0.000000e+00 0.000000e+00 0.000000e+00
ssfr a 2.500000 3.000000 49 56 9.250000 9.500000 45 50 0.000000 0.000000 -8.685000e+00 0.280179 0.280179 -8.548717e+00 4.691384e-02 2.175674e-02 1.722506e-01 0.000000e+00 0.000000e+00
ssfr a 2.500000 3.000000 49 56 9.500000 9.750000 50 55 0.000000 0.000000 -8.405000e+00 0.280179 0.280179 -8.529772e+00 4.865665e-02 8.775546e-03 1.398368e-01 0.000000e+00 0.000000e+00
ssfr a 2.500000 3.000000 49 56 9.750000 10.000000 55 60 0.000000 0.000000 -8.425000e+00 0.280179 0.280179 -8.513552e+00 5.424587e-02 6.392921e-03 5.986430e-02 0.000000e+00 0.000000e+00
ssfr a 2.500000 3.000000 49 56 10.000000 10.250000 60 65 0.000000 0.000000 -8.365000e+00 0.280179 0.280179 -8.515866e+00 5.737264e-02 1.286200e-02 2.181634e-01 0.000000e+00 0.000000e+00
ssfr a 2.500000 3.000000 49 56 10.250000 10.500000 65 70 0.000000 0.000000 -8.645000e+00 0.280179 0.280179 -8.548567e+00 5.830363e-02 1.332864e-02 7.442022e-02 0.000000e+00 0.000000e+00
ssfr a 2.500000 3.000000 49 56 10.500000 10.750000 70 75 0.000000 0.000000 -8.715000e+00 0.280179 0.280179 -8.618832e+00 5.762947e-02 1.839862e-02 7.390557e-02 0.000000e+00 0.000000e+00
ssfr a 2.500000 3.000000 49 56 10.750000 11.000000 75 80 0.000000 0.000000 -8.845000e+00 0.280179 0.280179 -8.731551e+00 6.638431e-02 2.132202e-02 1.112443e-01 0.000000e+00 0.000000e+00
ssfr a 2.500000 3.000000 49 56 11.000000 11.250000 80 85 0.000000 0.000000 -8.755000e+00 0.280179 0.280179 -8.878458e+00 7.317951e-02 3.198225e-02 1.363500e-01 0.000000e+00 0.000000e+00
ssfr a 0.500000 1.000000 99 132 8.000000 8.500000 20 30 0.000000 0.000000 -8.654451e+00 0.280179 0.280179 -9.207413e+00 6.775532e-02 2.688181e-02 3.618454e+00 0.000000e+00 0.000000e+00
ssfr a 0.500000 1.000000 99 132 8.500000 9.000000 30 40 0.000000 0.000000 -8.867866e+00 0.280179 0.280179 -9.135871e+00 4.908849e-02 1.104155e-03 7.835259e-01 0.000000e+00 0.000000e+00
ssfr a 0.500000 1.000000 99 132 9.000000 9.500000 40 50 0.000000 0.000000 -9.005061e+00 0.280179 0.280179 -9.059580e+00 4.225482e-02 4.223528e-03 1.517907e-02 0.000000e+00 0.000000e+00
ssfr a 0.500000 1.000000 99 132 9.500000 10.000000 50 60 0.000000 0.000000 -9.157500e+00 0.280179 0.280179 -9.083860e+00 4.320308e-02 4.432980e-03 3.665302e-02 0.000000e+00 0.000000e+00
ssfr a 0.500000 1.000000 99 132 10.000000 10.500000 60 70 0.000000 0.000000 -9.218476e+00 0.280179 0.280179 -9.286625e+00 3.746998e-02 8.797339e-03 2.953358e-02 0.000000e+00 0.000000e+00
ssfr a 0.500000 1.000000 99 132 10.500000 11.000000 70 80 0.000000 0.000000 -9.637683e+00 0.280179 0.280179 -9.656623e+00 2.746504e-02 3.094679e-02 0.000000e+00 0.000000e+00 0.000000e+00
uvsm a 7.500000 8.500000 8 8 -21.000000 -20.500000 6 6 0.000000 0.000000 9.310965e+00 0.300167 0.300167 9.319336e+00 1.175928e-01 1.732616e-01 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.400000 0.500000 132 139 9.800000 9.900000 56 58 0.000000 0.000000 2.057102e-01 0.077643 0.058386 2.260911e-01 2.321936e-02 4.082761e-03 3.262262e-05 0.000000e+00 0.000000e+00
qf a 0.400000 0.500000 132 139 9.900000 10.000000 58 60 0.000000 0.000000 2.188574e-01 0.053616 0.050990 2.526804e-01 2.145275e-02 5.446413e-03 6.901561e-02 0.000000e+00 0.000000e+00
qf a 0.400000 0.500000 132 139 10.000000 10.100000 60 62 0.000000 0.000000 2.809341e-01 0.053477 0.055868 2.824634e-01 1.970505e-02 6.378200e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.400000 0.500000 132 139 10.100000 10.200000 62 64 0.000000 0.000000 3.052381e-01 0.050990 0.050990 3.147084e-01 2.018295e-02 6.738881e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.400000 0.500000 132 139 10.200000 10.300000 64 66 0.000000 0.000000 3.699741e-01 0.050990 0.050990 3.517502e-01 1.981242e-02 7.339583e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.400000 0.500000 132 139 10.300000 10.400000 66 68 0.000000 0.000000 4.007892e-01 0.052995 0.050990 3.875280e-01 2.112926e-02 5.441635e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.400000 0.500000 132 139 10.400000 10.500000 68 70 0.000000 0.000000 4.107906e-01 0.050990 0.050990 4.231260e-01 2.390046e-02 3.360405e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.400000 0.500000 132 139 10.500000 10.600000 70 72 0.000000 0.000000 4.294371e-01 0.050990 0.050990 4.620451e-01 2.448065e-02 2.090556e-03 6.113948e-02 0.000000e+00 0.000000e+00
qf a 0.400000 0.500000 132 139 10.600000 10.700000 72 74 0.000000 0.000000 4.498803e-01 0.052346 0.050990 4.985286e-01 2.962341e-02 1.860517e-04 3.031117e-01 0.000000e+00 0.000000e+00
