#Model: 0.104160800000 1.830857660000 -0.278375930000 2.482630900000 2.060239220000 0.322896640000 -0.099136200000 0.696256730000 -6.783021920000 -0.740212860000 -0.243005030000 2.357406780000 -0.670161000000 0.032409440000 0.705463040000 0.078203160000 -1.313028390000 3.345707840000 -0.969087940000 -0.340795970000 1.677667720000 0.422031030000 3.105399340000 0.361458860000 2.955837030000 -0.110232830000 4.023850140000 2.321001140000 -0.161718440000 0.208850790000 0.446655700000 -1.141828020000 1.067118400000 0.102460660000 -0.229540280000 0.209918420000 0.070000000000 0.040711970000 -0.160329600000 -0.125858630000 0.332955620000 8.977376730000 -0.043766440000 0.426113490000 0.600463510000 0 356.934366097907
#Type Subtype Z1 Z2 step1 step2 SM1 SM2 smb1 smb2 R1 R2 Val Err_h Err_l Model_Val MV+ MV- Chi2 Chi2+ Chi2-
qf a 0.010000 0.097000 165 175 10.700000 10.800000 74 76 0.000000 0.000000 6.191814e-01 0.050990 0.050990 5.847145e-01 3.376431e-02 -1.940386e-04 8.049626e-02 0.000000e+00 0.000000e+00
qf a 0.010000 0.105000 164 175 10.800000 10.900000 76 78 0.000000 0.000000 6.481066e-01 0.050990 0.050990 6.200079e-01 3.418631e-02 6.013953e-03 2.522622e-02 0.000000e+00 0.000000e+00
qf a 0.010000 0.114000 163 175 10.900000 11.000000 78 80 0.000000 0.000000 6.781593e-01 0.050990 0.050990 6.522597e-01 3.890825e-02 5.083378e-03 1.338643e-02 0.000000e+00 0.000000e+00
qf a 0.010000 0.124000 162 175 11.000000 11.100000 80 82 0.000000 0.000000 7.103263e-01 0.050990 0.050990 6.921972e-01 3.896836e-02 1.053271e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.010000 0.134000 161 175 11.100000 11.200000 82 84 0.000000 0.000000 7.436662e-01 0.050990 0.050990 7.363723e-01 3.491500e-02 1.662257e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.010000 0.146000 160 175 11.200000 11.300000 84 86 0.000000 0.000000 7.840537e-01 0.050990 0.050990 7.801402e-01 2.969635e-02 2.244756e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.010000 0.158000 159 175 11.300000 11.400000 86 88 0.000000 0.000000 8.255868e-01 0.050990 0.050990 8.167562e-01 3.354885e-02 2.146057e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.010000 0.171000 157 175 11.400000 11.500000 88 90 0.000000 0.000000 8.571834e-01 0.050990 0.050990 8.605804e-01 2.020126e-02 2.860925e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.010000 0.185000 156 175 11.500000 11.600000 90 92 0.000000 0.000000 8.809646e-01 0.050990 0.050990 8.900632e-01 1.651700e-02 2.911146e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.010000 0.200000 155 175 11.600000 11.700000 92 94 0.000000 0.000000 8.994272e-01 0.050990 0.050990 9.168378e-01 5.985176e-03 3.330325e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.010000 0.200000 155 175 11.700000 11.800000 94 96 0.000000 0.000000 9.157132e-01 0.050990 0.050990 9.247533e-01 1.282566e-02 2.380908e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.010000 0.200000 155 175 11.800000 11.900000 96 98 0.000000 0.000000 9.365689e-01 0.050990 0.050990 9.496395e-01 3.472512e-03 2.892471e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.010000 0.200000 155 175 11.900000 12.000000 98 100 0.000000 0.000000 9.190076e-01 0.050990 0.063304 9.551069e-01 6.793697e-03 1.760845e-02 8.646862e-02 0.000000e+00 0.000000e+00
qf a 0.010000 0.200000 155 175 12.000000 12.100000 100 102 0.000000 0.000000 8.958470e-01 0.050990 0.105634 9.626928e-01 1.008141e-02 3.652343e-02 7.981424e-01 0.000000e+00 0.000000e+00
qf a 0.010000 0.200000 155 175 12.100000 12.200000 102 104 0.000000 0.000000 8.609781e-01 0.078136 0.264675 9.638714e-01 8.933264e-03 6.207049e-02 1.125492e+00 0.000000e+00 0.000000e+00
qf a 0.010000 0.200000 155 175 12.200000 12.300000 104 106 0.000000 0.000000 7.512408e-01 0.196861 0.538134 8.746495e-01 8.473063e-02 8.718928e-02 1.852585e-01 0.000000e+00 0.000000e+00
csfr a 0.300000 0.700000 116 146 10.000000 10.000000 60 60 0.000000 0.000000 -1.488293e+00 0.130384 0.130384 -1.410264e+00 3.899516e-02 4.868514e-03 1.980756e-01 0.000000e+00 0.000000e+00
csfr a 0.700000 1.200000 90 116 10.000000 10.000000 60 60 0.000000 0.000000 -1.252333e+00 0.170294 0.170294 -1.095478e+00 2.753767e-02 9.061912e-03 6.458372e-01 0.000000e+00 0.000000e+00
csfr a 1.200000 1.800000 71 90 10.000000 10.000000 60 60 0.000000 0.000000 -1.115593e+00 0.170294 0.170294 -9.168383e-01 3.660077e-02 1.205079e-02 1.101831e+00 0.000000e+00 0.000000e+00
csfr a 1.800000 2.500000 56 71 10.000000 10.000000 60 60 0.000000 0.000000 -1.017883e+00 0.190263 0.190263 -9.252229e-01 4.299633e-02 1.893487e-02 1.458409e-01 0.000000e+00 0.000000e+00
csfr a 2.500000 3.500000 44 56 10.000000 10.000000 60 60 0.000000 0.000000 -1.138143e+00 0.270185 0.270185 -1.164869e+00 3.874897e-02 9.840270e-03 6.198057e-04 0.000000e+00 0.000000e+00
smf a 0.800000 1.000000 99 110 10.700000 10.800000 74 76 0.000000 0.000000 -2.558173e+00 0.052890 0.057382 -2.583329e+00 2.443063e-02 4.747912e-03 8.705936e-03 0.000000e+00 0.000000e+00
smf a 0.800000 1.000000 99 110 10.800000 10.900000 76 78 0.000000 0.000000 -2.625154e+00 0.047903 0.043084 -2.671850e+00 1.904448e-02 8.705358e-03 3.689260e-01 0.000000e+00 0.000000e+00
smf a 0.800000 1.000000 99 110 10.900000 11.000000 78 80 0.000000 0.000000 -2.735633e+00 0.050675 0.045896 -2.792036e+00 1.611657e-02 1.630458e-02 6.164202e-01 0.000000e+00 0.000000e+00
ssfr a 1.250000 1.500000 79 88 8.500000 8.750000 30 35 0.000000 0.000000 -8.715000e+00 0.280179 0.280179 -8.901553e+00 5.392177e-02 2.205986e-02 3.533736e-01 0.000000e+00 0.000000e+00
ssfr a 1.250000 1.500000 79 88 8.750000 9.000000 35 40 0.000000 0.000000 -8.745000e+00 0.280179 0.280179 -8.859134e+00 4.886680e-02 7.289957e-03 1.128805e-01 0.000000e+00 0.000000e+00
ssfr a 1.250000 1.500000 79 88 9.000000 9.250000 40 45 0.000000 0.000000 -8.675000e+00 0.280179 0.280179 -8.805968e+00 4.553685e-02 6.341231e-03 1.568649e-01 0.000000e+00 0.000000e+00
ssfr a 1.250000 1.500000 79 88 9.250000 9.500000 45 50 0.000000 0.000000 -8.705000e+00 0.280179 0.280179 -8.752896e+00 4.381725e-02 8.950483e-03 9.913321e-03 0.000000e+00 0.000000e+00
ssfr a 1.250000 1.500000 79 88 9.500000 9.750000 50 55 0.000000 0.000000 -8.705000e+00 0.280179 0.280179 -8.719191e+00 3.959381e-02 1.482009e-02 0.000000e+00 0.000000e+00 0.000000e+00
ssfr a 1.250000 1.500000 79 88 9.750000 10.000000 55 60 0.000000 0.000000 -8.845000e+00 0.280179 0.280179 -8.722876e+00 4.163737e-02 8.256274e-03 1.328563e-01 0.000000e+00 0.000000e+00
ssfr a 1.250000 1.500000 79 88 10.000000 10.250000 60 65 0.000000 0.000000 -8.865000e+00 0.280179 0.280179 -8.774149e+00 4.390662e-02 6.434240e-03 6.394655e-02 0.000000e+00 0.000000e+00
ssfr a 1.250000 1.500000 79 88 10.250000 10.500000 65 70 0.000000 0.000000 -9.045000e+00 0.280179 0.280179 -8.879973e+00 3.780970e-02 8.375132e-03 2.679349e-01 0.000000e+00 0.000000e+00
ssfr a 1.250000 1.500000 79 88 10.500000 10.750000 70 75 0.000000 0.000000 -9.255000e+00 0.280179 0.280179 -9.036562e+00 3.412025e-02 2.301876e-02 5.016268e-01 0.000000e+00 0.000000e+00
ssfr a 1.250000 1.500000 79 88 10.750000 11.000000 75 80 0.000000 0.000000 -9.265000e+00 0.280179 0.280179 -9.237320e+00 2.662892e-02 4.896232e-02 7.514377e-04 0.000000e+00 0.000000e+00
ssfr a 1.250000 1.500000 79 88 11.000000 11.250000 80 85 0.000000 0.000000 -9.475000e+00 0.280179 0.280179 -9.484593e+00 3.604027e-02 7.565082e-02 0.000000e+00 0.000000e+00 0.000000e+00
ssfr a 6.600000 7.000000 24 26 8.750000 9.250000 35 45 0.000000 0.000000 -8.120000e+00 0.300167 0.300167 -8.315280e+00 7.401997e-02 2.934161e-02 3.409896e-01 0.000000e+00 0.000000e+00
ssfr a 4.500000 5.500000 30 36 8.650000 8.900000 33 38 0.000000 0.000000 -8.069920e+00 0.280179 0.280179 -8.488233e+00 4.939572e-02 2.443260e-02 2.021056e+00 0.000000e+00 0.000000e+00
ssfr a 4.500000 5.500000 30 36 8.900000 9.150000 38 43 0.000000 0.000000 -8.156503e+00 0.280179 0.280179 -8.484234e+00 4.981242e-02 2.483228e-02 1.206346e+00 0.000000e+00 0.000000e+00
ssfr a 4.500000 5.500000 30 36 9.150000 9.400000 43 48 0.000000 0.000000 -8.274724e+00 0.280179 0.280179 -8.475623e+00 4.745075e-02 2.859875e-02 4.168731e-01 0.000000e+00 0.000000e+00
ssfr a 4.500000 5.500000 30 36 9.400000 9.650000 48 53 0.000000 0.000000 -8.333779e+00 0.280179 0.280179 -8.475928e+00 5.235351e-02 3.020763e-02 1.900681e-01 0.000000e+00 0.000000e+00
ssfr a 4.500000 5.500000 30 36 9.650000 9.900000 53 58 0.000000 0.000000 -8.462055e+00 0.280179 0.280179 -8.476576e+00 5.792845e-02 2.891570e-02 0.000000e+00 0.000000e+00 0.000000e+00
ssfr a 4.500000 5.500000 30 36 9.900000 10.150000 58 63 0.000000 0.000000 -8.599228e+00 0.280179 0.280179 -8.477559e+00 5.783219e-02 3.436277e-02 1.316762e-01 0.000000e+00 0.000000e+00
csfr a 0.013000 0.100000 165 175 10.000000 10.000000 60 60 0.000000 0.000000 -1.821233e+00 0.130384 0.130384 -1.930520e+00 5.497609e-02 1.796132e-02 4.689573e-01 0.000000e+00 0.000000e+00
ssfr a 3.000000 4.000000 40 49 9.500000 9.750000 50 55 0.000000 0.000000 -8.585000e+00 0.280179 0.280179 -8.546668e+00 4.164910e-02 1.328598e-02 4.281076e-03 0.000000e+00 0.000000e+00
ssfr a 3.000000 4.000000 40 49 9.750000 10.000000 55 60 0.000000 0.000000 -8.265000e+00 0.280179 0.280179 -8.538358e+00 4.526987e-02 7.716145e-03 8.177100e-01 0.000000e+00 0.000000e+00
ssfr a 3.000000 4.000000 40 49 10.000000 10.250000 60 65 0.000000 0.000000 -8.385000e+00 0.280179 0.280179 -8.544256e+00 5.410449e-02 8.267545e-03 2.470337e-01 0.000000e+00 0.000000e+00
ssfr a 3.000000 4.000000 40 49 10.250000 10.500000 65 70 0.000000 0.000000 -8.475000e+00 0.280179 0.280179 -8.565387e+00 5.832668e-02 1.979983e-02 6.311293e-02 0.000000e+00 0.000000e+00
ssfr a 3.000000 4.000000 40 49 10.500000 10.750000 70 75 0.000000 0.000000 -8.515000e+00 0.280179 0.280179 -8.631748e+00 7.622648e-02 2.229431e-02 1.192371e-01 0.000000e+00 0.000000e+00
ssfr a 3.000000 4.000000 40 49 10.750000 11.000000 75 80 0.000000 0.000000 -8.635000e+00 0.280179 0.280179 -8.725046e+00 8.944087e-02 3.173806e-02 6.250217e-02 0.000000e+00 0.000000e+00
ssfr a 3.000000 4.000000 40 49 11.000000 11.250000 80 85 0.000000 0.000000 -8.855000e+00 0.280179 0.280179 -8.863141e+00 9.866497e-02 3.096861e-02 0.000000e+00 0.000000e+00 0.000000e+00
ssfr a 3.000000 4.000000 40 49 11.250000 11.500000 85 90 0.000000 0.000000 -8.905000e+00 0.280179 0.280179 -8.992120e+00 1.050224e-01 5.716252e-02 5.739022e-02 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 11.600000 11.700000 92 94 0.000000 0.000000 1.000000e+00 0.010000 0.588085 9.385716e-01 3.575994e-02 1.243870e-02 4.814178e-01 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 11.500000 11.600000 90 92 0.000000 0.000000 1.000000e+00 0.010000 0.407123 9.070437e-01 4.894745e-02 1.388308e-02 6.722841e-01 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 11.400000 11.500000 88 90 0.000000 0.000000 9.600000e-01 0.041231 0.292171 8.573558e-01 6.760764e-02 1.473658e-02 3.777371e-01 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 11.300000 11.400000 86 88 0.000000 0.000000 8.920000e-01 0.108462 0.253198 7.935187e-01 8.312010e-02 3.137713e-03 1.833662e-01 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 11.200000 11.300000 84 86 0.000000 0.000000 8.540000e-01 0.146342 0.182275 7.317008e-01 7.593593e-02 -1.647843e-03 3.475337e-01 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 11.100000 11.200000 82 84 0.000000 0.000000 7.770000e-01 0.148337 0.147340 6.774746e-01 6.599440e-02 -1.604343e-03 2.904186e-01 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 11.050000 11.150000 81 83 0.000000 0.000000 7.510000e-01 0.122409 0.123406 6.488850e-01 6.327098e-02 -1.467934e-04 4.439692e-01 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 10.950000 11.050000 79 81 0.000000 0.000000 6.340000e-01 0.102489 0.097514 5.953132e-01 5.569149e-02 0.000000e+00 3.528925e-02 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 10.850000 10.950000 77 79 0.000000 0.000000 6.010000e-01 0.083600 0.082608 5.465418e-01 4.508069e-02 1.365176e-03 1.727933e-01 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 10.750000 10.850000 75 77 0.000000 0.000000 5.560000e-01 0.073682 0.076655 5.019739e-01 3.896815e-02 2.861322e-03 2.014420e-01 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 10.650000 10.750000 73 75 0.000000 0.000000 4.840000e-01 0.063789 0.064777 4.613184e-01 3.097908e-02 3.179058e-03 1.739328e-03 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 10.550000 10.650000 71 73 0.000000 0.000000 4.510000e-01 0.053935 0.054918 4.234043e-01 2.588656e-02 6.076433e-03 1.943081e-02 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 10.450000 10.550000 69 71 0.000000 0.000000 4.130000e-01 0.050990 0.050990 3.829450e-01 2.419959e-02 9.007253e-03 3.888611e-02 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 10.350000 10.450000 67 69 0.000000 0.000000 3.610000e-01 0.050990 0.050990 3.440384e-01 2.027826e-02 1.398388e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 10.250000 10.350000 65 67 0.000000 0.000000 3.070000e-01 0.050990 0.050990 3.032727e-01 1.931095e-02 1.371844e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 10.150000 10.250000 63 65 0.000000 0.000000 2.960000e-01 0.050990 0.050990 2.621415e-01 2.192014e-02 1.417464e-02 7.386805e-02 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 10.050000 10.150000 61 63 0.000000 0.000000 2.410000e-01 0.050990 0.050990 2.218881e-01 2.307734e-02 1.036677e-02 0.000000e+00 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 9.950000 10.050000 59 61 0.000000 0.000000 2.020000e-01 0.050990 0.050990 1.863844e-01 2.627154e-02 9.978779e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 9.850000 9.950000 57 59 0.000000 0.000000 1.740000e-01 0.050990 0.050990 1.533893e-01 2.908307e-02 7.907209e-03 1.434376e-04 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 9.750000 9.850000 55 57 0.000000 0.000000 1.150000e-01 0.050990 0.050990 1.250346e-01 3.224916e-02 6.471922e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 9.650000 9.750000 53 55 0.000000 0.000000 1.030000e-01 0.050990 0.050990 1.014288e-01 3.504930e-02 2.187045e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 9.550000 9.650000 51 53 0.000000 0.000000 8.800000e-02 0.050990 0.050990 8.274446e-02 3.745097e-02 1.653824e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 9.450000 9.550000 49 51 0.000000 0.000000 6.700000e-02 0.050990 0.050990 6.526687e-02 3.990644e-02 -2.597011e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 9.350000 9.450000 47 49 0.000000 0.000000 7.600000e-02 0.050990 0.050990 5.217950e-02 4.048609e-02 -5.197051e-03 5.613921e-03 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 9.250000 9.350000 45 47 0.000000 0.000000 6.900000e-02 0.050990 0.050990 4.111342e-02 4.295127e-02 -6.999968e-03 2.392235e-02 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 9.150000 9.250000 43 45 0.000000 0.000000 6.600000e-02 0.050990 0.050990 3.324110e-02 4.530840e-02 -7.025645e-03 6.261136e-02 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 9.050000 9.150000 41 43 0.000000 0.000000 6.800000e-02 0.050990 0.050990 2.660062e-02 4.861247e-02 -7.177216e-03 1.761283e-01 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 8.950000 9.050000 39 41 0.000000 0.000000 5.600000e-02 0.050990 0.050990 2.160150e-02 4.859326e-02 -6.262873e-03 7.973723e-02 0.000000e+00 0.000000e+00
qf_uvj a 0.500000 1.000000 99 132 8.900000 9.000000 38 40 0.000000 0.000000 6.500000e-02 0.050990 0.050990 1.928786e-02 5.002615e-02 -7.051310e-03 2.542747e-01 0.000000e+00 0.000000e+00
uvsm a 5.500000 6.500000 6 6 -19.000000 -18.500000 10 10 0.000000 0.000000 8.436710e+00 0.300167 0.300167 8.217247e+00 5.926610e-02 6.046962e-02 4.415695e-01 0.000000e+00 0.000000e+00
uvsm a 5.500000 6.500000 6 6 -19.500000 -19.000000 9 9 0.000000 0.000000 8.625762e+00 0.300167 0.300167 8.493792e+00 5.677604e-02 6.133656e-02 1.391490e-01 0.000000e+00 0.000000e+00
uvsm a 5.500000 6.500000 6 6 -20.000000 -19.500000 8 8 0.000000 0.000000 8.918097e+00 0.300167 0.300167 8.789495e+00 4.703618e-02 6.437778e-02 1.309050e-01 0.000000e+00 0.000000e+00
uvsm a 5.500000 6.500000 6 6 -20.500000 -20.000000 7 7 0.000000 0.000000 9.216097e+00 0.300167 0.300167 9.103684e+00 3.866194e-02 7.926941e-02 9.478409e-02 0.000000e+00 0.000000e+00
uvsm a 5.500000 6.500000 6 6 -21.000000 -20.500000 6 6 0.000000 0.000000 9.458556e+00 0.300167 0.300167 9.437426e+00 4.041288e-02 9.668161e-02 1.418641e-05 0.000000e+00 0.000000e+00
uvsm a 5.500000 6.500000 6 6 -21.500000 -21.000000 5 5 0.000000 0.000000 9.771406e+00 0.300167 0.300167 9.809201e+00 4.529383e-02 1.065054e-01 3.514812e-03 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 8.000000 8.200000 20 24 0.000000 0.000000 -9.309073e+00 0.280179 0.280179 -9.518508e+00 5.907530e-02 4.913136e-02 4.571421e-01 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 8.200000 8.400000 24 28 0.000000 0.000000 -9.329839e+00 0.280179 0.280179 -9.513769e+00 5.322925e-02 4.898157e-02 3.423334e-01 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 8.400000 8.600000 28 32 0.000000 0.000000 -9.324094e+00 0.280179 0.280179 -9.512361e+00 5.226708e-02 4.226237e-02 3.606841e-01 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 8.600000 8.800000 32 36 0.000000 0.000000 -9.359933e+00 0.280179 0.280179 -9.520957e+00 5.367466e-02 3.903733e-02 2.533482e-01 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 8.800000 9.000000 36 40 0.000000 0.000000 -9.425564e+00 0.280179 0.280179 -9.541627e+00 4.974040e-02 4.111656e-02 1.175570e-01 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 9.000000 9.200000 40 44 0.000000 0.000000 -9.498693e+00 0.280179 0.280179 -9.575511e+00 4.850699e-02 4.155380e-02 4.112405e-02 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 9.200000 9.400000 44 48 0.000000 0.000000 -9.621397e+00 0.280179 0.280179 -9.628965e+00 4.303880e-02 3.824679e-02 0.000000e+00 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 9.400000 9.600000 48 52 0.000000 0.000000 -9.692172e+00 0.280179 0.280179 -9.704810e+00 4.532696e-02 3.167507e-02 0.000000e+00 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 9.600000 9.800000 52 56 0.000000 0.000000 -9.761785e+00 0.280179 0.280179 -9.801271e+00 4.759987e-02 2.682987e-02 4.836990e-03 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 9.800000 10.000000 56 60 0.000000 0.000000 -9.872775e+00 0.280179 0.280179 -9.917206e+00 4.709010e-02 2.670363e-02 7.603395e-03 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 10.000000 10.200000 60 64 0.000000 0.000000 -9.962745e+00 0.280179 0.280179 -1.005339e+01 4.824594e-02 2.646084e-02 6.357285e-02 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 10.200000 10.400000 64 68 0.000000 0.000000 -1.010933e+01 0.280179 0.280179 -1.020471e+01 5.311808e-02 3.731261e-02 7.239075e-02 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 10.400000 10.600000 68 72 0.000000 0.000000 -1.023075e+01 0.280179 0.280179 -1.036558e+01 6.039602e-02 4.328039e-02 1.679972e-01 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 10.600000 10.800000 72 76 0.000000 0.000000 -1.033800e+01 0.280179 0.280179 -1.052779e+01 6.897565e-02 4.330012e-02 3.672516e-01 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 10.800000 11.000000 76 80 0.000000 0.000000 -1.042179e+01 0.280179 0.280179 -1.070255e+01 7.659296e-02 3.877499e-02 8.661616e-01 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 11.000000 11.200000 80 84 0.000000 0.000000 -1.058681e+01 0.280179 0.280179 -1.088287e+01 7.590327e-02 3.598439e-02 9.708723e-01 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 11.200000 11.400000 84 88 0.000000 0.000000 -1.077974e+01 0.280179 0.280179 -1.108913e+01 8.793254e-02 2.827098e-02 1.066819e+00 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 11.400000 11.600000 88 92 0.000000 0.000000 -1.085257e+01 0.280179 0.280179 -1.128485e+01 9.435635e-02 2.900855e-02 2.165367e+00 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 11.600000 11.800000 92 96 0.000000 0.000000 -1.109481e+01 0.280179 0.280179 -1.144217e+01 9.634101e-02 1.216547e-02 1.365181e+00 0.000000e+00 0.000000e+00
ssfr a 0.005000 0.200000 155 176 11.800000 12.000000 96 100 0.000000 0.000000 -1.124179e+01 0.280179 0.280179 -1.158541e+01 8.083512e-02 1.170775e-02 1.334152e+00 0.000000e+00 0.000000e+00
uvlf a 3.500000 4.500000 36 44 -22.750000 -22.250000 25 35 0.000000 0.000000 -5.031000e+00 0.239209 0.253198 -5.119600e+00 2.955643e-01 1.312647e-01 7.654281e-02 0.000000e+00 0.000000e+00
uvlf a 3.500000 4.500000 36 44 -22.250000 -21.750000 35 45 0.000000 0.000000 -4.559000e+00 0.194258 0.198252 -4.262825e+00 1.192140e-01 6.205993e-02 2.021211e+00 0.000000e+00 0.000000e+00
uvlf a 3.500000 4.500000 36 44 -21.750000 -21.250000 45 55 0.000000 0.000000 -3.924000e+00 0.172290 0.172290 -3.833293e+00 6.377981e-02 5.589555e-02 1.684254e-01 0.000000e+00 0.000000e+00
uvlf a 3.500000 4.500000 36 44 -21.250000 -20.750000 55 65 0.000000 0.000000 -3.527000e+00 0.167299 0.167299 -3.530582e+00 4.986927e-02 4.902411e-02 0.000000e+00 0.000000e+00 0.000000e+00
uvlf a 3.500000 4.500000 36 44 -20.750000 -20.250000 65 75 0.000000 0.000000 -3.188000e+00 0.166301 0.166301 -3.258391e+00 3.986361e-02 4.873307e-02 9.181583e-02 0.000000e+00 0.000000e+00
uvlf a 3.500000 4.500000 36 44 -20.250000 -19.750000 75 85 0.000000 0.000000 -2.900000e+00 0.165303 0.165303 -3.016701e+00 3.353144e-02 5.570472e-02 3.422196e-01 0.000000e+00 0.000000e+00
uvlf a 3.500000 4.500000 36 44 -19.750000 -19.250000 85 95 0.000000 0.000000 -2.780000e+00 0.165303 0.165303 -2.813417e+00 3.300949e-02 4.803256e-02 6.587974e-03 0.000000e+00 0.000000e+00
uvlf a 3.500000 4.500000 36 44 -19.250000 -18.750000 95 105 0.000000 0.000000 -2.578000e+00 0.165303 0.165303 -2.632849e+00 3.393038e-02 5.433421e-02 4.444504e-02 0.000000e+00 0.000000e+00
uvlf a 3.500000 4.500000 36 44 -18.750000 -18.250000 105 115 0.000000 0.000000 -2.441000e+00 0.180278 0.183273 -2.470874e+00 4.435287e-02 5.609534e-02 2.948225e-03 0.000000e+00 0.000000e+00
uvlf a 3.500000 4.500000 36 44 -18.250000 -17.750000 115 125 0.000000 0.000000 -2.234000e+00 0.175285 0.177282 -2.320216e+00 4.933964e-02 5.499664e-02 1.405015e-01 0.000000e+00 0.000000e+00
uvlf a 3.500000 4.500000 36 44 -17.750000 -17.250000 125 135 0.000000 0.000000 -2.188000e+00 0.176284 0.178281 -2.177182e+00 6.173925e-02 6.098257e-02 0.000000e+00 0.000000e+00 0.000000e+00
uvsm a 6.500000 7.500000 7 7 -21.000000 -20.500000 6 6 0.000000 0.000000 9.332953e+00 0.300167 0.300167 9.384778e+00 6.139372e-02 1.300545e-01 1.124106e-02 0.000000e+00 0.000000e+00
uvsm a 6.500000 7.500000 7 7 -21.500000 -21.000000 5 5 0.000000 0.000000 9.668467e+00 0.300167 0.300167 9.742903e+00 9.163093e-02 1.410055e-01 3.288898e-02 0.000000e+00 0.000000e+00
ssfr a 1.500000 2.500000 56 79 9.000000 9.500000 40 50 0.000000 0.000000 -8.479146e+00 0.280179 0.280179 -8.629014e+00 4.969228e-02 1.421646e-02 2.148479e-01 0.000000e+00 0.000000e+00
ssfr a 1.500000 2.500000 56 79 9.500000 10.000000 50 60 0.000000 0.000000 -8.364817e+00 0.280179 0.280179 -8.563407e+00 4.916146e-02 1.437423e-02 4.062977e-01 0.000000e+00 0.000000e+00
