#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.0662312 0 8.625 8.875 67355
9.00 0 0.0963226 0 8.875 9.125 118290
9.25 1.9345e-06 0.0818641 1.9345e-06 9.125 9.375 516930
9.50 1.11219e-05 0.0629439 4.76654e-06 9.375 9.625 1.88816e+06
9.75 4.7506e-05 0.0754747 1.68965e-05 9.625 9.875 4.0837e+06
10.00 4.04156e-05 0.0657839 1.62569e-05 9.875 10.125 4.18155e+06
10.25 7.81579e-06 0.0595088 2.11323e-06 10.125 10.375 2.81482e+06
10.50 6.26751e-06 0.0622838 4.4231e-08 10.375 10.625 1.75508e+06
10.75 2.41981e-05 0.0623663 6.9582e-07 10.625 10.875 1.07446e+06
11.00 0.000197135 0.061407 3.80347e-05 10.875 11.125 608719
11.25 0.00165519 0.0624532 0.000110409 11.125 11.375 337726
11.50 0.0103916 0.0613527 0.00123708 11.375 11.625 186881
11.75 0.0431041 0.0608909 0.00632934 11.625 11.875 102496
12.00 0.13882 0.0610648 0.0185473 11.875 12.125 55237
12.25 0.35179 0.0440559 0.0348227 12.125 12.375 28932
12.50 0.643059 0.0921954 0.081785 12.375 12.625 14854
12.75 0.865214 0.0693489 0.0986307 12.625 12.875 7204
13.00 0.955462 0.0162504 0.0570904 12.875 13.125 3323
13.25 0.972603 0.00216293 0.0144196 13.125 13.375 1387
13.50 0.973485 0.00568181 0.00189394 13.375 13.625 528
13.75 0.983425 9.10163e-05 0.00552487 13.625 13.875 181
14.00 0.947368 0.0526316 0 13.875 14.125 38
14.25 1 0 0 14.125 14.375 5
14.50 1 0 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
