#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0851533 0.0631637 0.0742086 8.625 8.875 39928
9.00 0.131489 0.102611 0.111757 8.875 9.125 61777
9.25 0.112644 0.102715 0.0940488 9.125 9.375 252486
9.50 0.0729406 0.069872 0.0518705 9.375 9.625 768105
9.75 0.123709 0.0939224 0.0601314 9.625 9.875 1.9819e+06
10.00 0.11148 0.0662408 0.0432421 9.875 10.125 3.09998e+06
10.25 0.113399 0.0540998 0.0362625 10.125 10.375 2.38347e+06
10.50 0.127599 0.0481824 0.0324308 10.375 10.625 1.52418e+06
10.75 0.153138 0.04105 0.0281607 10.625 10.875 948624
11.00 0.191427 0.0383451 0.0258251 10.875 11.125 587457
11.25 0.233115 0.0288079 0.0249593 11.125 11.375 353027
11.50 0.284853 0.0238335 0.0256855 11.375 11.625 209522
11.75 0.346084 0.016256 0.0294195 11.625 11.875 123967
12.00 0.415536 0.0232609 0.0316825 11.875 12.125 72646
12.25 0.496008 0.0340615 0.0349756 12.125 12.375 42330
12.50 0.586903 0.0461602 0.0417506 12.375 12.625 24677
12.75 0.66838 0.0549219 0.0443511 12.625 12.875 14399
13.00 0.747457 0.0541905 0.0507501 12.875 13.125 8062
13.25 0.80451 0.0492902 0.0526546 13.125 13.375 4568
13.50 0.871222 0.045722 0.0521739 13.375 13.625 2415
13.75 0.901916 0.0343851 0.0426736 13.625 13.875 1305
14.00 0.948113 0.0171865 0.0507988 13.875 14.125 636
14.25 0.974522 0.00318474 0.0414013 14.125 14.375 314
14.50 0.968 0.024 0.032 14.375 14.625 125
14.75 0.97619 0 0.0238095 14.625 14.875 42
15.00 1 0 0 14.875 15.125 6
15.25 1 0 0 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
