#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 1 0 0.137373 1 0 0.125809 0 1 -0.835616 7.2 7.4 679954 31037 22693 9605
7.5 1 0 0.112055 0.666667 0.333333 -0.230392 0 1 -0.835417 7.4 7.6 546205 28074 20273 8347
7.7 1 0 0.105263 1 0 0.108108 0 1 -0.86548 7.6 7.8 445821 26412 18371 7382
7.9 1 0 0.099593 1 0 0.114452 1 0 0.107692 7.8 8 369630 25822 16646 6671
8.1 1 0 0.104501 0.8 0.197015 -0.0854347 1 0 0.114558 8 8.2 301603 23925 14821 5749
8.3 0.95 0.047567 0.0609818 1 -0.00473934 0.109742 1 -0.00985223 0.130996 8.2 8.4 240655 20956 12766 4975
8.5 0.980769 0.00912976 0.0924714 0.9375 0.0527201 0.046884 0.8125 0.168019 -0.0326179 8.4 8.6 188212 17603 10516 4081
8.7 0.969072 0.0176828 0.0809197 0.925532 0.0502334 0.0653625 0.944444 0.0332092 0.124583 8.6 8.8 146885 14778 8718 3278
8.9 0.985294 -0.00198609 0.092119 0.878205 0.0910686 0.0232669 0.830508 0.118986 0.0404532 8.8 9 114474 11956 7222 2737
9.1 0.945355 0.0324226 0.0370049 0.914798 0.0421667 0.0831831 0.792453 0.123882 0.0222178 9 9.2 90039 9334 6039 2191
9.3 0.956522 0.0196687 0.0408241 0.822102 0.104304 0.0302657 0.805369 0.100168 0.0526219 9.2 9.4 72862 7287 5037 1978
9.5 0.939394 0.0189394 0.028079 0.783276 0.0967236 0.0409126 0.820513 0.0514384 0.0977855 9.4 9.6 60683 5202 4583 1642
9.7 0.941176 0.0149786 0.0435387 0.785885 0.0669548 0.0694135 0.707237 0.135263 0.0153764 9.6 9.8 52866 3781 4180 1467
9.9 0.927039 0.00507629 0.0491918 0.723649 0.0635378 0.0399846 0.70615 0.0807655 0.0556009 9.8 10 47841 2375 3943 1486
10.1 0.878378 0.02303 0.0300372 0.704437 0.0336907 0.0462646 0.674419 0.0505054 0.0678927 10 10.2 44301 1352 3854 1381
10.3 0.935185 -0.0155423 0.0890313 0.672122 0.0243984 0.0319068 0.569231 0.0786791 0.0169231 10.2 10.4 42170 762 3782 1378
10.5 0.911765 0.00887024 0.0656108 0.635667 0.0252747 0.0219246 0.546667 0.0366666 0.0275584 10.4 10.6 37844 366 3389 1153
10.7 0.90625 0.0292339 0.0625 0.620502 0.016269 0.0283407 0.510145 0.0191827 0.0310685 10.6 10.8 29916 123 2555 1050
10.9 0.947368 0.007177 0.0807018 0.643371 0.00114721 0.0537653 0.403169 0.0324242 0.0126261 10.8 11 19777 42 1580 768
11.1 0.727273 0.172727 0.0606061 0.608051 0.010019 0.0644403 0.388889 0.0136428 0.0458937 11 11.2 10049 12 693 480
11.3 1 0 0.5 0.601695 0.0294526 0.101695 0.333333 0.0108225 0.0682731 11.2 11.4 3551 3 170 182
11.5 1 0 1 0.571429 0.120879 0.196429 0.25 0.0265957 0.120968 11.4 11.6 850 1 17 50
11.7 0 0 0 0 0 0 0.0909091 0.0757576 0.0909091 11.6 11.8 150 0 0 11
11.9 0 0 0 0 0 0 0 0 0 11.8 12 19 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
