#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0 1 0 1 0 1 0 1 0 7.2 7.4 646379 34218 15804 1751
7.5 1 0 0.333333 0.333333 0.666667 0.333333 0 0.957547 0 7.4 7.6 526531 33787 14649 1684
7.7 1 0 0.293271 0 0.968205 -0.333333 1 0 1 7.6 7.8 428116 33461 13757 1541
7.9 0.875 0.125 0.0888717 1 0 0.223742 0 1 0 7.8 8 341255 30586 12178 1416
8.1 0.941176 0.0409664 0.119121 0.7 0.3 -0.0790576 1 0 1 8 8.2 268211 26266 10525 1222
8.3 0.78125 0.173974 -0.0358436 0.588235 0.367122 -0.0999367 0.75 0.25 0.0991526 8.2 8.4 210322 22510 8922 978
8.5 0.87931 0.0745358 0.0668104 0.644444 0.288889 -0.0828283 0.75 0.25 0.0625 8.4 8.6 163588 19213 7428 868
8.7 0.906667 0.0499896 0.0689855 0.792208 0.130273 0.0789211 0.6 0.331818 0.0347826 8.6 8.8 126815 15288 6312 698
8.9 0.902913 0.0539219 0.046461 0.711864 0.183969 0.0146167 0.5 0.388889 -0.104651 8.8 9 98213 11933 5307 591
9.1 0.912281 0.0387683 0.0511696 0.716102 0.153898 0.0247437 0.681818 0.210074 0.0818182 9 9.2 75755 8791 4475 432
9.3 0.869565 0.077064 0.0144928 0.735736 0.112929 0.0612627 0.451613 0.303943 -0.0777989 9.2 9.4 58248 5848 3722 387
9.5 0.918182 0.0229946 0.0651352 0.709596 0.114238 0.0585169 0.571429 0.209059 0 9.4 9.6 45673 3599 3099 323
9.7 0.801887 0.0781132 0.00643224 0.696356 0.0891967 0.0847492 0.721311 0.022591 0.16868 9.6 9.8 36665 2111 2723 269
9.9 0.901408 0.00181735 0.0680751 0.681388 0.0643747 0.0783475 0.584416 0.115584 0.0550038 9.8 10 30768 1182 2509 243
10.1 0.888889 0.0291439 0.0811966 0.682657 0.0526815 0.0621844 0.623529 0.0216318 0.128684 10 10.2 26890 597 2258 217
10.3 0.883721 0.0305648 0.133721 0.695052 0.031444 0.0570589 0.648148 0.0381264 0.11425 10.2 10.4 23304 281 2082 227
10.5 0.818182 0.134199 -0.0151515 0.684949 0.0342818 0.0433305 0.578431 0.0476556 0.0739269 10.4 10.6 19702 121 1723 188
10.7 1 0 0.142857 0.722067 0.00494021 0.0623037 0.660377 -0.0248634 0.139369 10.6 10.8 15502 35 1361 179
10.9 1 0 0.2 0.727483 0.016319 0.0417684 0.46729 0.0720361 0.0144595 10.8 11 10328 19 847 146
11.1 1 0 0 0.810811 -0.00621313 0.0781375 0.39726 0.0842212 0.0126449 11 11.2 5525 5 384 91
11.3 0 1 0 0.870968 0.00175953 0.140199 0.410256 0.0442891 0.104701 11.2 11.4 2145 1 125 50
11.5 0 0 0 0.692308 0.149798 0.0523077 0.444444 0.0555556 0.15873 11.4 11.6 556 0 25 10
11.7 0 0 0 0 1 0 1 0 1 11.6 11.8 78 0 0 2
11.9 0 0 0 0 0 0 0 0 0 11.8 12 8 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
