#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.112708 0.084112 0.0882282 8.625 8.875 45915
9.00 0.16182 0.116241 0.122895 8.875 9.125 69287
9.25 0.138387 0.109534 0.10007 9.125 9.375 271441
9.50 0.0922947 0.0759492 0.0589842 9.375 9.625 776361
9.75 0.151671 0.0910267 0.0584777 9.625 9.875 1.94406e+06
10.00 0.14412 0.0650499 0.0482831 9.875 10.125 3.03344e+06
10.25 0.147959 0.0531097 0.0445749 10.125 10.375 2.34455e+06
10.50 0.163773 0.0470513 0.0405543 10.375 10.625 1.50204e+06
10.75 0.189921 0.0403609 0.0372191 10.625 10.875 934761
11.00 0.227195 0.0340598 0.0331897 10.875 11.125 578429
11.25 0.268027 0.0288646 0.0328469 11.125 11.375 349152
11.50 0.318695 0.0219005 0.0317678 11.375 11.625 207951
11.75 0.370237 0.0202278 0.0335634 11.625 11.875 123313
12.00 0.429189 0.0275646 0.0334418 11.875 12.125 72453
12.25 0.50565 0.0423862 0.0310599 12.125 12.375 42300
12.50 0.592442 0.056567 0.0286598 12.375 12.625 24848
12.75 0.670812 0.0769548 0.0413698 12.625 12.875 14475
13.00 0.74354 0.0873823 0.0459382 12.875 13.125 8204
13.25 0.799518 0.0878399 0.0523669 13.125 13.375 4569
13.50 0.853901 0.0765715 0.0639451 13.375 13.625 2512
13.75 0.90823 0.0524399 0.0603408 13.625 13.875 1373
14.00 0.946746 0.0296208 0.0606509 13.875 14.125 676
14.25 0.949704 0.0324917 0.0384616 14.125 14.375 338
14.50 0.977099 0.0229008 0.0458015 14.375 14.625 131
14.75 0.949153 0.0338983 0.0169491 14.625 14.875 59
15.00 1 0 0.166667 14.875 15.125 6
15.25 1 0 0 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
