#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.00138553 0.069925 0.0013625 8.625 8.875 303854
9.00 0.0020368 0.0857303 0.00198702 8.875 9.125 482128
9.25 0.00268482 0.0783078 0.00256865 9.125 9.375 1.38594e+06
9.50 0.00385866 0.0715841 0.0036509 9.375 9.625 2.82533e+06
9.75 0.0055026 0.0721088 0.00512509 9.625 9.875 3.03566e+06
10.00 0.00868882 0.0924547 0.00799469 9.875 10.125 2.04412e+06
10.25 0.0158584 0.10146 0.0142795 10.125 10.375 1.10244e+06
10.50 0.0211357 0.0937207 0.0180634 10.375 10.625 537575
10.75 0.0283281 0.0909134 0.0228816 10.625 10.875 250387
11.00 0.0398506 0.106238 0.0296105 10.875 11.125 110839
11.25 0.0569088 0.113718 0.0391232 11.125 11.375 45652
11.50 0.0730507 0.109022 0.0478806 11.375 11.625 17481
11.75 0.100651 0.115173 0.0597563 11.625 11.875 5991
12.00 0.137056 0.110547 0.069938 11.875 12.125 1773
12.25 0.175055 0.0984683 0.0678337 12.125 12.375 457
12.50 0.261682 0.121495 0.102804 12.375 12.625 107
12.75 0.25 0.1875 0.0625 12.625 12.875 16
13.00 0.666667 0 0 12.875 13.125 3
13.25 0 0 0 13.125 13.375 0
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
