#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.068413 0 8.625 8.875 36075
9.00 0 0.109229 0 8.875 9.125 65367
9.25 3.18996e-06 0.0948597 0 9.125 9.375 313484
9.50 2.48817e-05 0.0707814 4.66532e-06 9.375 9.625 1.28609e+06
9.75 0.000127506 0.0799331 1.6239e-05 9.625 9.875 3.32533e+06
10.00 7.60193e-05 0.0672092 1.93772e-05 9.875 10.125 4.02529e+06
10.25 1.57531e-05 0.0618757 0 10.125 10.375 2.79311e+06
10.50 4.59345e-06 0.0612139 -6.83658e-06 10.375 10.625 1.74161e+06
10.75 2.68441e-05 0.0625293 -5.75566e-05 10.625 10.875 1.08031e+06
11.00 0.000230082 0.0616897 -0.000488862 10.875 11.125 638903
11.25 0.00188777 0.0597822 -0.00259086 11.125 11.375 364451
11.50 0.0132245 0.0572402 -0.00221679 11.375 11.625 207796
11.75 0.0593568 0.0558145 0.00169198 11.625 11.875 117695
12.00 0.193716 0.0587394 0.0228696 11.875 12.125 66298
12.25 0.473576 0.0514605 0.0385574 12.125 12.375 36596
12.50 0.785636 0.0746193 0.0980451 12.375 12.625 20050
12.75 0.93875 0.0238729 0.080783 12.625 12.875 10449
13.00 0.969342 0.00331908 0.0292492 12.875 13.125 5382
13.25 0.973441 0.00302494 0.0053888 13.125 13.375 2598
13.50 0.969543 0.00666755 0 13.375 13.625 1182
13.75 0.979253 0.00207466 0.0103735 13.625 13.875 482
14.00 0.983333 0.00555551 0.0111111 13.875 14.125 180
14.25 1 0 0.0243902 14.125 14.375 41
14.50 1 0 0 14.375 14.625 7
14.75 1 0 0 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
