#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0810305 0.0622825 0.0713269 8.625 8.875 37924
9.00 0.1272 0.100857 0.109449 8.875 9.125 59827
9.25 0.110226 0.101564 0.09394 9.125 9.375 247754
9.50 0.070798 0.067958 0.0515716 9.375 9.625 764781
9.75 0.11999 0.0940447 0.0605933 9.625 9.875 1.98678e+06
10.00 0.107558 0.067388 0.0424015 9.875 10.125 3.10978e+06
10.25 0.109397 0.0543598 0.0352105 10.125 10.375 2.3885e+06
10.50 0.123146 0.047577 0.0313838 10.375 10.625 1.52719e+06
10.75 0.148447 0.0416722 0.0280939 10.625 10.875 950463
11.00 0.186556 0.0374801 0.0241467 10.875 11.125 588499
11.25 0.228289 0.0287642 0.0240459 11.125 11.375 353490
11.50 0.281426 0.0228281 0.0248113 11.375 11.625 209689
11.75 0.342451 0.0162316 0.0277823 11.625 11.875 124088
12.00 0.413878 0.0234566 0.0305545 11.875 12.125 72647
12.25 0.495335 0.034648 0.0360002 12.125 12.375 42337
12.50 0.585374 0.0469408 0.0416028 12.375 12.625 24709
12.75 0.67026 0.0517871 0.0501208 12.625 12.875 14378
13.00 0.749658 0.0511476 0.0536527 12.875 13.125 8033
13.25 0.807743 0.0471385 0.0558361 13.125 13.375 4572
13.50 0.880033 0.0387632 0.0616199 13.375 13.625 2409
13.75 0.913753 0.0262315 0.0462084 13.625 13.875 1287
14.00 0.948031 0.0203729 0.0445505 13.875 14.125 635
14.25 0.968153 0.00636941 0.0350319 14.125 14.375 314
14.50 0.991525 0.00847459 0.0423729 14.375 14.625 118
14.75 0.952381 0.047619 0.0238096 14.625 14.875 42
15.00 1 0 0 14.875 15.125 6
15.25 1 0 0 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
