#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.0732371 0 8.625 8.875 33808
9.00 1.63487e-05 0.109275 1.63487e-05 8.875 9.125 61167
9.25 0 0.0893185 0 9.125 9.375 294978
9.50 2.37646e-05 0.0702327 2.45843e-06 9.375 9.625 1.2203e+06
9.75 0.000134262 0.0806558 1.36118e-05 9.625 9.875 3.23249e+06
10.00 8.87081e-05 0.071366 1.60307e-05 9.875 10.125 3.99062e+06
10.25 1.58332e-05 0.0637168 -7.23757e-06 10.125 10.375 2.77897e+06
10.50 6.91656e-06 0.061652 -1.5048e-05 10.375 10.625 1.73497e+06
10.75 3.53075e-05 0.0624073 -0.000132978 10.625 10.875 1.07626e+06
11.00 0.000262792 0.0623452 -0.000790042 10.875 11.125 639290
11.25 0.00236563 0.0613369 -0.00339398 11.125 11.375 366076
11.50 0.0152566 0.0581132 -0.0050481 11.375 11.625 209090
11.75 0.0656876 0.0536543 0 11.625 11.875 119155
12.00 0.205006 0.0567108 0.0207578 11.875 12.125 67076
12.25 0.480948 0.0459603 0.0392634 12.125 12.375 37293
12.50 0.785103 0.0649023 0.0921304 12.375 12.625 20554
12.75 0.935687 0.0249803 0.0792997 12.625 12.875 10822
13.00 0.968041 0.00366348 0.0256959 12.875 13.125 5601
13.25 0.96951 0.00508171 0.00680178 13.125 13.375 2755
13.50 0.969817 0.00944901 0.00161386 13.375 13.625 1259
13.75 0.983607 0.00184798 0.0090611 13.625 13.875 549
14.00 0.979381 0.0102559 0.00515461 13.875 14.125 194
14.25 1 0 0.02 14.125 14.375 50
14.50 1 0 0 14.375 14.625 9
14.75 1 0 0 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
