#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0180708 0.0663178 0.018001 8.625 8.875 28665
9.00 0.024703 0.0870506 0.0246833 8.875 9.125 50844
9.25 0.0181464 0.07252 0.0181423 9.125 9.375 243905
9.50 0.0145507 0.0624509 0.0145234 9.375 9.625 952396
9.75 0.0177385 0.0741961 0.0174509 9.625 9.875 2.71206e+06
10.00 0.0138362 0.0646723 0.0135624 9.875 10.125 3.75183e+06
10.25 0.0118897 0.0599644 0.0116511 10.125 10.375 2.68275e+06
10.50 0.010563 0.0557531 0.0096489 10.375 10.625 1.68229e+06
10.75 0.0110959 0.0558242 0.00727554 10.625 10.875 1.04435e+06
11.00 0.0138163 0.0560224 0.00218863 10.875 11.125 635409
11.25 0.0242348 0.04972 -0.00524767 11.125 11.375 368066
11.50 0.0559777 0.044502 -0.00879546 11.375 11.625 213710
11.75 0.131471 0.0458377 0 11.625 11.875 123312
12.00 0.279401 0.0365596 0.0103075 11.875 12.125 70805
12.25 0.507282 0.0263898 0.029863 12.125 12.375 40374
12.50 0.740106 0.0372296 0.0597135 12.375 12.625 22463
12.75 0.891582 0.0307986 0.0646232 12.625 12.875 12461
13.00 0.951514 0.0144762 0.0341145 12.875 13.125 6703
13.25 0.966954 0.00776583 0.0144908 13.125 13.375 3480
13.50 0.966764 0.0146098 0.00408167 13.375 13.625 1715
13.75 0.97875 0.0100141 0.00387561 13.625 13.875 800
14.00 0.975684 0.0121581 0.00303948 13.875 14.125 329
14.25 0.976 0.016 0.00800002 14.125 14.375 125
14.50 0.962963 0.037037 0 14.375 14.625 27
14.75 1 0 0 14.625 14.875 3
15.00 1 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
