#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0615048 0.0561122 0.0609218 8.625 8.875 27445
9.00 0.0954243 0.0942196 0.0944309 8.875 9.125 47315
9.25 0.0819952 0.0936878 0.0805435 9.125 9.375 216976
9.50 0.0521844 0.0565081 0.0478161 9.375 9.625 762086
9.75 0.0802935 0.0857408 0.0625072 9.625 9.875 2.09027e+06
10.00 0.0663181 0.0676166 0.0403804 9.875 10.125 3.27826e+06
10.25 0.062907 0.0558745 0.0271611 10.125 10.375 2.47078e+06
10.50 0.0687611 0.0507844 0.0198556 10.375 10.625 1.57071e+06
10.75 0.0876574 0.0457539 0.0143158 10.625 10.875 976541
11.00 0.119107 0.0361498 0.010319 10.875 11.125 603685
11.25 0.159751 0.0271475 0.0100254 11.125 11.375 359347
11.50 0.215662 0.0211931 0.0117806 11.375 11.625 211878
11.75 0.292225 0.0165898 0.0159003 11.625 11.875 124866
12.00 0.387399 0.0160247 0.0248339 11.875 12.125 72677
12.25 0.496532 0.0243374 0.0394129 12.125 12.375 42241
12.50 0.609847 0.0423874 0.0551957 12.375 12.625 24352
12.75 0.718062 0.0500599 0.0602431 12.625 12.875 13996
13.00 0.809166 0.0460519 0.0642066 12.875 13.125 7855
13.25 0.870088 0.0336021 0.0639418 13.125 13.375 4326
13.50 0.920601 0.0233817 0.0602251 13.375 13.625 2330
13.75 0.960169 0.0125501 0.0505411 13.625 13.875 1180
14.00 0.975045 0.00713015 0.0374331 13.875 14.125 561
14.25 0.973585 0.0075472 0.0301887 14.125 14.375 265
14.50 0.973333 0 0.0266667 14.375 14.625 75
14.75 1 0 0.03125 14.625 14.875 32
15.00 1 0 0 14.875 15.125 3
15.25 1 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
