#Peak halo mass range: 13.125 < log10(Mh/Msun) < 13.375
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
0.751717 0.741826 0.043393 0.0491549 0.910525 0.0157523 0.0805624 887 3677
0.744123 0.76212 0.0331185 0.0588098 0.909165 0.0180303 0.0783101 887 3677
0.736529 0.7531 0.0431082 0.0449556 0.910797 0.0180592 0.0726306 887 3677
0.728935 0.760992 0.0427269 0.0453958 0.912429 0.0152988 0.068903 887 3677
0.721342 0.78354 0.0277182 0.0592157 0.918412 0.0151106 0.0661011 887 3677
0.713748 0.794814 0.0250474 0.0525973 0.917596 0.0161319 0.0643418 887 3677
0.706154 0.804961 0.0255479 0.0515669 0.922491 0.0141867 0.0631457 887 3677
0.698560 0.812852 0.024896 0.0566446 0.921675 0.0135474 0.0619802 887 3677
0.690967 0.827508 0.0173939 0.0667111 0.921675 0.0140535 0.0622317 887 3677
0.683373 0.838782 0.01182 0.066605 0.927114 0.0125173 0.0603502 887 3677
0.678310 0.833145 0.0233361 0.0541856 0.926027 0.0139133 0.058296 887 3677
0.673248 0.842165 0.0129942 0.0627881 0.926027 0.0128213 0.0593182 887 3677
0.668185 0.846674 0.0210301 0.0550424 0.926027 0.0149945 0.0563138 887 3677
0.663123 0.857948 0.0139527 0.0605625 0.928746 0.0135614 0.05731 887 3677
0.658060 0.859076 0.0172768 0.0610958 0.929834 0.0106091 0.0546615 887 3677
0.652998 0.862458 0.0208498 0.0547006 0.934729 0.0102079 0.0551371 887 3677
0.647935 0.870349 0.0191533 0.0559165 0.934186 0.0136142 0.0540045 887 3677
0.642873 0.878241 0.0169969 0.0513945 0.940169 0.0118799 0.054276 887 3677
0.637810 0.88726 0.0159321 0.0542082 0.937449 0.0153314 0.0479584 887 3677
0.632748 0.883878 0.0244637 0.0416995 0.944248 0.012362 0.0464395 887 3677
0.627685 0.885006 0.0276797 0.0473522 0.94316 0.0121894 0.0445631 887 3677
0.622623 0.889515 0.0225369 0.0445431 0.940169 0.0164323 0.0410423 887 3677
0.617560 0.885006 0.0315322 0.0323454 0.945064 0.0127829 0.0473535 887 3677
0.612498 0.895152 0.0215145 0.0417731 0.943704 0.0128176 0.04444 887 3677
0.607435 0.895152 0.0257704 0.0435502 0.944248 0.0134369 0.0455181 887 3677
0.602373 0.898534 0.0242299 0.0426785 0.944792 0.0121973 0.0427198 887 3677
0.597310 0.900789 0.0226045 0.0515624 0.945064 0.012188 0.0428689 887 3677
0.592248 0.907554 0.0183114 0.0516977 0.942344 0.0136353 0.0404596 887 3677
0.587185 0.909808 0.0171119 0.0513914 0.941256 0.0136569 0.041964 887 3677
0.582123 0.903044 0.0171746 0.0475601 0.941528 0.0134378 0.0425289 887 3677
0.577060 0.909808 0.01468 0.0506966 0.936633 0.0178501 0.0369996 887 3677
0.571997 0.909808 0.0161491 0.0491651 0.938537 0.0168045 0.0385087 887 3677
0.566935 0.912063 0.0150814 0.0537157 0.938809 0.0158892 0.0424416 887 3677
0.561872 0.918828 0.0139384 0.0584924 0.937721 0.0162477 0.0424758 887 3677
0.556810 0.910936 0.0187424 0.0548751 0.937993 0.0156954 0.0434341 887 3677
0.551747 0.906426 0.0182092 0.053862 0.936905 0.0137689 0.0463652 887 3677
0.546685 0.906426 0.0172926 0.0558675 0.936905 0.0140556 0.0442977 887 3677
0.541622 0.903044 0.0204169 0.0537686 0.934729 0.0147606 0.0440728 887 3677
0.536560 0.903044 0.0217528 0.0552786 0.932554 0.017185 0.0473659 887 3677
0.531497 0.897407 0.0263078 0.0501848 0.929834 0.0181869 0.0459958 887 3677
0.526435 0.898534 0.0249265 0.0463176 0.92793 0.0154457 0.0470143 887 3677
0.521372 0.912063 0.0185491 0.0598892 0.927386 0.0151455 0.0482516 887 3677
0.516310 0.914318 0.0178997 0.0620452 0.926299 0.0187413 0.0481816 887 3677
0.511247 0.906426 0.0215278 0.0664262 0.925755 0.0174069 0.0537445 887 3677
0.506185 0.907554 0.0159539 0.0726911 0.925483 0.0177646 0.0619364 887 3677
0.501122 0.894025 0.0275574 0.0652786 0.922219 0.016775 0.0638689 887 3677
0.496060 0.88726 0.0325751 0.0690786 0.91678 0.0200345 0.0657395 887 3677
0.490997 0.881623 0.0356025 0.0697955 0.912429 0.0224436 0.0613881 887 3677
0.485935 0.869222 0.0415586 0.0668027 0.907805 0.0226873 0.0641271 887 3677
0.480872 0.866967 0.036394 0.0659063 0.90155 0.0250876 0.0609812 887 3677
0.475810 0.862458 0.0387148 0.079241 0.895839 0.0288656 0.0651124 887 3677
0.470747 0.862458 0.0348268 0.0811046 0.892304 0.0291032 0.0724227 887 3677
0.465685 0.856821 0.0318889 0.0862637 0.884417 0.0295495 0.0755641 887 3677
0.460622 0.851184 0.0344467 0.0860062 0.878434 0.0298349 0.0778829 887 3677
0.455560 0.843292 0.0377891 0.0873997 0.871363 0.0321308 0.081963 887 3677
0.450497 0.8354 0.0402755 0.090645 0.866195 0.0302612 0.0885217 887 3677
0.445435 0.812852 0.0511609 0.0903564 0.853685 0.03941 0.0856279 887 3677
0.440372 0.803833 0.0499975 0.0871096 0.837911 0.0452251 0.0824882 887 3677
0.435310 0.785795 0.0554751 0.0810167 0.830024 0.0442984 0.0908111 887 3677
0.430247 0.767756 0.0624674 0.077698 0.811803 0.0494686 0.0904686 887 3677
0.425185 0.767756 0.0521963 0.091123 0.795757 0.0566319 0.0901676 887 3677
0.420122 0.744081 0.0667065 0.0757705 0.786511 0.053694 0.0951622 887 3677
0.415060 0.726043 0.0720681 0.0714974 0.773457 0.0514894 0.0969786 887 3677
0.409997 0.708005 0.0727739 0.0722519 0.7517 0.0598107 0.0918581 887 3677
0.404935 0.696731 0.0753108 0.0764774 0.732934 0.0660046 0.0924765 887 3677
0.399872 0.683202 0.068623 0.0822166 0.71009 0.067041 0.0849046 887 3677
0.394810 0.666291 0.0695582 0.0830781 0.687789 0.0668431 0.0759981 887 3677
0.389747 0.643743 0.0751724 0.0691708 0.663041 0.0727894 0.072572 887 3677
0.384685 0.626832 0.0811783 0.0693748 0.642643 0.0724257 0.0761249 887 3677
0.379622 0.606539 0.0758381 0.0628791 0.621974 0.0743343 0.0774457 887 3677
0.374560 0.579481 0.085398 0.0562371 0.59913 0.0744081 0.0746946 887 3677
0.369497 0.559188 0.0820789 0.0563114 0.574381 0.0720713 0.0722793 887 3677
0.364435 0.534386 0.0897583 0.049192 0.548273 0.0697394 0.0681306 887 3677
0.359372 0.512965 0.0849941 0.049132 0.521077 0.0707002 0.0622211 887 3677
0.354310 0.488162 0.0895687 0.0550915 0.496057 0.0657729 0.0633335 887 3677
0.349247 0.468997 0.0856406 0.0562982 0.465053 0.0707486 0.0567415 887 3677
0.344185 0.440812 0.0945418 0.0561343 0.440033 0.0730012 0.0497821 887 3677
0.339122 0.430665 0.0820369 0.0615063 0.421811 0.0658431 0.0527918 887 3677
0.334060 0.403608 0.0909621 0.0684667 0.398423 0.0640018 0.0494975 887 3677
0.328997 0.363021 0.0988723 0.0502339 0.380473 0.0618451 0.0536348 887 3677
0.323935 0.347238 0.102834 0.0543086 0.352733 0.0625925 0.0533014 887 3677
0.318873 0.316798 0.105471 0.0453844 0.326081 0.0700876 0.0452994 887 3677
0.313810 0.308906 0.10776 0.0422896 0.310307 0.0651716 0.0498581 887 3677
0.308748 0.26832 0.120335 0.029766 0.290726 0.062786 0.0481491 887 3677
0.303685 0.260428 0.113033 0.0468362 0.270873 0.0558622 0.0453683 887 3677
0.298623 0.250282 0.121278 0.050655 0.255643 0.0593383 0.0436583 887 3677
0.293560 0.23788 0.108952 0.0539725 0.241773 0.0607909 0.0448232 887 3677
0.288498 0.236753 0.0965802 0.0535734 0.218113 0.0649995 0.0409454 887 3677
0.283435 0.215333 0.0965689 0.0510236 0.205602 0.061862 0.0393562 887 3677
0.278373 0.199549 0.0956891 0.0477633 0.188469 0.0654121 0.0362401 887 3677
0.273310 0.195039 0.0939514 0.0557206 0.175415 0.0617069 0.0366427 887 3677
0.268248 0.174746 0.0965014 0.0442478 0.159913 0.0677093 0.0346256 887 3677
0.263185 0.162345 0.0980462 0.0390731 0.152026 0.0673675 0.033752 887 3677
0.258123 0.1646 0.0893685 0.0472977 0.138972 0.0707189 0.0348159 887 3677
0.253060 0.154453 0.0940848 0.054289 0.132717 0.0736713 0.0361634 887 3677
0.247998 0.151071 0.0825738 0.0519998 0.129997 0.0690199 0.0396377 887 3677
0.242935 0.143179 0.0866496 0.044965 0.120479 0.070786 0.0345908 887 3677
0.237873 0.130778 0.0964194 0.0466658 0.109328 0.0747735 0.0361231 887 3677
0.232810 0.125141 0.0910307 0.044604 0.105249 0.0723132 0.036566 887 3677
0.227748 0.116122 0.0919392 0.0419228 0.101713 0.0703269 0.0392487 887 3677
0.222685 0.101466 0.0982608 0.0404487 0.101985 0.072975 0.044043 887 3677
0.217623 0.0890643 0.10409 0.0386008 0.0894751 0.0768981 0.0363378 887 3677
0.212560 0.0879369 0.0944844 0.0384013 0.0818602 0.0736247 0.0353621 887 3677
0.207498 0.0777903 0.10012 0.0344019 0.0739734 0.0789678 0.0320635 887 3677
0.202435 0.0732807 0.104629 0.0345602 0.0753332 0.0801833 0.0372018 887 3677
0.197373 0.0676437 0.10361 0.0320668 0.0679902 0.0863587 0.038057 887 3677
0.192310 0.0755355 0.0911312 0.0384603 0.0674463 0.0789275 0.038385 887 3677
0.187248 0.0710259 0.0902043 0.0360105 0.0620071 0.0805922 0.0358291 887 3677
0.182185 0.0631342 0.0991936 0.0374931 0.0533043 0.0877047 0.0304581 887 3677
0.177123 0.054115 0.0922037 0.0336022 0.055208 0.0845484 0.0380734 887 3677
0.172060 0.0496054 0.0995881 0.0257522 0.0478651 0.0978172 0.0322327 887 3677
0.166998 0.0439684 0.0988887 0.0237849 0.0511286 0.0896097 0.0354841 887 3677
0.161935 0.042841 0.100016 0.0241494 0.0475931 0.0945292 0.0348091 887 3677
0.156873 0.042841 0.0889419 0.0251057 0.0394343 0.0942913 0.0283022 887 3677
0.151810 0.0462232 0.0868043 0.0338648 0.0337231 0.0937808 0.0242803 887 3677
0.146748 0.0394588 0.09819 0.0265222 0.0337231 0.0880015 0.0252708 887 3677
0.141685 0.0360767 0.100887 0.0258726 0.0304596 0.0848962 0.0236414 887 3677
0.136623 0.0270575 0.0962669 0.0157672 0.0299157 0.0764514 0.0236303 887 3677
0.133248 0.0293123 0.0987723 0.0179604 0.0242045 0.0822532 0.0186659 887 3677
0.129873 0.0383315 0.0832902 0.0291851 0.0228447 0.083023 0.0185813 887 3677
0.126498 0.0293123 0.0876232 0.022844 0.020669 0.081703 0.0170158 887 3677
0.123123 0.0315671 0.087699 0.025726 0.0225728 0.0763144 0.0196581 887 3677
0.119748 0.0326945 0.0810179 0.0275198 0.0179494 0.0799282 0.0145398 887 3677
0.116373 0.0236753 0.0932602 0.0219659 0.0163177 0.0760669 0.0141274 887 3677
0.112998 0.0191657 0.0825292 0.0161627 0.0176775 0.0723028 0.0160103 887 3677
0.109623 0.0202931 0.072979 0.0182606 0.0184933 0.0702186 0.0158143 887 3677
0.106248 0.0180383 0.0784395 0.0167121 0.0168616 0.0708115 0.0142422 887 3677
0.102873 0.0135287 0.0726057 0.0124989 0.0163177 0.0634619 0.0138539 887 3677
0.099498 0.0169109 0.0535332 0.0148448 0.0114224 0.058928 0.00968063 887 3677
0.096123 0.0101466 0.0522016 0.00917851 0.0111504 0.0506554 0.0103292 887 3677
0.092748 0.00789177 0.0447398 0.00659811 0.00924667 0.0504043 0.00851603 887 3677
0.089373 0.00789177 0.0386199 0.00789177 0.00571118 0.0372914 0.00571118 887 3677
0.085998 0.00450958 0.0277485 0.00450958 0.00462333 0.0303497 0.00405515 887 3677
0.082623 0.00450958 0.0287709 0.00349846 0.00380745 0.0290976 0.00324216 887 3677
0.080373 0.0011274 0.0187807 0.0011274 0.00190373 0.020997 0.00162998 887 3677
0.078123 0 0.0152542 0 0.00190373 0.0121624 0.00165772 887 3677
0.075873 0 0.0131048 0 0.000815883 0.0114617 0.000815883 887 3677
0.073623 0 0.00950872 0 0.0013598 0.00749667 0.00110728 887 3677
0.071373 0 0.00322581 0 0.0013598 0.00425187 0.00108606 887 3677
0.069123 0 0.00337458 0 0.000271961 0.00337563 3.51063e-05 887 3677
0.066873 0.0011274 0.00219486 0.0011274 0 0.00257865 0 887 3677
0.064623 0 0.000825083 0 0.000271961 0.000875157 0.000271961 887 3677
0.062373 0 0 0 0 0.000336022 0 887 3677
0.060123 0 0 0 0 0 0 887 3677
0.055623 0 0 0 0 0 0 887 3677
