#Peak halo mass range: 13.125 < log10(Mh/Msun) < 13.375
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
1.002310 0 0 0 1 0 0 887 3677
0.994717 0.189402 0.122874 0.11086 0.94724 0.029196 0.00937647 887 3677
0.987123 0.227734 0.0883424 0.0886611 0.938809 0.0225202 0.0183806 887 3677
0.979529 0.24239 0.122017 0.0623306 0.928474 0.0265471 0.0206091 887 3677
0.971935 0.271702 0.0917696 0.0635723 0.920316 0.0230762 0.0280741 887 3677
0.964342 0.297632 0.0649354 0.0688295 0.906989 0.02711 0.0312318 887 3677
0.956748 0.330327 0.0656669 0.0728776 0.900734 0.0279639 0.0400523 887 3677
0.949154 0.35513 0.0522777 0.0733342 0.893663 0.0279606 0.0471528 887 3677
0.941560 0.392334 0.0480869 0.0787744 0.882785 0.0323557 0.0478088 887 3677
0.933967 0.383315 0.0696424 0.0532492 0.880881 0.0290965 0.0549855 887 3677
0.926373 0.413754 0.0497946 0.0586522 0.874898 0.0289644 0.0637092 887 3677
0.918779 0.410372 0.0615842 0.0363883 0.869731 0.0307217 0.0630871 887 3677
0.911185 0.429538 0.074983 0.0327549 0.868643 0.0300308 0.0732219 887 3677
0.903592 0.459977 0.0569717 0.0417469 0.871906 0.0270326 0.086803 887 3677
0.895998 0.471251 0.0707454 0.037389 0.863476 0.0323367 0.0815594 887 3677
0.888404 0.500564 0.0776486 0.0332224 0.865923 0.0310765 0.0868142 887 3677
0.880810 0.520857 0.0701544 0.0490826 0.863748 0.0334327 0.0920193 887 3677
0.873217 0.526494 0.08801 0.0331962 0.865379 0.0329401 0.0935638 887 3677
0.865623 0.568207 0.0516082 0.0513088 0.857493 0.0438325 0.0905892 887 3677
0.858029 0.561443 0.0706111 0.0348302 0.865107 0.0333984 0.0985116 887 3677
0.850435 0.572717 0.0711322 0.0378644 0.862932 0.0397208 0.093946 887 3677
0.842842 0.59301 0.0630146 0.0526875 0.868371 0.0344409 0.0993323 887 3677
0.835248 0.602029 0.0697584 0.050948 0.869187 0.0295612 0.0930434 887 3677
0.827654 0.605411 0.0697074 0.0430155 0.878162 0.0257579 0.101216 887 3677
0.820060 0.61894 0.0612103 0.0417045 0.872722 0.0325609 0.0933695 887 3677
0.812467 0.633596 0.0573703 0.0435813 0.879793 0.0283785 0.0961613 887 3677
0.804873 0.650507 0.0571627 0.0544289 0.883873 0.0266942 0.0906125 887 3677
0.797279 0.665163 0.0569036 0.0522602 0.88904 0.0222443 0.0882911 887 3677
0.789685 0.688839 0.0427281 0.0612395 0.889856 0.0251982 0.0860853 887 3677
0.782092 0.706877 0.0400617 0.0578575 0.891216 0.0262232 0.0810723 887 3677
0.774498 0.703495 0.0517014 0.0427319 0.896383 0.0230168 0.0813614 887 3677
0.766904 0.717024 0.0453526 0.0515391 0.900462 0.0223122 0.0835609 887 3677
0.759310 0.733935 0.0403845 0.0506012 0.906989 0.0163537 0.0793488 887 3677
