#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.01604 0.0509339 0.01604 8.625 8.875 28429
9.00 0.0246569 0.0731128 0.0246569 8.875 9.125 50128
9.25 0.0195759 0.0668012 0.0195676 9.125 9.375 240909
9.50 0.0181173 0.0590965 0.018087 9.375 9.625 926299
9.75 0.0222363 0.0722942 0.0219211 9.625 9.875 2.63714e+06
10.00 0.0172398 0.0613589 0.0169335 9.875 10.125 3.71212e+06
10.25 0.0148026 0.056531 0.0142884 10.125 10.375 2.66514e+06
10.50 0.0136596 0.0527862 0.0118813 10.375 10.625 1.67296e+06
10.75 0.0147114 0.0530646 0.00827377 10.625 10.875 1.03872e+06
11.00 0.0186005 0.0530823 0.00294725 10.875 11.125 633748
11.25 0.0313334 0.0465684 -0.004741 11.125 11.375 367627
11.50 0.0668184 0.0422405 -0.00772621 11.375 11.625 214028
11.75 0.147079 0.0411265 -0.00226918 11.625 11.875 123655
12.00 0.292386 0.032533 0.0105827 11.875 12.125 71173
12.25 0.509865 0.0252209 0.03065 12.125 12.375 40650
12.50 0.731023 0.0321482 0.0614035 12.375 12.625 22619
12.75 0.878147 0.0312229 0.0616777 12.625 12.875 12671
13.00 0.946969 0.0162333 0.0360659 12.875 13.125 6845
13.25 0.970712 0.0045197 0.0216895 13.125 13.375 3551
13.50 0.968031 0.0134189 0.00569302 13.375 13.625 1783
13.75 0.970588 0.0153108 0.00352937 13.625 13.875 850
14.00 0.971989 0.0140056 0 13.875 14.125 357
14.25 0.976744 0.0155039 0.00775194 14.125 14.375 129
14.50 1 0 0.030303 14.375 14.625 33
14.75 1 0 0 14.625 14.875 4
15.00 1 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
