#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.0629305 0 8.625 8.875 168122
9.00 0 0.104398 0 8.875 9.125 274210
9.25 1.00686e-06 0.09638 0 9.125 9.375 993183
9.50 8.81582e-06 0.0635237 8.13768e-06 9.375 9.625 2.94924e+06
9.75 5.17692e-05 0.0722845 4.55816e-05 9.625 9.875 4.84844e+06
10.00 0.000131107 0.0628265 0.00011916 9.875 10.125 3.8518e+06
10.25 0.000404104 0.0675528 0.000373171 10.125 10.375 2.4177e+06
10.50 0.00132872 0.0756398 0.00118828 10.375 10.625 1.47661e+06
10.75 0.00340934 0.0757759 0.00280684 10.625 10.875 829779
11.00 0.00834163 0.0731768 0.00622272 10.875 11.125 440681
11.25 0.0192775 0.0698955 0.0122976 11.125 11.375 228868
11.50 0.0392121 0.0681203 0.0205 11.375 11.625 115449
11.75 0.0764079 0.0721568 0.0320305 11.625 11.875 56892
12.00 0.136629 0.0788917 0.0397748 11.875 12.125 27088
12.25 0.236456 0.0761324 0.0438198 12.125 12.375 11943
12.50 0.355436 0.0765767 0.0572883 12.375 12.625 5022
12.75 0.469657 0.0949868 0.0580475 12.625 12.875 1895
13.00 0.667205 0.0759289 0.101777 12.875 13.125 619
13.25 0.80117 0.0760234 0.0818713 13.125 13.375 171
13.50 0.888889 0.0833333 0.111111 13.375 13.625 36
13.75 1 0 0 13.625 13.875 2
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
