#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.0647478 0 8.625 8.875 69763
9.00 0 0.0968948 0 8.875 9.125 122504
9.25 1.88436e-06 0.0820791 1.88436e-06 9.125 9.375 530683
9.50 8.31593e-06 0.061158 3.11846e-06 9.375 9.625 1.92402e+06
9.75 4.77585e-05 0.0744477 1.45457e-05 9.625 9.875 4.12492e+06
10.00 3.87426e-05 0.0648214 1.57874e-05 9.875 10.125 4.18145e+06
10.25 7.47257e-06 0.0586643 1.42069e-06 10.125 10.375 2.81028e+06
10.50 6.2776e-06 0.0615933 4.6464e-07 10.375 10.625 1.75226e+06
10.75 2.23931e-05 0.0622979 1.5748e-06 10.625 10.875 1.07176e+06
11.00 0.000231189 0.0609811 5.63143e-05 10.875 11.125 605566
11.25 0.00181011 0.0630631 0.000348708 11.125 11.375 335338
11.50 0.0105264 0.06238 0.00159983 11.375 11.625 185249
11.75 0.0438128 0.0611561 0.00632168 11.625 11.875 101363
12.00 0.136319 0.0619234 0.0183478 11.875 12.125 54556
12.25 0.347281 0.0408906 0.0357928 12.125 12.375 28392
12.50 0.628952 0.0953302 0.0778955 12.375 12.625 14548
12.75 0.85422 0.0731851 0.0959896 12.625 12.875 6990
13.00 0.953655 0.0186625 0.0656299 12.875 13.125 3215
13.25 0.969103 0.00376791 0.0173323 13.125 13.375 1327
13.50 0.976378 0.011811 0.0019685 13.375 13.625 508
13.75 0.97546 0.00613499 0.00613499 13.625 13.875 163
14.00 0.971429 0.0285714 0 13.875 14.125 35
14.25 1 0 0 14.125 14.375 4
14.50 1 0 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
