#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.0645649 0 8.625 8.875 56842
9.00 1.98517e-05 0.0989905 9.92585e-06 8.875 9.125 100747
9.25 6.6024e-06 0.0837999 2.2008e-06 9.125 9.375 454380
9.50 7.5737e-06 0.0645675 2.91296e-06 9.375 9.625 1.71647e+06
9.75 6.71831e-05 0.0753005 2.39382e-05 9.625 9.875 3.88490e+06
10.00 5.01344e-05 0.0681895 2.2073e-05 9.875 10.125 4.16879e+06
10.25 9.19888e-06 0.0620822 1.78181e-06 10.125 10.375 2.82643e+06
10.50 4.5434e-06 0.0615368 -3.4629e-08 10.375 10.625 1.7608e+06
10.75 1.75194e-05 0.0615427 -3.44273e-06 10.625 10.875 1.08451e+06
11.00 0.000143352 0.0603269 -1.3236e-05 10.875 11.125 620850
11.25 0.00125924 0.0609109 -0.000138933 11.125 11.375 347828
11.50 0.00926336 0.0600825 0 11.375 11.625 194098
11.75 0.0429552 0.0606593 0.00323543 11.625 11.875 107554
12.00 0.146612 0.0576563 0.0198828 11.875 12.125 58699
12.25 0.384574 0.0466041 0.0373338 12.125 12.375 31310
12.50 0.699181 0.0912365 0.0889557 12.375 12.625 16249
12.75 0.900441 0.0527627 0.0963432 12.625 12.875 8156
13.00 0.962367 0.0108867 0.0413075 12.875 13.125 3853
13.25 0.972515 0.00219125 0.00998533 13.125 13.375 1710
13.50 0.981187 0.00434154 0.0014472 13.375 13.625 691
13.75 0.980159 7.83801e-05 0.00793654 13.625 13.875 252
14.00 0.983051 0.0169492 0.0169491 13.875 14.125 59
14.25 1 0 0 14.125 14.375 11
14.50 1 0 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
