#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0599927 0.0593314 0.0596987 8.625 8.875 27220
9.00 0.0958566 0.0914135 0.0951126 8.875 9.125 47039
9.25 0.0796813 0.0921591 0.078562 9.125 9.375 216224
9.50 0.0490537 0.0554367 0.0457772 9.375 9.625 764529
9.75 0.0768209 0.0846464 0.0618499 9.625 9.875 2.10193e+06
10.00 0.0634957 0.0666675 0.0410166 9.875 10.125 3.29443e+06
10.25 0.0602126 0.0553805 0.0276127 10.125 10.375 2.47777e+06
10.50 0.0657931 0.0511336 0.0195243 10.375 10.625 1.57444e+06
10.75 0.0834238 0.0452042 0.0146711 10.625 10.875 978845
11.00 0.113709 0.0362093 0.00934702 10.875 11.125 604974
11.25 0.153815 0.0266872 0.00829366 11.125 11.375 359867
11.50 0.209859 0.0217596 0.01095 11.375 11.625 212076
11.75 0.28678 0.0174555 0.0153873 11.625 11.875 124852
12.00 0.385327 0.0158181 0.0242169 11.875 12.125 72720
12.25 0.495808 0.0239159 0.0386604 12.125 12.375 42224
12.50 0.613572 0.0403961 0.0545455 12.375 12.625 24315
12.75 0.726647 0.0483552 0.0633805 12.625 12.875 13938
13.00 0.817278 0.0437905 0.063377 12.875 13.125 7848
13.25 0.878077 0.0363602 0.0619609 13.125 13.375 4306
13.50 0.930616 0.0176901 0.0609753 13.375 13.625 2306
13.75 0.966216 0.00737834 0.0531727 13.625 13.875 1184
14.00 0.976147 0.00727862 0.0387619 13.875 14.125 545
14.25 0.969349 0.0114205 0.0308871 14.125 14.375 261
14.50 0.973333 0.0133333 0.0266667 14.375 14.625 75
14.75 0.966667 0 0.0333333 14.625 14.875 30
15.00 1 0 0 14.875 15.125 2
15.25 1 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
