#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.0744292 0 8.625 8.875 31708
9.00 0 0.105641 0 8.875 9.125 57345
9.25 7.23662e-06 0.0921005 3.61831e-06 9.125 9.375 276372
9.50 1.92581e-05 0.0717407 -1.63709e-11 9.375 9.625 1.14238e+06
9.75 0.000149227 0.0813435 1.28534e-06 9.625 9.875 3.10937e+06
10.00 0.000105837 0.0714174 9.38681e-06 9.875 10.125 3.94001e+06
10.25 1.77574e-05 0.0671064 -1.23338e-05 10.125 10.375 2.75941e+06
10.50 8.7025e-06 0.063897 -3.76805e-05 10.375 10.625 1.72364e+06
10.75 5.14109e-05 0.0634821 -0.000283267 10.625 10.875 1.06981e+06
11.00 0.000482657 0.0632875 -0.00157106 10.875 11.125 640206
11.25 0.00330081 0.062826 -0.0052134 11.125 11.375 367485
11.50 0.0193209 0.0565264 -0.00667004 11.375 11.625 210497
11.75 0.0749608 0.0569781 -0.00251143 11.625 11.875 120543
12.00 0.221652 0.052312 0.0167251 11.875 12.125 68215
12.25 0.49472 0.0394686 0.0394509 12.125 12.375 38161
12.50 0.782173 0.0500079 0.0904908 12.375 12.625 21035
12.75 0.930522 0.0259879 0.0771183 12.625 12.875 11313
13.00 0.966252 0.00423598 0.0251756 12.875 13.125 5867
13.25 0.971517 0.00509942 0.00616515 13.125 13.375 2914
13.50 0.967907 0.00856394 0.00362092 13.375 13.625 1371
13.75 0.97561 0.00805032 0.00162601 13.625 13.875 615
14.00 0.991489 0.00425535 0.00851065 13.875 14.125 235
14.25 0.969697 0.0151515 0.0151516 14.125 14.375 66
14.50 1 0 0 14.375 14.625 11
14.75 1 0 0 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
