#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.0629896 0 8.625 8.875 74552
9.00 7.59273e-06 0.0957898 7.59273e-06 8.875 9.125 131705
9.25 0 0.081848 0 9.125 9.375 559317
9.50 5.50074e-06 0.058586 2.00027e-06 9.375 9.625 1.99973e+06
9.75 4.87389e-05 0.072281 1.87819e-05 9.625 9.875 4.20609e+06
10.00 3.25527e-05 0.0626291 1.10036e-05 9.875 10.125 4.17784e+06
10.25 6.43009e-06 0.0575444 1.05968e-06 10.125 10.375 2.79934e+06
10.50 4.58018e-06 0.060711 -1.73605e-06 10.375 10.625 1.74666e+06
10.75 2.81782e-05 0.0618827 8.03206e-06 10.625 10.875 1.06465e+06
11.00 0.000295761 0.0619186 0.000101135 10.875 11.125 598456
11.25 0.00209868 0.0622762 0.000711495 11.125 11.375 330208
11.50 0.011687 0.0626828 0.00276626 11.375 11.625 181911
11.75 0.0444503 0.0620325 0.008394 11.625 11.875 99032
12.00 0.137523 0.0602343 0.0193083 11.875 12.125 52871
12.25 0.329477 0.0460987 0.0331049 12.125 12.375 27316
12.50 0.604646 0.0932195 0.0707154 12.375 12.625 13904
12.75 0.840427 0.0703989 0.0963199 12.625 12.875 6555
13.00 0.945937 0.0228446 0.0721177 12.875 13.125 2978
13.25 0.973878 0.00408161 0.0212245 13.125 13.375 1225
13.50 0.977679 0.00446427 0.00669646 13.375 13.625 448
13.75 0.985611 0 0.00735062 13.625 13.875 139
14.00 0.961538 0.0384616 0 13.875 14.125 26
14.25 1 0 0 14.125 14.375 4
14.50 1 0 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
