#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0 0.991583 0 1 0 1 0 1 0 7.2 7.4 656261 33261 19124 3803
7.5 0 1 -0.5 0 1 -0.636364 0 1 0 7.4 7.6 532547 32174 17579 3355
7.7 0 1 -0.777778 0 1 -0.733333 0 0.979036 0 7.6 7.8 434654 31791 15955 3059
7.9 1 0 0.162564 1 0 0.205212 1 0 1 7.8 8 354552 29919 14631 2756
8.1 1 0 0.167324 0.714286 0.267857 -0.0407143 0 1 0 8 8.2 281751 26320 12531 2384
8.3 0.823529 0.157053 -0.00361526 0.555556 0.409962 -0.144444 0.666667 0.313333 0.0416667 8.2 8.4 222097 22337 10801 1931
8.5 0.76 0.210297 -0.0689076 0.884615 0.0753846 0.0942165 0.666667 0.296837 0.0303031 8.4 8.6 173459 18799 8782 1608
8.7 0.815789 0.143178 -0.0190275 0.736842 0.21382 -0.0248767 0.875 0.075 0.15457 8.6 8.8 135443 15730 7376 1383
8.9 0.933333 0.0358974 0.0730878 0.765306 0.151361 0.022449 0.695652 0.213439 0.00517601 8.8 9 104607 12398 6237 1154
9.1 0.906977 0.0423903 0.0434847 0.722581 0.183669 0.00306845 0.551724 0.31129 -0.114943 9 9.2 81290 8974 5189 938
9.3 0.91129 0.0432551 0.0348098 0.72 0.143868 0.0490156 0.658537 0.178963 0.0114778 9.2 9.4 63232 6435 4329 748
9.5 0.937008 0.0138693 0.0591669 0.687651 0.135996 0.0405042 0.695652 0.118301 0.0837119 9.4 9.6 50740 4307 3697 596
9.7 0.937008 -0.00367451 0.0667376 0.65604 0.124077 0.0307975 0.636364 0.172147 0.0585858 9.6 9.8 42573 2705 3438 580
9.9 0.891892 0.030186 0.04004 0.696286 0.0601369 0.0764426 0.586957 0.161295 0.0314009 9.8 10 36854 1540 3093 531
10.1 0.873016 0.0519841 0.0184704 0.706093 0.0407017 0.0776528 0.675258 0.0443684 0.107297 10 10.2 33456 853 3044 491
10.3 0.918367 0.0102041 0.0612245 0.668639 0.0434577 0.0390362 0.547085 0.0888122 0.0316667 10.2 10.4 30148 401 2711 478
10.5 0.925926 0.0383598 0.0592592 0.671603 0.0154259 0.0485112 0.578723 0.0383769 0.0787234 10.4 10.6 26374 213 2325 411
10.7 0.944444 0.00793654 0.0694444 0.665 0.0282938 0.0292785 0.545833 0.0239341 0.0670689 10.6 10.8 20975 70 1879 364
10.9 1 0 0 0.689706 0.00518227 0.0487968 0.457014 0.0519954 0.0284421 10.8 11 14009 18 1190 311
11.1 1 0 1 0.729483 0.00715792 0.0655048 0.5 -0.00657895 0.0769231 11 11.2 7345 4 553 181
11.3 1 0 1 0.771739 -0.00611413 0.102174 0.385714 0.0117216 0.0806296 11.2 11.4 2685 1 163 78
11.5 0 0 0 0.692308 0.107692 0.120879 0.142857 0.268908 -0.0571429 11.4 11.6 633 0 21 17
11.7 0 0 0 1 0 1 0.5 -0.1 0.5 11.6 11.8 95 0 2 4
11.9 0 0 0 0 0 0 0.5 0.5 0.5 11.8 12 12 0 0 2
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
