#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.063912 0.0587822 0.0625066 8.625 8.875 28461
9.00 0.105078 0.0956033 0.102166 8.875 9.125 48764
9.25 0.0904653 0.0999372 0.0866083 9.125 9.375 219598
9.50 0.0562722 0.058353 0.0483067 9.375 9.625 757390
9.75 0.0877541 0.0883956 0.0610529 9.625 9.875 2.05943e+06
10.00 0.0739385 0.0680871 0.0395014 9.875 10.125 3.23181e+06
10.25 0.0720109 0.056386 0.0274092 10.125 10.375 2.44952e+06
10.50 0.0800964 0.0503349 0.0208709 10.375 10.625 1.55975e+06
10.75 0.101344 0.0445703 0.0183981 10.625 10.875 970124
11.00 0.134723 0.035299 0.0131547 10.875 11.125 600185
11.25 0.176633 0.0277788 0.0130913 11.125 11.375 357860
11.50 0.232893 0.0205624 0.0152012 11.375 11.625 211479
11.75 0.306543 0.0147334 0.0191805 11.625 11.875 124736
12.00 0.396365 0.0167285 0.0256101 11.875 12.125 72741
12.25 0.491738 0.0273698 0.0374678 12.125 12.375 42240
12.50 0.60027 0.0424662 0.0521399 12.375 12.625 24439
12.75 0.702586 0.0497876 0.0601608 12.625 12.875 14115
13.00 0.79347 0.0469515 0.0648054 12.875 13.125 7902
13.25 0.846839 0.0405049 0.0659822 13.125 13.375 4381
13.50 0.910638 0.0308897 0.0663345 13.375 13.625 2350
13.75 0.945902 0.0180918 0.0530739 13.625 13.875 1220
14.00 0.968804 0.0086655 0.0295681 13.875 14.125 577
14.25 0.978339 0.00711519 0.0469314 14.125 14.375 277
14.50 0.94186 0.0348837 0.0124487 14.375 14.625 86
14.75 1 0 0.030303 14.625 14.875 33
15.00 1 0 0 14.875 15.125 3
15.25 1 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
