#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.000549882 0.0651371 0.000542502 8.625 8.875 270967
9.00 0.000858942 0.0906242 0.000849731 8.875 9.125 434255
9.25 0.00131734 0.0846 0.00128777 9.125 9.375 1.35273e+06
9.50 0.00195466 0.0699237 0.0018653 9.375 9.625 3.24558e+06
9.75 0.00378128 0.0780795 0.00359162 9.625 9.875 3.80135e+06
10.00 0.00500587 0.0841656 0.00468794 9.875 10.125 2.66088e+06
10.25 0.0101818 0.0944986 0.00932652 10.125 10.375 1.49964e+06
10.50 0.0160292 0.0908675 0.0140515 10.375 10.625 775024
10.75 0.0223145 0.0895565 0.0182972 10.625 10.875 380157
11.00 0.0333024 0.0920514 0.0251072 10.875 11.125 179807
11.25 0.0491448 0.103464 0.0339257 11.125 11.375 79866
11.50 0.0696961 0.103961 0.0402046 11.375 11.625 33230
11.75 0.100435 0.106417 0.0568539 11.625 11.875 13103
12.00 0.13427 0.113567 0.0637838 11.875 12.125 4625
12.25 0.179632 0.0990099 0.0700141 12.125 12.375 1414
12.50 0.270195 0.108635 0.0724234 12.375 12.625 359
12.75 0.348315 0.146067 0.11236 12.625 12.875 89
13.00 0.3 0 0.1 12.875 13.125 10
13.25 1 0 0 13.125 13.375 1
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
